kir_pooled_male_mean
0.51251966
0.41593233
0.50404131
0.5655902
0.59323472
0.49433151
0.46499056
0.53130698
0.53393161
0.5137108
0.53296465
0.46390143
0.53615677
0.5020625
0.56236875
0.5624904
0.63122594
0.473827
0.59468162
0.58899057
0.57517141
0.56244946
0.58380687
0.49190351
0.48188314
0.54618251
0.46967784
0.45608854
0.54273796
0.58749676
0.6207552
0.50440514
0.55169743
0.45648926
0.45989946
0.53910261
0.51985842
0.51202178
0.57184219
0.4770692
0.39926833
0.51217628
0.49835896
0.51927048
0.41068822
0.47751051
0.48807353
0.52183497
0.46109921
0.46182874
0.50969833
0.48438659
0.52327162
0.48776731
0.54595232
0.51751614
0.49527785
0.53124863
0.52377284
0.48184931
0.49537662
0.47685394
0.53704053
0.51620811
0.52841812
0.45091686
0.4690246
0.52625227
0.47915116
0.53185123
0.5015949
0.52786499
0.41417718
0.51254106
0.47645175
0.47309411
0.53735769
0.4436788
0.40454164
0.40087187
0.37308353
0.38539207
0.46112278
0.39714533
0.54683828
0.55607843
0.54494101
0.4534691
0.53420144
0.4017269
0.46739507
0.48068839
0.48017624
0.52307659
0.50551772
0.49939319
0.39390686
0.55692208
0.50224113
0.45510983
0.47399428
0.51860583
0.51078981
0.50057131
0.47059524
""
0.47098932
0.49111784
0.46468952
0.48772356
0.46473557
0.42880499
0.47633642
0.4957419
0.48318401
0.45537138
0.40671983
0.51505274
0.49831817
0.48159578
0.43549585
0.46409768
0.51815784
0.49720153
0.48483008
0.53469563
0.52302033
0.5565058
0.51531726
0.5016523
0.42760846
0.5730744
0.60824347
0.58421999
0.60491991
0.50848436
0.53970683
0.52561414
0.54306322
0.57216269
0.52061009
0.63988489
0.52102399
0.50622529
0.51604629
0.5151732
0.50186974
0.47144416
0.52589977
0.49851552
0.52772892
0.53340733
0.46352497
0.53700233
0.53541458
0.49239776
0.45446691
0.51671892
0.51202375
0.41529241
0.40362665
0.48876572
0.59469903
0.55855936
0.44586596
0.52598065
0.46864954
0.40851039
0.60195446
0.5509131
0.49834609
0.51020807
0.54082084
0.53793764
0.53544074
0.50427544
0.52139831
0.53653699
0.51035178
0.43267301
0.50553334
0.51482338
0.437962
0.49401659
0.43495095
0.52200806
0.49865153
0.55068541
0.5487048
0.48216018
0.52462471
0.51135284
0.48024708
0.53601682
0.62023741
0.62970835
0.49470237
0.47817039
0.56770408
0.55654961
0.48244911
0.48164278
0.46008188
0.53879434
0.55535758
0.56059903
0.47744516
0.43972614
0.49191391
0.54155248
0.52458084
0.46715152
0.49628243
0.46171466
0.52140564
0.57300979
0.50697744
0.4764972
0.50209308
0.50900686
0.4684307
0.46784934
0.48428002
0.53976411
0.54966807
0.54888213
0.52012062
0.55297875
0.53882855
0.62190366
0.52959001
0.42766568
0.50993878
0.49987587
0.4776468
0.46783182
0.48062143
0.57194078
0.48602349
0.50702888
0.48857853
0.50532579
0.45893478
0.39414132
0.3553251
0.38254216
0.61817747
0.53336704
0.47945106
0.39955488
0.5089519
0.49400824
0.3891454
0.45291501
0.53697658
0.48583937
0.51544172
0.48774582
0.46645012
0.51098907
0.47587961
0.52943242
0.45451397
0.51684612
0.47659498
0.58872092
0.46112981
0.50866961
0.51374054
0.49333039
0.571567
0.50154126
0.5153057
0.45490268
0.54339105
0.57286
0.48166427
0.55181676
0.54236567
0.53487957
0.50944412
0.45924324
0.4774473
0.49210027
0.51587486
0.57218528
0.46345973
0.56560177
0.55418736
0.53838068
0.37927198
0.52308679
0.42323232
0.35896096
0.5433588
