staycz_hisp_female_p1
0.59927469
0.69904083
""
0.63550168
0.64839429
0.57585359
0.62761849
0.58596653
0.75620466
0.62831604
0.53383309
0.68863195
0.37345362
0.5093559
0.57661504
0.54005873
0.15299863
0.57516515
0.42698014
0.42498153
0.6224798
0.47672638
0.5688414
0.48845741
0.65977424
0.18733917
0.53810412
0.50087494
0.59872442
0.5402742
0.38860023
0.48391941
0.66104788
0.51669824
0.4097164
0.5504086
0.41575232
0.60228449
""
0.39068672
0.54441905
0.3252885
""
""
0.58742362
0.49297589
0.65059638
0.56923223
0.62806469
0.54405057
0.52506143
0.62088424
0.60150987
""
""
0.61788279
0.41822645
0.37662244
0.32357782
0.34966227
0.51825356
0.64597636
0.49315521
0.22527671
0.5591256
0.54016817
""
""
0.59994531
0.44398966
0.758623
0.51400816
0.34408644
0.6291852
0.72748095
0.54586166
0.66071552
0.56099063
0.84367281
0.66994882
0.48918363
0.63075799
0.5135746
0.63776213
0.69955838
0.57407039
0.45802003
0.49814421
0.64500278
0.58142257
0.68158299
0.68267578
0.49851155
0.61986005
0.69495231
0.5306564
0.57692552
0.66181582
0.73090154
0.63382012
0.64857012
0.74987686
0.66129196
0.66292226
0.53309405
0.6915217
0.56750172
0.65530491
0.58642608
0.54005218
0.5007233
0.49576348
0.57277495
0.25226262
0.63440055
0.64471674
0.58988452
0.53302717
0.35544664
0.46214074
0.58720112
0.36515659
0.48629907
0.41296285
0.52540094
0.58913279
0.55508506
0.59246868
0.38023368
0.43637216
0.70677203
0.74277914
0.6230619
0.64352345
0.6635713
0.53118658
0.57607847
0.51715219
0.33471999
0.45725524
0.52699602
0.51308978
0.4580296
0.61049151
0.62360537
""
0.44564837
0.42227387
0.3846935
0.52675134
0.64464843
0.68762976
0.46216163
0.08969228
0.51043904
0.6206221
0.60672677
0.50378102
0.55363387
0.29516628
""
""
0.53369015
0.65071297
0.27380392
0.73375654
0.42633712
0.46482113
0.33358601
0.62003171
0.73443717
0.69538665
0.54788476
0.61165452
0.35119742
0.48207122
0.59806222
0.73293084
0.47182843
0.46112347
0.42904443
0.38448444
0.59258395
0.439982
0.51054662
0.67285037
""
0.45590442
0.66157359
1.0308979
0.43877199
0.48188424
0.73413074
0.39625958
0.47714502
0.49118477
0.56102526
0.56944555
0.70148396
0.51241457
0.62593848
0.67540228
0.55321091
0.5604074
0.63254803
0.72015131
0.73311049
0.55355942
0.45788383
0.61248374
0.58157563
0.64298695
0.64038926
0.37838045
0.71979815
0.53516245
0.63996685
0.67655122
0.5562951
0.36623541
0.41639686
0.34786001
0.50095087
