kfr_29_pooled_male_mean
0.53469086
0.37284407
0.46938226
0.52129966
0.5719676
0.46340615
0.41414854
0.53876173
0.48202798
0.489683
0.50271261
0.41349229
0.49635011
0.48388633
0.49521145
0.50239688
0.58900565
0.40399137
0.55427277
0.53715241
0.53228432
0.5129019
0.51940316
0.47805354
0.46861306
0.49439332
0.45383844
0.4183526
0.51713598
0.53731942
0.56399286
0.45027637
0.50675583
0.42641097
0.42228428
0.54319197
0.44163653
0.50096834
0.51425278
0.43654618
0.34944278
0.50887042
0.46055755
0.45933583
0.35185593
0.37321594
0.44696006
0.43565428
0.39498764
0.40258414
0.47467238
0.42008594
0.48757356
0.47062141
0.50934565
0.46423095
0.46715066
0.50883639
0.46631122
0.46111959
0.47659796
0.44547877
0.51802313
0.49196991
0.49268639
0.37367842
0.36187491
0.44531512
0.40769452
0.52852958
0.41206965
0.43229216
0.35506523
0.45207801
0.46838436
0.4053098
0.49312216
0.36094424
0.31054732
0.35800171
0.2938602
0.30426556
0.39949805
0.34087071
0.52166325
0.49651843
0.5168429
0.42630905
0.49800438
0.39134601
0.45559201
0.47246042
0.42718843
0.50049913
0.47530848
0.49457312
0.38181436
0.50080091
0.45456898
0.43670678
0.46051109
0.51578754
0.46548975
0.47717252
0.46521211
""
0.38834599
0.41531375
0.37601489
0.43621698
0.40902767
0.34610936
0.40734604
0.48243505
0.41111192
0.38868165
0.3976191
0.48747471
0.46740592
0.45992753
0.45494494
0.44238615
0.5099346
0.50558287
0.45483735
0.48557365
0.49586049
0.52447909
0.43852681
0.45442492
0.31439742
0.48801377
0.55509418
0.54698539
0.55041188
0.44466066
0.48599407
0.43201542
0.41126642
0.53908002
0.43345478
0.49682325
0.4291963
0.47656175
0.51156241
0.47489831
0.44701564
0.47466782
0.51238585
0.47291949
0.53554392
0.53881055
0.44196296
0.49384716
0.47427008
0.43387067
0.41661853
0.52285504
0.50976765
0.39539576
0.35745141
0.48769638
0.5572052
0.49391198
0.3698971
0.46807972
0.43802461
0.31483695
0.55062741
0.49032685
0.45464635
0.46587998
0.52277941
0.52109325
0.48523369
0.46356809
0.50356883
0.50579458
0.43236873
0.33232632
0.46422905
0.46412793
0.37276071
0.39686859
0.37446791
0.48261192
0.41905573
0.48964608
0.49377534
0.41367513
0.50023341
0.50288814
0.41113266
0.51398325
0.5870266
0.56725389
0.49635947
0.39624825
0.51547009
0.50499499
0.4408752
0.43201622
0.48095813
0.49465933
0.50158352
0.53607845
0.50667471
0.44323865
0.48228034
0.5177747
0.50529194
0.47248873
0.48801741
0.44633973
0.46005473
0.52522469
0.48563138
0.46705073
0.49710247
0.51620305
0.41172203
0.42330614
0.46413374
0.50438166
0.52821171
0.4831495
0.47786757
0.57404888
0.5013963
0.57626504
0.47229442
0.36019099
0.46666467
0.46081698
0.43863848
0.40815997
0.43402109
0.48817563
0.44183609
0.43260169
0.44203123
0.46636185
0.38368669
0.31474042
0.28249958
0.30481079
0.56769502
0.47408232
0.40671456
0.35007918
0.40117076
0.42007825
0.29482973
0.35691562
0.51030731
0.48172826
0.49707508
0.47268006
0.44491142
0.52250713
0.4770034
0.48251197
0.42072505
0.48679718
0.43455735
0.51719505
0.43471831
0.44639307
0.49070939
0.47801521
0.53490698
0.44616404
0.49334744
0.42578724
0.5121246
0.55897731
0.41195598
0.52055293
0.51694417
0.4781054
0.47698197
0.3928546
0.44661489
0.4295496
0.47938243
0.50644124
0.3903037
0.54939067
0.45210353
0.48554415
0.3075462
0.4907766
0.38251486
0.28786421
0.51179308
0.38589066
0.33592722
0.31745583
0.28455102
0.35430858
0.28200129
0.57356447
0.43179291
0.32254437
0.35858038
0.38011998
0.40882948
0.48770452
0.44921714
0.48585203
0.53100455
0.55473459
0.48661196
0.54126352
0.45870775
0.47939622
0.50354832
0.46596485
0.47915107
0.42810965
0.46363369
0.32396016
0.46094471
0.5148924
0.44719911
0.48687035
0.49278626
0.49223256
0.49121177
0.50667405
0.44429383
0.49890736
0.46014479
0.54174542
0.52689463
0.48135778
0.46711543
0.4252106
0.44145757
0.48156819
0.45403343
0.46644378
0.3455469
0.36509863
0.35385144
0.46404806
0.39448544
0.41849086
0.36142105
0.40814403
0.31025013
0.38784191
0.43863982
0.44758704
0.44571882
0.44946167
0.46446642
0.54289711
0.54451126
0.56938714
0.45744404
0.45142248
0.58299601
0.51955116
0.27212009
0.46609691
0.51455098
0.51990974
0.36668724
0.41559091
0.30633563
0.2892054
0.34043762
0.41589957
0.44536611
0.48882687
0.47078475
0.46506852
0.4967854
0.46874043
0.50503772
0.44773445
0.51418239
0.49477857
0.44662946
0.4874258
0.54133368
0.55044407
0.51232082
0.50466377
0.34354639
0.28499338
0.29384527
0.26233941
0.27225441
0.29200423
0.36677223
0.31912386
0.31473249
0.28847665
0.29212704
0.31435162
0.32220414
