kir_26_pooled_male_mean_se
0.0019251636
0.002854048
0.0059699328
0.0016855366
0.0021338917
0.0050529223
0.0014812945
0.0050708218
0.0060618003
0.0024570187
0.0022946263
0.0012461838
0.0060411976
0.0036354142
0.0023243064
0.0071324874
0.0074998783
0.002418593
0.0064223823
0.0049710185
0.0018907826
0.0016908358
0.0025140091
0.0031370712
0.0013282588
0.0059520379
0.0030448206
0.0019077512
0.0012857402
0.0043517128
0.003869198
0.0031255204
0.0014788905
0.0018038905
0.0040161121
0.0020066011
0.0041877432
0.0034986802
0.0070667751
0.0063653598
0.0018770866
0.0042397091
0.0066961646
0.010677623
0.0053141471
0.0045441505
0.0012402101
0.0028214401
0.0016360095
0.003180356
0.0024154016
0.0019954098
0.0027409696
0.010679401
0.0083994968
0.0019214947
0.0054151816
0.010074363
0.0098785711
0.0032853337
0.0045625726
0.0016948901
0.0068196091
0.0045551695
0.0038959975
0.0043056076
0.0075528962
0.0059997877
0.004801407
0.0040108701
0.0045250012
0.0037204518
0.0032908949
0.0029876495
0.0044417409
0.0065795328
0.0030892468
0.0040283501
0.0056841602
0.0012676168
0.0035885368
0.0033488041
0.00452756
0.003165124
0.0012706454
0.0037256095
0.0036560337
0.0025925988
0.001957475
0.0026515846
0.0030385184
0.0046111709
0.0042620688
0.0020103671
0.0045438595
0.0073861871
0.0031371808
0.0022081949
0.00096359104
0.0017990791
0.0017617918
0.00078270503
0.0012414494
0.0018535189
0.0017726246
0.0010516028
0.0018452011
0.001238474
0.0036869114
0.0023333274
0.0026711256
0.0027669575
0.0016547474
0.0055198432
0.0017855138
0.001544037
0.0018400284
0.0073081669
0.0078197522
0.0066511924
0.0028017205
0.0042543388
0.0045899283
0.003720758
0.0046048863
0.0022086997
0.0022389786
0.00449201
0.005035995
0.0050756219
0.00079387694
0.0037078264
0.003260175
0.0048034848
0.0027412116
0.0037184947
0.0020412342
0.0022926175
0.0058061709
0.0039947489
0.0022275564
0.0029287178
0.0068896497
0.0054327752
0.0031313817
0.0061418815
0.0027883356
0.0034197343
0.0044316757
0.0044270707
0.0039148424
0.0014568005
0.0028412109
0.0059894077
0.0016008456
0.0018355661
0.0052274298
0.0021786031
0.005079973
0.0036147621
0.010590213
0.0058987169
0.0026465701
0.0010163109
0.0072565051
0.00075490103
0.003894587
0.0038864953
0.0057857935
0.0023966797
0.00068663311
0.0021171623
0.0036972095
0.0018542887
0.0037487887
0.0054393411
0.0019550151
0.0012170924
0.0033604323
0.0044942885
0.0044641518
0.003954228
0.0012606977
0.0037562926
0.0040625925
0.0010230429
0.006248353
0.0035501609
0.0019614091
0.0071410774
0.0047090296
0.0028145462
0.0013448752
0.0062803663
0.0050415499
0.0032478499
0.0025544586
0.0025221603
0.0015144921
0.0040786089
0.001697235
0.002163816
0.0035647117
0.0030538666
0.0021839004
0.0018046547
0.0011886632
0.0033615683
0.0027735103
0.0024437362
0.0027536093
0.0022493892
0.0060426248
0.0060354737
0.0016947852
0.0016161558
0.0020178345
0.00092159485
0.0030671104
0.0030428297
0.0039473358
0.0033055195
0.0029317825
0.0039447295
0.0011308683
0.0023212628
0.0026852938
0.0022601807
0.00098413159
0.001594683
0.0017135437
0.0022390499
0.0061219791
0.0030152781
0.0071159671
0.0040486609
0.0066989213
0.0025914256
0.0094247172
0.0041318634
0.0025084747
0.0035391026
0.0033301762
0.0022418643
0.0037405074
0.0040894672
0.0029496825
0.0013825443
0.0036642859
