staycz_white_female_p10
0.70448613
0.7115804
0.53853786
0.71481317
0.76412439
0.46240154
0.60299319
0.68101329
0.66285306
0.72091204
0.80044705
0.60752481
0.81717896
0.67675596
0.75130612
0.61917114
0.76515591
0.59536517
0.69518816
0.67201787
0.6256054
0.76190251
0.66412771
0.49954081
0.80023324
0.72647268
0.61797965
0.73683774
0.6681453
0.68010569
0.74278659
0.33984768
0.78015828
0.76855528
0.70374894
0.75669014
0.75034642
0.59067827
0.75828385
0.83332175
0.59493071
0.801121
0.74040598
0.69671673
0.73504496
0.4826563
0.69879448
0.73244399
0.77090979
0.61427581
0.63993692
0.77634323
0.57166016
0.51241279
0.62909347
0.73033458
0.57415485
0.76716143
0.73807645
0.41239914
0.67497122
0.67550212
0.74210805
0.76670134
0.7370066
0.44985422
0.66712368
""
""
0.5778867
0.28139719
""
0.38843483
""
0.47910482
0.33654064
0.44590816
0.52252847
0.54424638
0.42849869
0.34921554
""
""
0.66506964
0.1567692
0.2794348
""
0.34205353
0.49796972
0.37305802
""
0.47443247
0.19666119
0.18535139
""
0.32010174
0.44628015
0.55230719
0.48072889
0.70047194
0.49561754
0.46811989
0.39534631
0.73118275
0.56691939
0.47086871
0.63340515
0.70227194
0.62829518
0.51988834
0.48990297
0.56203943
0.55099624
0.61073387
0.732324
0.59647739
0.67007834
0.59237063
0.49480081
0.53030956
0.6486088
0.7977742
0.55058473
0.63872844
0.48830739
0.73876429
0.7365669
0.73280823
0.55415219
0.57821715
0.43085611
0.60444719
0.63969266
0.73718148
0.57031286
0.45654973
0.6621331
0.74475855
0.79577279
0.63415569
0.71950203
0.66016787
0.63725007
0.63084745
0.65757561
0.60207307
0.75878316
0.46333221
0.69525856
0.60383373
0.61747092
0.64083165
0.6756736
0.70905715
0.75033939
0.52130425
0.71892858
0.53556794
0.43224886
0.62519944
0.60373807
0.64380074
0.58421499
0.76222271
0.44790965
0.6900748
0.75536376
0.51035744
0.6751141
0.65161467
0.71243626
0.75469989
0.53662503
0.77826196
0.60076529
0.55817658
0.68110448
0.56553084
0.51186097
0.58362633
0.63642538
0.6040448
0.7523737
0.62236422
0.68277061
