kir_native_asian_female_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064444356
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047149666
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022798976
""
""
0.041866094
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040481187
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019711966
""
""
""
""
""
0.023883617
""
""
0.030365421
""
0.053884286
""
""
0.04302178
""
""
""
0.010260664
""
0.071984403
""
""
""
""
""
0.06101992
""
""
0.017776953
0.045631405
""
0.029243296
0.020087844
""
0.033986211
0.020792212
0.021148702
0.028567443
0.061963316
0.020963123
0.051704772
0.017744942
0.074544817
""
""
""
0.036038615
0.047229018
0.049104482
""
""
""
""
""
0.030153237
""
""
0.057010457
""
0.042099245
""
""
""
0.061709695
""
""
""
""
""
""
""
""
""
0.060871299
""
""
""
""
0.041409865
""
""
""
""
""
""
""
""
0.038854662
""
""
""
""
0.051909897
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064904936
""
0.031594388
0.041822609
""
""
0.04925257
0.048826441
""
""
""
0.043647517
""
""
""
""
""
""
0.061277453
0.037601434
""
""
""
""
""
""
""
""
0.044618059
""
""
""
""
""
""
""
""
""
""
""
""
0.04935297
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050262511
""
""
""
""
0.039600141
""
0.050532337
0.068963036
0.044580381
""
""
""
""
""
""
0.05611255
""
""
""
""
0.032176942
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068957031
""
""
""
""
""
""
""
""
""
""
0.060606223
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060785443
""
""
""
""
""
""
0.056837637
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.020294828
0.0079693776
0.03892326
0.020275358
0.059903733
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022018466
""
""
""
""
""
0.033652876
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.043101236
""
""
""
0.043553755
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
