two_par_black_female_mean
0.49543092
0.56032228
0.51625466
0.40514094
0.36581644
0.46237862
0.38077033
0.48934692
0.60507298
0.36383665
0.36304501
0.34611839
""
0.47425735
0.36713421
""
""
0.4339112
""
0.28004444
0.32431281
0.42907929
0.37138814
0.29172289
0.41314504
0.26011238
0.39760333
0.40623575
0.4204832
0.38166431
0.50762379
0.47938624
0.40402141
0.46688002
0.33492619
0.36289397
0.30803186
0.28974468
0.22345768
0.20324606
0.29706553
0.30425969
0.32504284
0.24253048
0.33599603
0.24144642
0.28665826
0.38508049
0.33791324
0.29893994
0.4503099
0.41666907
0.25837231
0.13012563
0.35462734
0.27583036
0.30450472
0.35655504
0.44533297
0.32118747
0.37154028
0.36073193
0.32815817
0.3201803
0.72280729
0.54195076
""
0.671134
0.65756303
0.66632426
0.22271703
0.25175166
0.21940304
0.32290101
0.30320811
0.42680991
0.31343836
0.42629606
0.4702448
0.26974308
0.29728144
0.49287251
0.45761716
0.42723778
0.37492663
0.48875973
0.47823334
0.48974037
0.43036693
0.33439347
0.4283793
0.38713059
0.46309134
0.32466438
0.52837807
""
0.45859063
0.35179651
0.34050426
0.32756114
0.32932553
0.34270224
0.33092239
0.35501719
0.42930242
0.34708792
0.36897817
0.38182896
0.33708063
0.36526617
0.30992955
0.38742238
0.41211486
0.35106036
0.42479455
0.3708725
0.40581799
0.27709177
0.21885583
0.25517243
0.31727701
0.34334841
0.36589307
0.56010818
0.36076218
0.3888402
0.36542875
0.36365619
0.27021259
0.29561016
0.37067774
0.28374928
0.28452098
0.33793119
0.36239606
0.26709855
0.32569194
0.40118361
0.3262305
0.25828823
0.31456441
0.40662813
0.32191315
0.24823563
0.30823842
0.27912709
0.40204865
0.28728735
0.29678133
0.32969722
0.33183029
0.30815297
0.25583857
0.26084071
0.40076801
0.30143392
0.31082425
0.28869537
0.27945817
0.59772378
0.69372785
0.71335506
0.57233357
0.31260669
0.40736884
0.39913929
0.50302637
0.71239179
""
0.46739864
0.33999887
0.4517692
0.46513516
0.39315081
0.60560852
""
0.41216514
0.34415632
0.61917973
""
0.59841579
0.64202935
0.40025017
0.49120149
0.45919225
0.36341748
0.44324797
0.57732946
0.39080063
0.61309373
0.49169379
0.65505105
0.33299342
0.65104145
0.51294625
