kir_stycz_natam_male_p50
0.38151449
""
""
0.38499832
0.36081836
""
0.39272103
""
""
0.42112064
0.4298282
0.44809052
""
""
0.42890677
""
0.53359163
0.37263191
""
0.45886469
0.31441298
0.42944774
0.47582069
0.42606366
0.47633126
0.56379396
0.40452355
0.43435568
0.50583005
""
""
""
0.46749979
0.44109643
0.42108354
0.51171738
""
""
""
""
0.44953015
""
""
""
""
""
0.51403844
0.62350428
0.55489957
0.5297789
0.55401951
0.5119102
""
""
""
0.51113766
""
0.51365131
""
""
""
0.41241542
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4480868
""
""
""
0.42034578
0.44296175
""
""
0.3175931
0.52460325
0.49456629
""
""
""
0.42974651
""
""
""
0.55098367
0.39416882
0.46227917
0.30387852
0.47648904
0.5728448
0.53280967
0.41549501
0.50895452
0.3923687
0.45649886
""
0.40950143
0.42084193
0.40476525
0.44127676
""
0.50670999
0.44587776
0.42943361
""
""
""
""
""
""
""
""
0.47902083
""
""
""
""
0.4745155
""
""
""
""
""
0.53348374
0.53397691
""
""
0.43596876
0.4202204
""
""
""
""
0.34691069
0.37357649
""
""
""
0.47172341
""
""
0.43461546
0.54433966
0.62154388
0.4402352
""
""
""
""
0.44922262
0.46522048
""
0.49941388
0.49264762
0.27765486
0.44207862
0.57432109
0.41496402
0.32831156
0.56976205
0.45167509
""
""
0.46012431
0.45735735
0.44115615
0.37054679
""
""
0.38381174
""
""
0.38460734
""
""
0.26828817
""
""
0.38129258
0.38086048
""
""
""
""
""
0.28206077
""
0.45011696
0.39334795
""
0.58833396
0.31482449
0.54171991
0.41931039
""
""
0.31678995
""
0.31483576
""
""
0.53891397
0.42818817
0.52726352
0.4202278
""
""
""
""
""
""
0.46140683
""
""
""
0.45336822
0.4175933
0.3423295
0.39138666
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44961718
""
""
0.41472501
""
0.37955585
""
0.45781311
0.39902565
""
0.49544752
""
""
""
""
0.50910527
0.44887465
0.44292226
0.49984804
0.50620705
0.44857091
0.43542734
0.50460851
0.40460598
""
""
0.42086601
""
""
0.43970248
0.43573156
""
""
0.3802571
""
""
0.4967474
0.47042412
""
0.38947326
0.46803215
""
