kfr_native_natam_pooled_p50
0.33129647
""
""
0.30232123
""
""
0.34002617
""
""
""
0.43006796
0.40825319
""
""
""
""
0.57843029
""
""
0.419227
0.31835568
0.41835141
0.42713279
""
0.46182466
0.43098196
0.38628531
0.39716494
0.36648461
""
""
""
0.4209674
0.40985897
0.41513383
0.4252381
""
""
""
""
0.33003834
""
""
""
""
""
0.43552211
0.53557497
0.45094183
0.46132407
0.50424302
0.44032004
""
""
""
0.45795122
""
0.6141004
""
""
""
0.34990382
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37596798
""
""
""
""
0.40992853
""
""
0.6049332
0.51859164
0.51520342
""
""
""
""
""
""
""
""
0.32714731
0.40146211
0.38093185
0.43978238
0.60135812
0.54658741
0.33739269
0.39093703
0.36331573
0.46275988
""
""
""
0.40254042
0.35366112
""
0.45226136
0.40432185
0.38160244
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39281037
""
""
""
""
""
0.43895394
""
""
""
0.45100766
""
""
""
""
""
0.49661699
0.33746505
""
""
""
0.48866019
""
""
0.39174956
0.43381312
0.4494499
""
""
""
""
""
0.38362801
0.38703918
""
0.41259733
0.47308818
0.33267501
0.4550164
0.42291838
0.3754043
0.4221915
0.49985105
0.3798528
0.4955686
""
0.40475929
0.41465697
0.41232085
0.33050528
0.5313108
""
0.37608895
""
""
0.40080824
""
""
""
""
""
""
0.32169074
""
""
""
""
""
0.34238276
""
0.37403414
0.47313997
""
""
""
0.44698581
0.42563018
""
""
0.35406765
""
0.30298796
""
""
0.34173214
0.35359186
""
0.43122292
""
""
""
""
""
""
0.39195558
""
""
""
0.50286931
0.48958194
0.35385233
""
""
""
""
""
""
""
""
""
""
""
""
0.46850795
""
""
""
0.36589128
""
""
0.40842474
""
0.40833619
""
0.49329904
0.34724817
""
0.36968631
""
0.40799668
""
0.49444827
0.41091546
0.4480294
0.29249117
0.41552019
""
0.34377933
0.36399934
0.43037617
0.4559516
""
""
0.3555364
0.32979617
0.44854817
0.46091294
0.40533158
""
""
0.36549997
""
""
0.46440977
0.44630334
""
""
0.43962505
""
0.3794595
0.39084661
""
0.49990118
0.36256742
0.3251743
""
0.2536352
0.42993733
""
0.36386186
0.36791328
0.41977373
0.349491
0.43771583
""
""
""
0.32991537
""
""
""
""
""
""
0.42790163
0.39221865
0.38507664
0.35590336
0.4135178
0.40764886
""
0.39671728
""
""
""
""
""
""
""
0.28880063
""
0.42514735
0.37233296
0.37059242
""
0.44066992
0.42769417
""
""
0.45265022
""
""
""
0.46207166
""
""
""
0.53795975
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40413252
""
""
""
""
""
""
""
""
""
0.36063686
""
""
""
0.26209188
""
0.40334308
0.20320112
""
""
""
""
""
""
0.42233336
""
0.32259974
""
""
0.51150256
0.65341914
0.36150524
""
0.35492727
""
""
0.33477351
0.27147156
0.33966115
0.40070128
0.33381638
""
""
0.37929925
0.38460073
""
""
""
0.40574348
""
""
""
""
0.42130065
0.43315259
""
""
0.24836551
0.34596404
""
0.31649175
""
0.39213553
""
""
""
""
""
""
""
0.40964961
""
""
""
0.29540873
0.29482272
""
""
0.34564143
0.42158738
0.38548398
""
0.39584139
""
""
""
""
""
0.41423383
0.23573706
0.29329085
""
""
0.389402
""
""
""
""
""
""
0.44669279
""
""
0.41433719
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51607287
0.38720584
""
""
""
""
""
""
""
""
""
""
""
""
0.40320191
""
0.41745237
0.41580388
0.41056836
""
0.43242088
""
""
0.49770898
""
0.42494813
0.38148344
""
""
""
0.29394406
""
0.35153908
0.45622891
0.49123797
""
0.5543741
0.49936542
0.47619644
0.44314411
0.44955987
0.48970419
0.47192407
""
0.47103733
0.51571673
0.42166281
""
""
""
""
""
""
0.43427464
""
""
0.46688804
0.52640659
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47351205
""
0.48586345
""
""
""
0.63989222
""
""
""
""
""
""
""
0.60755855
""
0.54189247
0.48470223
0.40320134
""
""
""
""
""
""
""
""
""
""
""
0.44970226
""
""
0.50388795
""
""
""
""
""
0.473683
""
0.46636528
0.47925535
0.43266499
0.46528834
0.45571169
0.5550915
0.48542368
0.48188025
0.49898219
""
0.52751803
0.55608821
0.4660185
0.46021211
0.54922342
0.48007196
""
0.46886459
0.33441669
0.36987096
""
""
0.29459175
0.28424841
0.28778481
0.30804649
0.34282234
0.39432779
0.33192292
0.25538737
0.32171187
0.40641856
0.34031513
0.36136419
0.42319727
0.51196265
""
""
""
0.38322496
0.38488647
""
""
0.28376654
0.35637128
""
""
0.43815646
0.2667335
""
""
""
0.39240664
0.43520489
0.44703284
""
""
""
0.34263989
""
""
""
0.33774099
""
""
""
0.36091271
0.23083225
0.34690696
0.32432747
0.34651875
0.42535627
""
0.3966651
0.40747771
0.38362196
0.35779068
""
""
0.45980033
0.44719416
""
""
0.43051291
""
""
""
""
0.4157016
0.42395926
0.46059605
0.39143974
""
""
""
0.44700047
""
0.46021149
0.4639014
""
""
0.401151
0.37708163
0.42775145
0.3203418
0.43885863
0.36840472
0.43382689
0.44313738
0.4093928
0.41439211
0.39663652
0.42024392
""
""
0.36352903
0.39409447
0.4267486
0.40404245
""
0.40304393
0.46894029
0.27800968
0.41682345
0.43054262
0.34592119
""
""
0.55929172
0.42305681
0.41574562
0.41299242
0.4310008
0.37823787
0.39769015
0.34594858
0.31395704
0.38377216
""
""
0.34919208
""
""
""
0.3438777
0.32898346
0.4003635
