work_26_black_male_p75_se
0.030594699
0.061988983
0.25782153
0.019987023
0.013683043
0.035980318
0.0088962195
0.081860252
0.27351287
0.016404372
0.01701019
0.0076838289
0.2696327
0.047952674
0.020889012
""
""
0.029756175
""
0.033351317
0.012040949
0.0094998553
0.017525114
0.016635813
0.0078856945
0.03843163
0.017466892
0.011521992
0.0068580802
0.027468458
0.02090711
0.022338388
0.0066405693
0.0083851935
0.01976691
0.015721099
0.027962118
0.023324184
0.048643291
0.045826778
0.0098547647
0.025118509
0.040910415
0.1513675
0.029137185
0.025622636
0.0065824157
0.020537172
0.0083468854
0.021923644
0.012261725
0.012441609
0.017411439
0.088225856
0.052320555
0.01105393
0.033017278
0.089496091
0.065866023
0.016793193
0.027869768
0.010604382
0.047388647
0.055006586
0.11625111
0.080079317
""
0.13186644
0.08408127
0.12831597
0.033123612
0.023086157
0.023072194
0.020894494
0.035871044
0.06413243
0.023244798
0.03661659
0.036758456
0.0065748389
0.025339924
0.041812744
0.10699296
0.031898946
0.009146098
0.043859493
0.057676457
0.018086439
0.01219133
0.033234876
0.030455966
0.052507445
0.14695866
0.017003199
0.091352597
""
0.041975956
0.023696512
0.0088414643
0.016902337
0.020664524
0.0053865719
0.010249663
0.0231518
0.017371839
0.0086980592
0.018835504
0.0082161864
0.033616628
0.027192665
0.022054456
0.013707891
0.0077200234
0.028612701
0.0095205726
0.010684985
0.0088165309
0.046299789
0.057095964
0.031160533
0.019018278
0.038537696
0.027606977
0.018800924
0.035965387
0.011696705
0.010886949
0.042039353
0.028452218
0.02962064
0.0039547682
0.026152587
0.020328445
0.041416019
0.037907813
0.028735444
0.014221956
0.0117552
0.033782065
0.0223503
0.013851409
0.030115589
0.055926733
0.044104468
0.015951023
0.038025267
0.018880755
0.021194685
0.024760343
0.025818586
0.065404415
0.0077367835
0.015850998
0.029782722
0.013321712
0.011846621
0.024022209
0.012166128
0.052575618
0.057930715
0.14751454
0.20547034
0.013831029
0.0050873272
0.042219095
0.0035504713
0.069466271
""
""
0.035083603
0.0048593231
0.017696762
0.14028746
0.021666063
0.078713074
0.13020997
0.019768575
0.015510924
0.11774026
""
0.13880618
0.12375927
0.011359021
0.067758523
0.050208669
0.0086313756
0.090663701
0.11998571
0.018284326
0.11078984
0.054762907
0.022998681
0.010511436
0.12863661
0.073368669
0.05303235
0.03202907
0.027981248
0.014878247
0.066665448
0.015626578
0.034590531
0.080938727
0.042574581
