hs_asian_female_p25
""
""
""
0.83962101
0.97174895
""
0.81385893
""
""
0.72487992
0.83527124
0.76568818
""
0.68272221
0.77584404
""
""
0.92779058
""
""
1.0228262
0.88669986
""
""
0.90433145
""
0.91089565
0.97492039
0.91957027
""
""
""
0.87631667
0.87794387
""
0.91516113
""
""
""
""
1.005203
""
""
""
""
""
0.89609528
0.83734131
0.87625486
""
0.8757146
0.76247114
""
""
""
0.9918592
""
""
""
""
""
0.98739433
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.81611896
""
""
""
""
0.81912673
""
""
0.92703682
0.66638535
""
""
""
""
0.95122695
""
""
""
""
0.84259826
0.84148121
0.87288213
0.90091306
0.86220646
0.90131348
0.84697068
0.90773231
0.79912609
0.81462163
""
0.86901796
0.86191618
""
0.85990024
""
0.98015559
0.82122773
0.83836055
""
""
""
""
""
""
""
""
0.91747898
0.89740855
""
""
""
0.85684329
""
0.95514768
""
0.95558226
""
0.56316638
0.71142024
""
""
0.95675343
0.90910715
""
""
""
""
""
""
""
""
""
0.89673108
1.0211753
""
0.84505206
0.86864007
""
0.77258319
""
""
""
""
0.90424937
0.94307435
""
0.90116394
""
""
""
""
0.89479244
0.87326074
""
0.92117608
""
""
0.77791381
0.89702886
""
""
""
""
0.79821622
""
""
0.88305461
""
""
0.92342323
""
""
1.0230441
0.84919786
""
""
""
""
""
0.79437935
""
0.92741299
0.80890709
""
""
""
0.74314106
0.84198737
""
""
0.95690811
""
0.95368862
""
""
0.99941921
0.88810998
1.0187742
0.9486236
""
""
""
""
""
""
0.92243522
0.86268991
0.93423986
""
0.89559942
0.84203732
0.81767732
0.92269558
""
0.85640711
""
""
""
1.0696672
""
""
""
""
""
0.93453711
""
""
0.59455454
0.90450263
""
0.81898069
0.85753322
0.91240436
""
""
""
""
""
0.8672151
""
0.84490979
""
0.87091267
0.86921769
0.88888425
0.86201274
0.90301323
0.9069972
0.91712433
0.88083333
0.92421448
0.92648447
""
""
""
""
""
0.95363098
0.76934952
""
1.0025609
0.83277422
""
""
0.91425091
0.87272739
""
0.83231676
0.83818275
0.92615694
""
""
""
""
""
""
""
""
""
0.82072121
0.78560358
0.86120689
""
""
0.91107172
""
""
""
""
0.79549712
""
0.88593519
0.66325533
""
0.8195169
0.87104303
0.82104522
""
0.91472602
0.940911
0.89077234
""
0.87286168
""
""
""
""
0.89290953
0.91821134
""
1.0125613
""
0.87780869
0.79125214
0.82362276
""
0.92380846
0.85546231
""
""
0.89745271
""
""
0.88116992
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.733271
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8454901
""
""
""
""
0.85992175
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.88941497
""
0.82999414
""
""
0.75741071
""
""
""
""
""
""
0.9748311
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.083633475
0.8456009
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93430495
0.84908569
""
""
""
""
""
""
0.88933069
""
""
""
""
0.87202853
""
0.98931855
""
""
""
""
0.82438278
""
0.86539173
""
0.90276384
""
""
""
0.95581985
""
""
""
""
""
""
""
""
""
""
0.86296296
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.91587681
""
0.84642971
""
""
""
0.80876434
""
""
""
""
""
""
0.86808121
0.80493242
0.96029675
0.82746732
0.89618802
0.8689487
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.95731258
""
""
""
""
""
""
""
0.96369123
0.9173336
0.91498661
""
""
""
""
0.93367761
""
""
""
""
""
0.83012676
""
""
""
""
""
0.89428842
""
""
""
""
""
""
""
""
""
""
""
""
0.8335954
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.90778565
0.91177231
0.87511486
""
""
""
""
""
0.87202984
""
0.87283164
""
0.82193696
""
""
""
""
""
""
1.0029073
""
""
0.75831121
""
""
""
""
""
""
""
0.81354487
0.90983385
""
""
""
""
""
""
""
""
""
""
""
0.76313269
""
""
""
""
0.90995443
0.88639081
0.88648695
0.87368405
0.90994471
0.92966902
""
""
""
0.95252436
0.87240332
0.93166375
0.9084233
""
""
0.9188115
0.83849204
0.89886498
0.93786687
""
""
""
""
1.0030047
""
0.79962605
0.90238667
""
0.78077906
""
0.83725566
0.84330636
""
""
""
""
""
""
0.75383878
""
0.87861043
