wgflx_rk_other_pooled_n
25.0
""
""
42.0
29.0
""
66.0
""
""
""
""
96.0
""
""
""
""
""
""
""
""
31.0
106.0
21.0
""
105.0
""
22.0
55.0
192.0
""
""
""
101.0
96.0
""
40.0
""
""
""
""
21.0
""
""
""
""
""
131.0
""
40.0
""
32.0
29.0
""
""
""
43.0
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
""
88.0
""
""
46.0
50.0
21.0
""
""
""
29.0
""
""
""
22.0
218.0
27.0
59.0
244.0
111.0
32.0
57.0
154.0
29.0
107.0
""
20.0
""
""
49.0
""
55.0
33.0
50.0
""
""
""
""
""
""
22.0
""
35.0
24.0
""
""
""
269.0
""
""
""
""
""
30.0
46.0
""
""
24.0
32.0
""
""
""
""
32.0
""
""
""
""
52.0
""
""
107.0
30.0
""
23.0
""
""
""
""
25.0
256.0
""
743.0
25.0
""
20.0
32.0
493.0
61.0
21.0
64.0
""
""
63.0
133.0
""
""
""
""
113.0
""
""
118.0
""
""
41.0
""
""
40.0
84.0
""
""
""
""
20.0
78.0
""
68.0
31.0
""
""
""
54.0
117.0
""
""
""
""
32.0
""
""
47.0
47.0
64.0
211.0
""
""
""
""
""
""
139.0
22.0
20.0
29.0
184.0
56.0
52.0
32.0
""
""
""
""
""
""
""
""
21.0
""
""
37.0
""
""
24.0
82.0
""
29.0
166.0
37.0
""
""
23.0
""
""
81.0
""
40.0
""
49.0
95.0
93.0
79.0
1035.0
101.0
465.0
440.0
44.0
50.0
""
""
28.0
""
""
67.0
20.0
""
24.0
165.0
""
""
420.0
92.0
""
51.0
280.0
""
""
""
""
""
""
""
""
""
""
""
28.0
373.0
""
34.0
23.0
""
""
""
""
22.0
""
""
""
""
""
49.0
27.0
""
32.0
25.0
""
""
66.0
""
""
""
21.0
33.0
""
""
43.0
""
48.0
42.0
131.0
""
624.0
50.0
""
""
186.0
""
""
22.0
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
35.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
97.0
""
""
""
""
""
""
160.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
298.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
59.0
69.0
""
""
""
""
44.0
""
187.0
""
""
""
""
32.0
""
40.0
""
57.0
""
""
113.0
107.0
72.0
25.0
364.0
42.0
""
23.0
82.0
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
120.0
""
143.0
""
""
""
20.0
""
""
""
""
""
""
""
27.0
""
""
310.0
23.0
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
23.0
""
88.0
166.0
265.0
""
20.0
""
""
65.0
""
""
43.0
""
30.0
306.0
44.0
22.0
""
27.0
""
156.0
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
27.0
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
28.0
""
""
""
""
""
1716.0
83.0
228.0
""
25.0
""
""
""
122.0
""
373.0
""
111.0
28.0
""
""
31.0
""
20.0
264.0
""
""
58.0
""
""
""
""
""
""
""
60.0
209.0
""
31.0
""
""
""
""
""
""
28.0
""
""
41.0
32.0
35.0
""
28.0
131.0
93.0
163.0
94.0
596.0
494.0
""
""
""
75.0
107.0
1116.0
308.0
""
""
573.0
""
98.0
2269.0
""
""
""
""
89.0
""
42.0
343.0
""
146.0
""
34.0
47.0
""
""
23.0
""
""
""
28.0
""
961.0
