staytract_white_male_p100
0.015590419
0.00016464079
0.091733336
0.11490369
0.1420182
0.067697495
0.64645463
0.24581729
0.24010861
0.17957336
0.41283894
-0.05227625
0.10063134
0.24240555
0.18638392
0.31052333
0.1817712
-0.3677589
0.11739516
0.21003284
0.19004966
0.04001718
0.14062773
0.069344282
0.26796275
0.56883007
0.23124033
0.40896437
0.24101253
-0.0049974993
0.1949434
0.27034062
0.38116252
0.02850176
0.2789793
0.14386733
0.29967237
0.28965241
0.42467731
0.21084985
0.21413885
0.36211053
0.26577947
0.14591689
0.16172722
-0.29299799
0.29714665
-0.069930702
0.19494019
0.21409118
0.29086974
0.076052904
1.0426431
0.27317056
0.12880772
0.42196861
0.26875851
0.13631849
0.29005769
0.41775253
0.86817443
0.18167311
0.3692328
0.27149174
0.28345725
""
0.2852903
1.2840766
0.19075353
0.32652965
0.26783839
0.13681659
-0.011794291
0.42139202
0.095667951
-0.098568343
-0.83738726
0.018825082
0.35447061
-0.46621683
-0.42465514
-1.3238406
0.11467498
-0.05708326
0.13379216
0.2373147
0.33220398
0.28548232
0.26626474
0.4608134
0.48401988
0.055970099
0.074937992
0.17280801
0.27323964
0.23598811
1.58155
0.34590623
0.46243602
0.96662939
0.50775802
0.32190582
0.049070355
0.024325019
0.55938607
""
0.62795502
-0.056383081
0.72918618
0.015233791
0.32557368
0.69234651
0.34307766
0.016196422
0.32528448
-0.57444334
-0.021554705
0.072302721
-0.20890251
0.23521866
-0.38756791
0.44335541
0.30659959
0.015270151
0.47936806
0.21700513
0.26422328
0.25325131
-0.1443446
0.27882922
""
0.20422147
0.7900117
0.44125354
-0.076164037
0.058389429
0.12656809
1.7616742
0.16997986
0.13802539
0.12919843
0.92003953
-0.001372468
0.31886774
0.34362006
-0.2591618
0.17012712
0.23063673
0.28475443
0.41289553
-0.17068911
-0.50035018
0.8702091
0.37761605
0.077224404
0.19868141
0.90772587
-0.2392133
0.11902543
0.31462601
0.37407532
0.56211686
0.18584
0.065095104
0.65378547
0.43752339
0.04572488
0.78103405
0.091994911
0.07784339
0.067467183
0.23932323
0.20605595
0.066175111
0.40580174
0.0040513664
-0.24637282
0.22200488
0.15862323
-0.10415347
0.2664828
0.27248845
0.8480202
0.27053532
-0.65171695
0.29073671
-0.15705585
0.20247172
0.44543412
0.074348547
0.11919944
-0.0031015095
0.26987398
-0.022376847
0.28335464
-0.3954832
0.69790858
0.1002379
1.1170586
0.45658073
-0.22109348
0.63665855
-0.12229577
0.22745167
0.16074462
-0.32579294
1.0394737
0.25890908
0.10285796
0.43179527
0.045143425
