hs_white_male_mean
0.85202694
0.85458827
0.83110356
0.85465688
0.85311872
0.87175214
0.83230299
0.79161716
0.85464811
0.83723903
0.80796349
0.85964018
0.81949019
0.82711345
0.81044638
0.8333497
0.81620145
0.85257727
0.81795913
0.78651005
0.84386241
0.84988433
0.84382159
0.83437884
0.86683238
0.81542999
0.83032602
0.85126197
0.86684048
0.8614732
0.86240727
0.89854795
0.88687652
0.88638771
0.86061239
0.81783557
0.77329099
0.82110584
0.87462169
0.81128174
0.8384524
0.79597312
0.8325206
0.78830689
0.83484322
0.84036291
0.85079229
0.79538566
0.85290915
0.82370198
0.83047909
0.8227573
0.80766064
0.80740774
0.89278007
0.84119421
0.86997944
0.80369753
0.87441587
0.84172243
0.86488277
0.87297338
0.88004583
0.84262884
0.80464858
0.81634641
0.79881942
0.82259202
0.83956999
0.82630777
0.80787367
0.77706438
0.81604409
0.86943811
0.84199536
0.85709721
0.80428874
0.77907658
0.74014401
0.8505187
0.84767175
0.83619672
0.81525564
0.8614496
0.8483817
0.82694596
0.84514052
0.84031934
0.83264184
0.79868257
0.83821654
0.81311744
0.88074416
0.82359499
0.80087328
0.74038881
0.84591383
0.76252693
0.83619708
0.79554999
0.8353827
0.87731272
0.85044587
0.84820074
0.82890242
0.84995061
0.84598601
0.82391912
0.80781698
0.82194871
0.84629941
0.85323298
0.86681151
0.81155294
0.84513438
0.82968956
0.8295297
0.78788555
0.8174988
0.83712238
0.82376403
0.79384184
0.79301208
0.81940466
0.83785957
0.87311286
0.84213001
0.83264261
0.77044797
0.81324506
0.86711317
0.78509551
0.84052628
0.80246639
0.79397649
0.79504228
0.79127336
0.8353337
0.77901453
0.87311262
0.87356609
0.83159465
0.80438113
0.81813371
0.83444291
0.83341599
0.8650341
0.82537782
0.83424002
0.8561182
0.81120604
0.84298754
0.82871109
0.84856266
0.84652507
0.83902693
0.80480087
0.86291379
0.81174147
0.87154144
0.88303125
0.85746884
0.89182198
0.90226072
0.9064784
0.91775131
0.87522638
0.85632479
0.83255833
0.85106558
0.8778621
0.8675614
0.82663661
0.85419708
0.8153773
0.85728937
0.85485673
0.86198545
0.8270691
0.86069638
0.82177162
0.82587212
0.84820139
0.82125783
0.82505542
0.86682284
0.81735051
0.84159493
0.83869094
0.83092898
0.82272542
0.820467
0.85245687
0.81491458
0.86864901
0.87084132
0.87243706
0.88037372
0.87861788
0.8451972
0.83811408
0.75856423
0.8099134
0.84808069
0.83494431
0.86509585
0.86304384
0.83148539
0.83279669
0.86166358
0.82068455
0.87028366
0.87830436
0.8278932
0.88417691
0.8353501
0.86831146
0.87710404
0.86394215
0.84358102
0.89792955
0.89514661
0.83287078
0.8304764
0.85897124
0.84502518
0.88105601
0.89176178
0.90473169
0.86480159
0.85121238
0.89084482
0.83192617
0.88385767
0.86917841
0.86309904
0.87621838
0.8663314
0.8082425
0.80554205
0.86054844
0.85045129
0.86152154
0.8478353
0.89913142
0.8350932
0.85733086
0.87288666
0.84774423
0.86195564
0.90100855
0.85919839
0.86767489
0.92561251
0.85393053
0.85717946
0.81771797
0.88780415
0.83420449
0.89097613
0.83208591
0.89892447
0.84240115
0.86045343
0.88907534
0.93031633
0.91504633
0.92824346
0.90668964
0.879852
0.84084713
0.88176274
0.8047843
0.84913021
0.88731879
0.87095064
0.85944051
0.87114614
0.8315441
0.8360191
0.88847822
0.91193646
0.90629995
