kir_29_other_female_p1
0.31567481
0.30111524
0.41210476
0.26684877
0.32725972
0.38487962
0.30581602
0.21697731
0.10094165
0.33315271
0.30192366
0.35568169
0.29383332
0.32606328
0.34661263
""
0.30574992
0.28979337
0.2467064
0.38687477
0.28063911
0.36015558
0.34530231
0.44600102
0.35600498
0.28121415
0.38459468
0.31644335
0.38737491
0.39953873
0.47610506
0.38308764
0.38710201
0.38301778
0.33319113
0.29995176
0.42400855
0.37102342
""
""
0.36005902
0.3931163
""
""
0.41925213
0.1978478
0.38175273
0.3155587
0.31983873
0.42990255
0.36095414
0.28838313
0.33399135
""
""
0.34940416
0.42824489
0.32008708
""
0.25261146
0.35388565
0.35143724
""
0.32426557
0.31473419
0.32103354
""
""
0.40888476
0.34133312
0.47249386
0.27545455
0.32924998
0.30021101
0.21153793
""
0.20352474
0.26195359
0.22776648
0.33831492
0.36500835
0.28431284
0.23957568
0.30746916
0.32523784
0.243485
0.32504591
0.34561804
0.30202532
0.3167344
0.30438256
0.22532804
0.18633795
0.26090959
0.2913793
0.23673066
0.225866
0.32870698
0.37493217
0.36913693
0.40688998
0.40402839
0.39814082
0.33149242
0.37737429
0.39163429
0.33944565
0.34682429
0.36722857
0.25660551
0.30724329
0.41937354
0.2907275
0.25353277
0.37114534
0.34724805
0.35286614
0.34993932
""
""
0.2539182
0.25822669
0.37325913
0.35762137
0.38747102
0.34246224
0.34422126
0.36678052
0.39601138
0.36713287
0.36826035
0.32775146
0.3998009
0.39018178
0.30827069
0.32244122
0.30979267
0.3736572
0.36378419
0.44468123
0.31837127
0.31540674
""
0.30977795
0.3609322
""
0.29283291
0.50223106
0.36181378
0.33126694
0.34984711
0.30725017
0.29443225
0.4673377
0.36483407
0.31489947
0.32821691
0.33751944
0.13702297
0.21247612
""
""
0.49303085
0.39943674
0.49899769
0.47112304
0.3013956
0.26167864
0.32673997
0.31947547
0.33563974
0.35088024
0.18610199
0.29938194
0.25641233
0.40894583
0.27168334
0.30708545
0.32473594
0.35397029
0.40880927
0.31186286
0.33243352
0.2314136
0.29108092
0.33575442
0.13550031
0.33518958
0.33195314
""
0.36082137
0.36147127
0.31271881
0.28280261
0.25957093
0.29260516
0.34227896
0.2772938
0.28782988
0.29736996
0.3068521
0.3616921
0.22226876
0.31965289
0.33768806
0.2959024
0.35072944
0.34589204
0.24297455
0.24878702
0.34950957
0.33498174
""
0.10934696
0.31457403
0.31324172
0.33009002
0.34994131
0.28984943
0.16104001
0.38693362
0.36887541
0.18335088
0.23659217
0.32319954
0.28873578
0.34787241
0.38921961
0.3511034
0.31834036
0.33054769
0.24349326
""
0.35205752
