kir_stycz_white_pooled_n
28940.0
12156.0
2741.0
35989.0
16721.0
2542.0
35758.0
3709.0
2447.0
13871.0
17325.0
50623.0
2193.0
6381.0
15748.0
1622.0
1220.0
15379.0
2092.0
1966.0
17852.0
15148.0
12423.0
4894.0
42747.0
1125.0
5851.0
15907.0
38258.0
3074.0
3751.0
8658.0
34939.0
17199.0
2060.0
20816.0
3848.0
5571.0
628.0
613.0
15698.0
2889.0
1668.0
877.0
1678.0
1692.0
43111.0
13104.0
31803.0
7323.0
15466.0
25306.0
8945.0
474.0
824.0
16930.0
2215.0
764.0
713.0
4194.0
2584.0
26931.0
1117.0
3999.0
7064.0
5498.0
1678.0
3184.0
3909.0
5925.0
1686.0
2861.0
1880.0
7275.0
3426.0
2316.0
7507.0
6005.0
2316.0
34129.0
3198.0
8630.0
4792.0
8595.0
58856.0
6907.0
7087.0
9299.0
22306.0
14107.0
10595.0
4420.0
5009.0
23127.0
4689.0
1672.0
10176.0
19186.0
85334.0
21424.0
26515.0
52397.0
42572.0
22325.0
23915.0
54752.0
21262.0
49735.0
5147.0
13572.0
8987.0
6067.0
21641.0
1200.0
21282.0
37954.0
16810.0
841.0
909.0
949.0
7477.0
4321.0
2952.0
3402.0
2948.0
12190.0
12156.0
3446.0
1828.0
2078.0
106211.0
5082.0
6266.0
3331.0
11727.0
5021.0
19950.0
8325.0
1111.0
3389.0
12164.0
8284.0
964.0
1743.0
4182.0
873.0
8706.0
4773.0
2165.0
2156.0
6661.0
39656.0
7389.0
881.0
26863.0
22213.0
1904.0
10974.0
2684.0
7386.0
803.0
3041.0
10290.0
83084.0
1194.0
107327.0
5422.0
5229.0
1612.0
15603.0
211089.0
18219.0
6104.0
25554.0
5977.0
2415.0
22682.0
67894.0
7403.0
3649.0
4171.0
4776.0
59241.0
6843.0
5548.0
105862.0
2590.0
8485.0
24951.0
2029.0
4292.0
10114.0
58291.0
2649.0
4155.0
10190.0
13172.0
14031.0
40204.0
5006.0
29942.0
19557.0
6647.0
9618.0
19463.0
29940.0
73122.0
9104.0
13186.0
15227.0
