lpov_nbh_hisp_female_mean
0.29822412
0.25771394
""
0.49124753
0.35487998
0.09510272
0.32905188
0.16333339
0.18576932
0.32171002
0.31834355
0.4271118
0.51269603
0.18921757
0.33718187
0.28292263
0.2454074
0.38779902
0.30542138
0.19933487
0.37616006
0.32550195
0.30786142
0.29536688
0.41191706
0.18743826
0.24582133
0.37987459
0.55601817
0.18892835
0.27517167
0.42284769
0.53442788
0.56855631
0.2810652
0.36252028
0.19695321
0.23873687
""
0.19818419
0.35747951
0.24320953
""
""
0.2190697
0.18903817
0.44647342
0.32016236
0.48898596
0.28975907
0.38069808
0.33464804
0.30460912
""
""
0.38375169
0.13606337
0.17502031
0.37039852
0.22046356
0.28782946
0.31370175
0.24084987
0.14993918
0.078350596
0.3336955
""
""
0.11802386
0.18912487
0.32236651
0.18235946
0.21175304
0.27828741
0.14387542
0.15239668
0.20453773
0.16007507
0.11633432
0.45264125
0.29904696
0.38930732
0.29644606
0.38636023
0.44039363
0.31939474
0.30894685
0.37025473
0.44276533
0.22476113
0.22773692
0.12412145
0.18338646
0.42120117
0.17999756
0.21902248
0.26060984
0.16662006
0.42469233
0.34065145
0.39620835
0.43393266
0.41204882
0.3732422
0.4772476
0.44301528
0.39782277
0.50154853
0.19749297
0.32770407
0.36296552
0.3539739
0.43472785
0.22350883
0.45730388
0.36617395
0.42597678
0.057928804
0.10437784
0.19378662
0.18981421
0.2170044
0.50172746
0.27146548
0.16605882
0.45357889
0.45833361
0.169265
0.29391453
0.19354138
0.46139187
0.34919262
0.32006758
0.084232718
0.314845
0.31285909
0.3776421
0.43934512
0.10144979
0.3093136
0.43395615
0.40632641
0.079890713
0.27127329
0.28800869
""
0.32440603
0.33128545
0.35310832
0.33930045
0.21419947
0.39038038
0.39139152
0.35047919
0.45059863
0.397874
0.30908081
0.39452076
0.069339044
0.33057332
""
""
0.66418529
0.61619085
0.44668451
0.66189343
0.44148469
0.37008047
0.23497464
0.30394584
0.46397957
0.31107718
0.2356807
0.32793832
0.24174203
0.27796534
0.30293992
0.36426839
0.48087025
0.4030256
0.42605308
0.3399426
0.44123048
0.31798372
0.36219028
0.52309036
""
0.49424246
0.37019312
0.12153855
0.26431477
0.34226835
0.46440801
0.15033898
0.11631697
0.38491142
0.35312632
0.49410152
0.37285519
0.36780536
0.32443371
0.26969901
0.47731382
0.40842578
0.36555964
0.43016872
0.45558769
0.48488879
0.40537366
0.38360617
0.40059698
0.4313975
0.23933789
0.33969277
0.44594684
0.45591381
0.35702908
0.41947046
0.43558979
0.32509771
0.3505733
0.36221507
0.18412094
0.12871552
0.44832748
0.37531641
0.4082236
0.40289861
0.48911542
0.34334847
0.33619943
0.43221822
0.25900844
0.33778858
0.18728447
0.2337829
""
0.37483394
""
0.13509126
0.33135977
0.40892309
0.3459045
0.60117489
0.29344058
0.64833182
0.49091521
0.42592943
