kfr_imm_white_female_p75_se
0.046611071
0.086969949
""
0.037276555
0.031708855
""
0.032476746
""
""
0.040228393
0.043434564
0.017576285
""
""
0.050951894
""
""
0.039511923
""
""
0.045255344
0.027910681
0.038715601
0.089803092
0.015370862
""
0.050995309
0.037283361
0.015529754
""
""
0.048552915
0.018527148
0.022257227
""
0.040233914
""
0.10156076
""
""
0.041147754
""
""
""
""
""
0.020780034
0.064298175
0.028317694
0.068196081
0.037452333
0.036583833
0.083493724
""
""
0.037565798
""
""
""
""
""
0.027024915
""
0.095691592
""
""
""
""
""
""
""
""
""
0.058525059
""
""
0.099090435
""
""
0.025982283
""
0.057329837
""
""
0.020180933
0.091965765
0.058817208
0.039267957
0.027219137
0.066761993
0.091044977
""
""
0.037534103
""
""
0.074412897
0.056313492
0.014351545
0.034717776
0.023842018
0.0083226068
0.014559876
0.022564741
0.023447903
0.013713302
0.028378444
0.017783487
0.088900901
0.045626342
0.035984393
0.061134294
0.02747702
""
0.029517023
0.025382396
0.028456604
""
""
""
0.061407197
""
0.097343944
0.065593697
""
0.033124059
0.035056453
""
""
""
0.01033314
0.095141985
0.051318962
""
0.062033422
""
0.040610623
0.037090681
""
0.090190113
0.032662656
0.041806713
""
""
0.080604501
""
0.034527607
0.08467336
""
""
""
0.027396714
0.063644335
""
0.023792928
0.040804252
""
0.036624573
""
""
""
""
0.031420443
0.011103331
""
0.006460018
0.058923971
0.078493878
0.078438491
0.044382326
0.0061186687
0.032905072
0.063865967
0.031408116
0.056558799
""
0.028316075
0.018003356
0.054331712
0.087552704
0.074720852
0.083323605
0.019609628
0.097150162
""
0.016954096
""
""
0.033640567
""
""
0.048358317
0.022232216
""
""
""
0.057611153
0.050780036
0.024900064
""
0.028394932
0.039012298
0.055587631
0.055533547
0.053040527
0.03313924
0.019677443
0.084598847
0.054599844
0.043303899
0.059454232
0.040570278
""
""
0.022572033
0.030556649
0.030973541
0.0090557169
0.074128442
0.077537328
0.09299504
""
0.096852198
0.059223432
0.019630007
0.055534892
0.054140668
0.06142218
0.013530654
0.029227413
0.024043936
0.03735479
""
0.061970253
""
""
""
0.06375131
""
""
0.084126212
0.045507383
0.053405929
0.037264623
""
0.067411847
0.035835944
0.014667858
0.051858395
0.029205902
0.010729144
0.043089256
0.052586593
""
0.035752889
0.03911458
0.07357236
0.015320051
0.052739117
0.023654899
0.062156919
0.019433299
0.020111911
0.019915229
0.014884769
0.0031785781
0.011604549
0.0041626897
0.0072355806
0.023619266
0.032402761
0.045451742
""
0.037243761
0.059400097
0.043587185
0.025743753
0.024808634
0.053640898
0.03818227
0.0087115765
""
""
0.0062327734
0.01376804
0.050311889
0.016274769
0.006761774
0.0456113
""
""
""
""
0.086463496
""
""
""
0.060525462
0.06992849
0.039176859
0.010840981
""
0.056635559
0.036319438
""
""
""
0.080565855
0.05747861
""
0.044115972
0.051248915
0.064133689
0.039869744
0.027637407
0.045472901
""
0.037212219
0.049298875
0.046554305
0.063757919
0.024437038
0.042165346
""
0.082019657
0.045143984
0.036643423
0.067124195
""
0.03311887
""
0.029779527
0.024860805
0.013823521
0.060538635
0.0045063728
0.02363109
0.047294222
""
0.013235523
""
""
0.050095566
0.035637047
0.069459826
""
""
""
""
""
""
""
0.076539107
""
0.051072806
0.059178956
""
0.068177171
""
""
0.082680091
""
0.033683531
""
""
""
""
""
""
""
""
""
0.069457963
""
""
""
""
""
""
0.05419673
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036075827
""
""
""
""
""
""
0.075258456
0.089709073
""
0.05840737
0.043162879
""
""
""
0.049355425
0.1000701
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076765858
""
""
""
0.099677987
0.02719553
""
""
""
0.062568933
""
""
""
""
""
0.054955751
""
""
""
""
""
""
0.080460131
0.063722402
""
0.031460457
""
""
0.021113928
""
""
""
""
""
""
0.015405305
""
""
0.079459585
""
""
""
""
""
""
""
""
""
""
""
""
0.094971664
""
""
