stayhome_other_male_n
38.0
69.0
""
""
""
""
""
86.0
""
""
""
""
""
""
""
47.0
28.0
""
""
""
""
24.0
69.0
""
35.0
41.0
""
35.0
""
""
""
""
""
""
50.0
29.0
233.0
""
23.0
41.0
43.0
41.0
""
""
275.0
""
""
35.0
149.0
""
123.0
47.0
""
""
""
""
22.0
21.0
57.0
""
22.0
""
51.0
22.0
""
""
""
""
""
841.0
""
""
""
""
235.0
""
""
95.0
58.0
32.0
26.0
""
""
90.0
""
""
""
""
""
33.0
""
""
""
""
""
""
""
175.0
88.0
25.0
""
""
""
2357.0
134.0
48.0
677.0
78.0
""
84.0
88.0
""
""
21.0
130.0
24.0
""
""
""
""
""
""
""
""
""
""
31.0
44.0
21.0
""
""
""
""
32.0
""
""
51.0
""
""
""
""
""
20.0
""
""
33.0
""
""
""
""
""
""
""
36.0
""
""
25.0
23.0
""
""
""
""
""
""
""
""
""
""
25.0
""
230.0
""
""
42.0
""
""
122.0
""
""
""
21.0
""
125.0
28.0
""
""
3005.0
""
26.0
239.0
30.0
""
1933.0
23.0
196.0
732.0
21.0
145.0
51.0
""
710.0
171.0
47.0
27.0
9363.0
120.0
356.0
23.0
86.0
253.0
""
""
657.0
153.0
92.0
3275.0
384.0
""
1911.0
2595.0
58.0
2186.0
4106.0
1232.0
1029.0
267.0
1701.0
444.0
2846.0
283.0
189.0
""
47.0
1293.0
598.0
655.0
158.0
71.0
""
294.0
40.0
1001.0
251.0
127.0
370.0
""
742.0
""
""
""
206.0
49.0
""
""
""
""
""
""
""
""
507.0
""
176.0
""
""
1000.0
40.0
24.0
""
""
""
""
""
""
508.0
""
""
""
28.0
155.0
""
""
""
82.0
""
""
""
26.0
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
""
""
25.0
""
131.0
""
542.0
515.0
86.0
95.0
496.0
278.0
74.0
71.0
138.0
344.0
85.0
355.0
115.0
""
213.0
""
434.0
1271.0
""
95.0
51.0
195.0
92.0
20.0
""
""
704.0
331.0
41.0
""
""
""
""
""
""
""
""
63.0
44.0
746.0
""
51.0
""
""
""
115.0
211.0
139.0
""
""
""
130.0
134.0
54.0
1122.0
59.0
27.0
347.0
""
827.0
198.0
644.0
180.0
542.0
278.0
38.0
71.0
141.0
146.0
168.0
361.0
""
""
""
""
267.0
""
28.0
""
""
""
""
""
""
""
21.0
34.0
""
""
64.0
""
""
""
21.0
""
""
""
""
55.0
""
37.0
""
""
163.0
47.0
""
86.0
42.0
""
247.0
""
401.0
""
""
121.0
""
42.0
""
""
""
""
""
525.0
""
""
31.0
64.0
""
""
26.0
""
""
""
""
91.0
32.0
44.0
""
402.0
""
""
36.0
25.0
""
""
433.0
""
74.0
""
""
""
""
""
98.0
138.0
""
""
""
""
""
""
""
""
""
""
""
""
150.0
""
""
73.0
""
""
""
""
""
""
""
""
""
""
""
""
""
197.0
32.0
""
""
38.0
""
""
""
""
""
""
""
""
""
""
261.0
32.0
""
""
""
25.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
26.0
""
""
""
""
33.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
934.0
6298.0
396.0
1122.0
292.0
""
71.0
""
""
27.0
""
""
20.0
80.0
""
""
""
129.0
""
""
""
""
""
55.0
""
""
""
""
""
""
""
86.0
30.0
""
""
""
""
""
41.0
""
""
""
""
""
""
35.0
""
""
38.0
""
""
27.0
""
""
""
""
""
137.0
""
""
""
22.0
""
2757.0
""
""
53.0
""
""
733.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
34.0
""
20.0
20.0
""
""
276.0
60.0
44.0
28.0
527.0
49.0
""
26.0
""
""
""
141.0
91.0
70.0
""
145.0
""
""
""
""
""
""
""
""
23.0
""
34.0
134.0
""
""
""
""
""
""
""
""
107.0
238.0
""
109.0
""
""
""
""
33.0
50.0
""
39.0
""
""
""
""
""
29.0
358.0
""
186.0
""
""
273.0
38.0
""
""
27.0
""
""
""
60.0
""
""
""
""
""
""
""
54.0
""
105.0
""
42.0
""
""
""
""
39.0
""
115.0
37.0
""
61.0
""
56.0
""
""
""
""
""
""
54.0
""
38.0
""
274.0
63.0
""
67.0
630.0
22.0
""
27.0
64.0
""
27.0
""
25.0
""
""
""
""
""
""
87.0
""
""
21.0
""
""
""
192.0
""
""
""
""
""
""
""
70.0
""
""
83.0
""
59.0
""
""
26.0
""
45.0
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
27.0
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
59.0
""
""
""
24.0
119.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
235.0
45.0
""
""
""
134.0
""
""
36.0
""
""
""
""
""
22.0
""
""
""
""
""
85.0
""
""
""
""
20.0
""
""
""
""
59.0
""
""
24.0
""
""
""
""
""
""
44.0
30.0
""
""
""
101.0
""
""
""
""
24.0
35.0
""
117.0
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
387.0
""
""
""
25.0
""
105.0
""
""
""
24.0
20.0
""
""
""
34.0
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
82.0
""
""
""
59.0
""
483.0
22.0
180.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
178.0
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
24.0
""
""
""
39.0
""
""
""
""
58.0
""
""
""
""
""
34.0
""
""
""
165.0
""
""
26.0
""
""
""
""
""
""
""
""
""
189.0
""
""
""
32.0
""
""
26.0
""
396.0
24.0
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
32.0
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
20.0
""
25.0
""
""
""
""
109.0
133.0
110.0
""
""
""
""
""
""
222.0
""
""
""
""
""
41.0
""
""
297.0
""
114.0
37.0
""
""
21.0
""
""
31.0
280.0
61.0
27.0
""
80.0
""
""
""
33.0
""
""
""
31.0
27.0
""
28.0
144.0
27.0
""
64.0
""
24.0
109.0
""
""
""
""
""
""
69.0
37.0
155.0
""
""
69.0
""
""
29.0
70.0
""
38.0
23.0
""
""
91.0
25.0
557.0
539.0
64.0
""
91.0
42.0
155.0
""
159.0
""
224.0
320.0
""
1146.0
974.0
32.0
118.0
""
""
94.0
52.0
22.0
386.0
180.0
79.0
445.0
""
351.0
46.0
237.0
83.0
914.0
""
425.0
551.0
681.0
439.0
""
""
78.0
22.0
""
""
""
50.0
64.0
""
123.0
""
121.0
61.0
21.0
30.0
62.0
""
54.0
""
33.0
""
112.0
31.0
317.0
""
""
46.0
25.0
22.0
""
""
304.0
23.0
26.0
""
37.0
88.0
190.0
""
447.0
""
""
55.0
""
58.0
91.0
""
23.0
477.0
""
48.0
21.0
""
""
45.0
""
83.0
32.0
""
146.0
31.0
875.0
22.0
""
""
""
""
20.0
143.0
""
""
131.0
87.0
