hs_other_female_p25_se
0.085983321
0.12490872
""
0.046038676
0.10089746
""
0.052088149
""
""
0.16023615
0.0860954
0.046698183
""
""
0.081156753
""
""
0.089647859
""
""
0.081594177
0.047023684
0.068525508
""
0.047322109
""
0.029980237
0.073525168
0.034403719
""
""
0.069187239
0.035683107
0.049540378
""
0.045493171
""
0.069863543
""
""
0.091448091
""
""
""
""
""
0.043685634
0.10626023
0.073890328
0.064470477
0.06222368
0.077632956
0.039279081
""
""
0.069554463
""
""
""
0.090960681
""
0.058076251
""
""
""
""
""
""
""
""
""
""
""
0.1454117
""
""
""
""
""
0.050979659
""
""
""
0.077681042
0.048637129
""
""
0.045147445
0.056831513
0.086330965
""
""
""
0.081489138
""
""
""
0.10284926
0.029292591
0.083498679
0.066462696
0.022950606
0.043416563
0.076858528
0.054825965
0.029720087
0.081344634
0.035896756
""
0.08622241
0.085423574
0.10519215
0.037998423
""
0.057134278
0.086213395
0.0681931
""
""
""
0.12714514
""
""
0.036173753
""
0.068740144
0.067503609
""
""
""
0.024074212
""
""
""
0.071094975
""
0.082186781
0.062074821
""
""
0.12249041
0.084545232
""
""
""
""
0.03287942
""
""
""
""
0.056747139
""
""
0.041913994
0.074100323
""
0.02630656
""
""
""
""
0.022393493
0.029128373
""
0.016281543
0.042331286
""
0.11235692
0.10868669
0.022997938
0.049509399
0.030735726
0.066947348
0.13962986
""
0.055666998
0.041811407
0.15978783
0.07627558
""
""
0.042945139
0.13066158
""
0.042265069
""
""
0.06988395
""
""
0.053494416
0.03669263
""
""
0.11408206
0.13197906
0.1108109
0.055726338
""
0.055041309
0.10992998
""
0.08035212
0.027941521
0.074423328
0.045864698
""
0.16766377
0.033425108
0.079423092
0.062435165
""
""
0.09058059
0.057300862
0.071287528
0.027916547
0.039763208
0.06198734
""
0.11166754
0.10305223
""
0.038694758
0.056579929
0.10418171
0.091688842
0.023638314
0.068142556
0.055408824
0.097892269
""
0.12990481
""
""
""
0.087498069
""
""
0.033412043
""
0.099112935
0.043954801
""
0.078047141
0.0286534
0.05440205
""
0.095816255
0.031653192
0.10467955
0.1158608
""
0.03052911
0.10660693
""
0.046741959
0.046858806
0.061536748
0.10240683
0.050017111
0.045858275
0.051626023
0.055971462
0.01165543
0.05305877
0.014847695
0.01951047
0.069765367
0.074194618
""
""
0.082962267
""
""
0.05656869
0.027067607
0.12170655
0.094202846
0.031678289
""
""
0.024309726
0.047332086
""
0.068190157
0.026980124
0.036313932
""
""
""
""
""
""
""
""
""
""
0.091708012
0.024712652
""
0.051094919
0.11206915
""
""
""
""
0.11074632
""
""
0.090485841
""
0.10841138
0.064891972
0.093235433
0.040627509
0.0759454
0.10177836
0.10406774
""
0.050610963
0.045133103
""
""
0.12486537
0.063208416
0.043091945
0.1429957
0.075114012
""
0.070478708
0.087759733
0.040062331
0.1590078
0.018306419
0.053806275
0.067643955
""
0.035031851
""
""
0.11388686
0.048753954
0.13255349
""
""
""
""
""
0.18484385
""
0.13738766
""
0.13589358
0.12413016
""
0.12713301
""
""
0.13405429
""
0.089105964
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1799127
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.08638268
""
""
""
""
""
""
0.052735526
""
""
0.14968385
0.061593644
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.065230548
""
""
""
0.078842133
""
""
""
""
""
0.10271422
""
""
