hs_hisp_male_p25_se
0.069062874
0.14454578
""
0.076365359
0.064931832
""
0.04636563
""
""
0.089592494
0.079229482
0.038728967
""
0.1269224
0.072625741
""
""
0.087711386
""
""
0.073938221
0.035550561
0.099039234
0.11309192
0.037708979
""
0.065270737
0.054344203
0.033451781
0.13151251
""
0.088793218
0.046589207
0.049851086
""
0.053836185
""
0.13693208
""
""
0.080151394
""
""
""
""
""
0.026861209
0.087389164
0.068283178
0.15091152
0.077582754
0.077905983
0.10902907
""
""
0.067591183
""
""
""
0.12341025
""
0.057263814
""
""
""
""
""
""
""
""
""
""
""
0.11321218
""
""
0.13221416
""
""
0.044741362
0.11261504
0.12587795
""
0.13844401
0.046933807
""
0.063307546
0.049654435
0.075587437
0.094455145
0.11822615
""
""
0.085615337
""
""
0.10617096
0.046500079
0.014391162
0.02755571
0.034948397
0.0057982742
0.017472439
0.027347084
0.037304185
0.013500808
0.032607514
0.032241695
0.10434563
0.049744166
0.068736762
0.10792735
0.057517387
""
0.058880582
0.055001035
0.057714731
""
""
""
0.088979103
0.13584933
""
0.086664207
""
0.067695491
0.065070689
""
""
""
0.020707441
""
0.085277647
""
0.052522928
""
0.083163172
0.053384356
""
0.14292195
0.064709701
0.098348565
""
""
0.13293079
""
0.083080389
""
""
""
""
0.068227112
""
""
0.046181377
0.082101457
""
0.12399328
""
""
""
""
0.054605469
0.032244693
""
0.012516206
""
""
""
0.066317432
0.021541068
0.055949401
0.084481038
0.040984124
0.12980893
0.12348562
0.051064581
0.031677224
0.13063817
""
""
0.13796334
0.056253258
""
""
0.058105595
""
""
0.092423104
""
""
0.091701038
0.058569599
""
""
""
0.070024416
0.087097675
0.035318423
0.10376363
0.041069306
0.0499283
0.11177066
0.084424727
0.078339271
0.060771376
0.046471003
0.1470838
0.11168477
0.062056739
0.15766129
0.1004019
""
""
0.029776322
0.10895994
0.043543614
0.028381383
0.10318014
""
""
""
""
""
0.047834665
0.073700115
0.1972758
0.094460234
0.037169199
0.051668633
0.055832632
0.095725521
""
0.12011714
""
""
""
""
""
""
0.16028117
0.091059811
0.1409964
0.1062457
""
0.15590869
0.11798511
0.044738032
0.094235167
0.10840251
0.02704544
0.098229825
0.1216896
""
0.071764588
""
0.094614267
0.045277461
0.18715449
0.049704347
0.14668228
0.029414505
0.025272829
0.040374607
0.032093938
0.0046105064
0.033330753
0.0080292514
0.013693831
0.048213445
0.058884256
0.094973832
""
0.11829598
""
""
0.074319147
0.16218235
""
0.10811954
0.022835797
""
""
0.013661765
0.049407482
""
0.030854642
0.014859268
0.10009224
""
""
""
""
""
""
0.11092705
""
0.078009956
0.10669205
0.095645308
0.02885323
""
0.13329792
0.12193029
0.088745333
0.10433313
""
0.076484747
0.070304729
""
0.063772857
0.13301937
0.091563828
0.12624262
0.055981159
0.067437865
""
0.079587162
0.057546701
0.088050477
0.1490588
0.068919443
0.13473018
""
""
0.057891939
0.079262555
0.090930767
0.086174168
0.046371046
""
0.047495101
0.041567061
0.024197407
0.076168112
0.0069696577
0.043811012
0.077985898
""
0.040413179
""
0.11470117
0.10296637
0.10011678
""
""
""
""
""
""
""
0.12521087
""
""
0.13613127
0.092723586
""
0.064958602
""
0.1139603
0.1272186
""
0.08520174
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13884975
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.09210784
""
