kfr_natam_pooled_mean_se
""
0.031684451
""
""
""
""
""
0.033076242
""
""
""
""
""
""
""
0.051145732
0.060618009
""
""
""
""
0.048060048
0.051766064
""
0.032808397
0.049204879
0.028374167
""
""
""
0.067563944
""
""
""
0.046238627
0.027053801
0.021258019
""
0.051202927
0.015862754
0.068780415
0.047963124
""
""
0.016302096
""
""
0.037866574
0.016639523
""
0.025972899
0.029233823
""
""
""
""
""
""
0.043784544
""
""
""
0.036941301
""
0.030374153
""
""
0.034906507
0.031791091
0.0067986022
0.0077803
""
""
0.0205066
0.012440967
""
0.038918827
0.017383175
0.02146277
0.024479929
0.028203439
0.0086654006
0.027210025
0.022734227
0.012148415
0.017285895
0.013971447
""
0.019667337
0.023797529
""
0.035860103
0.036620542
0.050168056
""
0.01477974
0.0049455883
0.030589286
0.0051736422
0.011035773
0.011169247
""
0.021657048
0.0035202031
0.014424939
0.0044712098
0.0054837712
0.0089181606
""
0.020647395
0.019004747
""
""
0.042651601
0.015019855
0.056757733
""
""
0.044176184
""
""
""
""
""
""
""
""
0.022794195
""
""
""
""
""
0.052448835
""
""
0.034826539
""
""
""
""
""
""
""
""
0.051398136
0.035596114
""
""
""
""
""
0.0533875
0.042014193
""
""
0.069769762
0.064291187
""
""
""
""
""
""
""
""
""
0.036900274
0.05085576
""
0.024178451
""
""
0.039531298
0.057828922
""
0.018458869
0.056327734
""
""
""
""
0.017735476
0.053251695
""
""
0.012365765
0.052548867
0.044048909
0.018637393
0.044819109
0.045252815
0.015913067
0.025746781
0.029428741
0.011825338
0.03723691
0.012961975
0.027606016
0.019304426
0.013215909
0.02813044
0.031164438
0.034175523
0.0061424477
0.029159928
0.040568698
0.046753176
0.01737472
0.025389809
0.053958561
""
0.023731107
0.043487776
0.034435153
0.01126193
0.02062569
""
0.010699138
0.010564012
0.062722854
0.0098077627
0.0088129081
0.021803414
0.015231837
0.024602212
0.027697001
0.020273034
0.01286794
0.026031515
0.014924456
""
0.026046732
0.018683823
0.016522933
0.016427351
0.033694804
0.026168777
""
0.015232431
0.062404003
0.017577158
0.024672342
0.025308261
0.013542574
""
0.01816792
""
""
""
0.026280431
0.056961678
""
""
""
""
""
""
""
""
0.011069786
""
0.03643946
""
""
0.013548734
0.042036097
0.059354138
""
""
""
""
""
""
0.01563473
""
""
""
0.029622331
0.025625991
""
""
""
0.026925733
""
""
0.018294809
""
""
""
""
""
""
""
""
0.024873983
""
""
""
""
""
""
""
""
""
""
0.023963742
""
0.031170404
0.023308603
0.049222719
""
0.022858175
0.020022528
0.05605052
0.046995096
0.027717808
0.036152042
0.040867247
0.023386654
0.042854786
""
0.024654826
""
0.019931393
0.017099012
""
0.038939543
0.042024709
0.029504903
0.047466297
0.069963105
""
""
0.01624134
0.016507752
""
""
""
""
0.037369162
""
""
""
""
0.041850995
0.034761515
0.016744144
""
0.050026536
""
""
""
0.039544765
0.024724841
0.033250164
""
""
""
0.02730345
0.02655573
""
0.016769346
""
0.062767677
0.023947787
0.060186658
0.016177621
0.034843087
0.019860568
0.031371385
0.017196821
0.020508612
0.069078408
0.049499195
0.039199423
0.027504094
0.028216252
0.024248715
""
""
""
""
0.022880057
""
0.049583845
0.060612015
""
""
""
""
""
""
""
""
""
