has_mom_black_male_mean_se
0.018782603
0.015328805
0.018451953
0.040400397
0.03732013
0.023532897
0.019384399
0.011163846
0.016531451
0.052757621
0.03251927
0.025622591
0.017695578
0.05337071
0.067459084
0.01649268
0.016433381
0.026137084
0.040267024
0.027109003
0.031989608
0.05067211
0.0132402
0.012079869
0.069825336
0.017547488
0.019036068
0.01445521
0.038089454
0.055953003
0.028920952
0.022044653
0.02312606
0.024286795
0.010129509
0.042609636
0.003544678
0.051297572
0.018273639
0.022501884
0.012554988
0.019721279
0.021193536
0.016251808
0.0064570191
0.020555902
0.059660722
0.047460083
0.0051180334
0.023624165
0.0056353332
0.014296412
0.024360726
0.02125337
0.01768462
0.028703719
0.012587616
0.030280819
0.014648769
0.022936404
0.012373785
0.018513508
0.0082784761
0.028234543
0.027558099
0.024616264
""
""
""
0.0084329983
""
""
""
""
0.014146568
""
""
""
""
""
""
""
""
0.069214411
""
""
""
""
""
""
""
""
""
""
""
""
""
0.012143297
0.028646939
""
""
""
""
0.0044142688
0.032305192
-0.0039925557
0.0091296043
0.027636711
""
0.04295554
0.026729319
0.021772098
0.025031965
""
0.03970338
""
0.027804503
0.052682534
""
0.021178408
0.023251511
""
""
0.06376262
0.02185476
0.034842316
0.021916308
0.044607714
0.012090127
0.024655556
0.037881859
0.020044267
0.023649808
0.019836262
""
""
0.018244443
0.092192218
""
0.02468141
0.025856193
0.030884575
0.056695111
""
0.033536572
0.0082887635
""
0.034315705
""
0.021783106
0.035420284
0.034918252
""
0.024918817
""
""
0.015986253
0.01336923
0.030081199
""
0.029484855
""
0.01518562
""
0.016774882
""
0.036911346
""
0.031800158
0.06839858
0.0042513697
""
0.014826195
0.035966661
""
""
0.01743776
0.078005634
""
""
0.013621164
""
0.035246752
0.023694554
0.041981619
""
0.0035318476
""
""
0.026646031
""
""
0.0046460135
""
0.021682397
0.0074922401
""
0.051013604
0.034583695
""
0.0078904592
0.017493397
0.030852759
""
0.0019611199
0.021138098
0.017738786
""
0.070189267
0.013865096
""
""
0.014212552
0.032411229
""
0.0067412062
0.021635067
""
0.0047459374
0.0042081056
0.020099398
0.0036603559
0.003853248
0.0072083855
0.0074491785
0.020282278
0.0086793927
0.013175732
0.0064078309
0.030751491
0.03348304
""
0.10156999
0.0054233093
0.014698844
0.011248404
0.025737084
0.056272652
""
0.022726279
0.072497874
0.0096912133
0.02195459
0.029375965
0.012088479
""
0.0060879579
""
""
""
0.024630276
0.049738333
""
""
""
""
""
""
""
""
0.0059878742
""
0.022673195
""
""
0.0058089714
""
""
""
""
""
""
""
""
0.016202008
""
""
""
""
0.038399059
""
""
""
0.062601984
""
""
""
""
""
""
""
""
""
""
""
0.024257414
""
""
""
""
""
""
""
""
""
""
0.024166524
""
0.0049729729
0.004748866
0.029949171
0.016511811
0.0048342966
0.012484265
0.028817579
0.030560594
0.0084104547
0.004691883
0.010909176
0.0031545276
0.0083569949
0.031118222
0.011551829
