hours_wk_hisp_female_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.9120383
""
""
""
""
""
""
""
3.2780266
""
""
""
4.4034762
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.6771026
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.8227866
2.4581454
3.7042611
4.2731385
""
""
0.44125187
2.2118499
3.9994998
0.67700064
1.7429571
1.7703568
3.329941
1.2450145
""
""
""
2.6719913
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.9972758
""
""
""
""
""
""
""
""
""
""
""
3.4523423
""
""
""
0.67533648
""
""
2.2604184
""
4.3883624
0.89009792
""
3.2262123
0.59756583
""
3.2785528
0.94596851
""
0.71849966
1.466269
""
""
0.17342259
1.4011858
2.4930534
""
3.2275739
0.98944741
""
""
0.82792038
1.9268514
""
0.40548143
2.0153091
""
0.44915444
0.7546258
1.8366575
0.41117418
0.41866043
1.0359635
0.80291557
1.8605213
0.84964961
1.0017029
0.57988173
1.3307323
3.3057117
""
""
1.3242692
1.2299334
0.85468489
2.2686019
3.4334545
""
0.83180457
""
0.65569586
1.5437616
2.8372774
0.95377982
3.8493037
1.2348478
""
""
""
2.4735038
4.038075
""
""
""
""
""
""
""
""
0.82507432
""
2.6448061
""
""
1.3015941
""
""
""
""
""
""
""
""
1.2765392
""
""
""
4.3072481
2.1890576
4.2525601
""
""
2.6533759
""
""
""
""
3.0593116
3.6757791
""
""
""
""
""
1.2545549
""
""
""
""
""
""
""
""
""
""
1.479741
""
1.0730286
1.2023988
""
""
1.2995305
3.239296
""
""
""
1.9507734
3.7876775
1.7827077
3.7937233
""
""
""
1.9748367
0.68024313
""
3.2422075
""
4.392004
1.6666499
""
""
""
1.7292572
3.5932584
""
""
""
""
""
""
""
""
3.7813928
3.38341
3.5780396
0.86834925
""
2.9776163
""
""
""
3.4972391
1.5122998
3.7947111
""
""
""
2.1321096
2.7770877
3.2872388
0.3564193
3.1647692
""
4.0529861
3.2092159
0.84285241
1.4739107
0.93061531
2.3420269
1.6020733
1.5555331
""
3.9189973
2.4114704
""
2.3437345
1.7064704
""
""
""
""
1.7319237
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.7569654
""
""
""
""
""
3.5254977
""
2.0901251
""
""
""
""
""
""
""
""
""
""
2.0518942
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.234561
""
""
""
""
""
""
1.8570042
""
2.7708185
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.4399645
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.3357997
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.0805163
""
""
""
