grad_hisp_pooled_n
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
50.0
""
""
""
39.0
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
101.0
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
218.0
72.0
48.0
49.0
23.0
""
3241.0
123.0
40.0
1404.0
218.0
208.0
89.0
405.0
""
""
""
89.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
34.0
""
""
""
""
""
52.0
""
""
""
1370.0
""
21.0
155.0
26.0
34.0
849.0
""
69.0
1916.0
32.0
42.0
727.0
""
1435.0
310.0
""
20.0
21281.0
328.0
97.0
""
65.0
553.0
""
""
1010.0
185.0
31.0
3939.0
168.0
""
3350.0
1125.0
191.0
3913.0
3848.0
540.0
1054.0
214.0
829.0
621.0
2065.0
409.0
76.0
""
22.0
449.0
352.0
876.0
145.0
61.0
""
1051.0
30.0
1442.0
240.0
61.0
665.0
37.0
418.0
""
""
""
165.0
44.0
""
""
""
""
""
""
""
""
947.0
""
88.0
""
""
444.0
28.0
""
""
""
""
""
""
""
439.0
""
""
""
42.0
150.0
47.0
""
""
79.0
""
""
""
33.0
56.0
48.0
""
""
""
""
23.0
401.0
""
29.0
""
""
""
""
""
""
""
""
325.0
""
451.0
430.0
20.0
35.0
345.0
62.0
25.0
40.0
40.0
164.0
31.0
192.0
52.0
""
30.0
""
179.0
1401.0
""
37.0
23.0
40.0
183.0
""
""
""
191.0
54.0
22.0
""
""
""
""
""
""
22.0
51.0
64.0
50.0
898.0
""
40.0
""
""
""
85.0
224.0
53.0
""
""
""
100.0
93.0
49.0
4968.0
68.0
""
66.0
43.0
933.0
305.0
708.0
128.0
250.0
269.0
""
35.0
114.0
26.0
94.0
275.0
""
""
""
""
176.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
26.0
""
26.0
""
""
59.0
""
161.0
""
""
26.0
""
""
""
""
""
""
""
175.0
""
""
""
""
""
""
""
""
""
""
""
30.0
""
20.0
""
144.0
""
""
""
""
""
""
193.0
""
72.0
""
""
""
""
""
26.0
44.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
85.0
""
""
""
""
73.0
516.0
34.0
74.0
96.0
""
32.0
""
""
42.0
""
""
""
44.0
""
""
""
122.0
""
23.0
""
""
""
""
""
""
""
""
""
""
21.0
29.0
""
""
""
""
""
37.0
""
""
""
22.0
""
""
""
50.0
""
""
""
""
""
23.0
""
""
""
""
""
28.0
""
""
""
""
""
