kir_native_pooled_male_n
645.0
1470.0
352.0
190.0
662.0
69.0
291.0
1419.0
467.0
243.0
434.0
166.0
279.0
166.0
161.0
717.0
629.0
123.0
99.0
467.0
138.0
953.0
800.0
420.0
699.0
835.0
449.0
1164.0
230.0
306.0
362.0
151.0
158.0
224.0
2057.0
665.0
7060.0
156.0
988.0
467.0
992.0
671.0
157.0
244.0
2913.0
262.0
317.0
995.0
4206.0
213.0
2562.0
1432.0
108.0
259.0
353.0
221.0
574.0
757.0
1853.0
121.0
870.0
488.0
1648.0
693.0
168.0
146.0
276.0
""
""
3265.0
256.0
""
23.0
60.0
1196.0
""
36.0
455.0
582.0
162.0
140.0
134.0
25.0
685.0
131.0
95.0
114.0
22.0
83.0
155.0
""
69.0
105.0
22.0
""
111.0
401.0
1194.0
1397.0
466.0
446.0
149.0
157.0
26077.0
1525.0
951.0
7186.0
1419.0
145.0
1476.0
891.0
300.0
298.0
450.0
2044.0
523.0
167.0
73.0
281.0
181.0
308.0
259.0
348.0
145.0
358.0
331.0
981.0
765.0
661.0
251.0
99.0
259.0
264.0
1128.0
250.0
156.0
894.0
210.0
501.0
314.0
492.0
190.0
623.0
167.0
233.0
1064.0
331.0
99.0
289.0
140.0
145.0
144.0
337.0
844.0
199.0
194.0
521.0
722.0
174.0
110.0
142.0
180.0
390.0
146.0
320.0
160.0
346.0
307.0
718.0
106.0
4175.0
270.0
352.0
1220.0
114.0
123.0
1497.0
198.0
258.0
127.0
712.0
265.0
1979.0
893.0
103.0
234.0
8691.0
24.0
321.0
2006.0
286.0
168.0
7491.0
270.0
1666.0
5950.0
245.0
1351.0
748.0
256.0
5789.0
1095.0
381.0
381.0
37700.0
1032.0
1554.0
175.0
781.0
1740.0
106.0
50.0
2328.0
1105.0
1052.0
15821.0
2875.0
116.0
11753.0
10274.0
568.0
13518.0
17355.0
1913.0
4889.0
2108.0
3741.0
2838.0
9290.0
1777.0
1994.0
34.0
676.0
3880.0
3924.0
3997.0
847.0
753.0
83.0
2963.0
580.0
6181.0
1302.0
760.0
4270.0
228.0
7069.0
111.0
105.0
112.0
2660.0
752.0
205.0
23.0
93.0
97.0
29.0
65.0
75.0
385.0
4576.0
""
2375.0
146.0
396.0
6958.0
609.0
547.0
38.0
45.0
136.0
""
100.0
20.0
7051.0
48.0
163.0
92.0
679.0
3073.0
236.0
107.0
356.0
1565.0
""
270.0
309.0
453.0
450.0
330.0
70.0
211.0
120.0
69.0
215.0
1761.0
158.0
228.0
102.0
73.0
""
28.0
89.0
43.0
280.0
142.0
2421.0
212.0
6536.0
6863.0
2089.0
1403.0
6330.0
2789.0
1456.0
1283.0
1643.0
5095.0
1692.0
3828.0
1703.0
189.0
1804.0
250.0
4751.0
9194.0
141.0
1247.0
961.0
1841.0
1432.0
534.0
197.0
86.0
7747.0
3231.0
534.0
103.0
463.0
152.0
62.0
152.0
131.0
162.0
210.0
1272.0
658.0
8514.0
220.0
1039.0
565.0
139.0
51.0
1936.0
3827.0
2030.0
332.0
69.0
164.0
2358.0
2149.0
1145.0
6412.0
635.0
618.0
2104.0
388.0
7020.0
1522.0
7560.0
3202.0
6959.0
4515.0
603.0
1345.0
1746.0
1482.0
2585.0
3978.0
351.0
314.0
155.0
159.0
3947.0
243.0
417.0
235.0
152.0
61.0
90.0
28.0
417.0
210.0
487.0
817.0
212.0
162.0
1594.0
111.0
118.0
186.0
304.0
438.0
247.0
220.0
35.0
524.0
83.0
1043.0
567.0
115.0
2517.0
302.0
253.0
1520.0
835.0
45.0
2651.0
63.0
5207.0
378.0
396.0
1287.0
187.0
1060.0
90.0
217.0
143.0
162.0
277.0
5609.0
207.0
133.0
