staytract_natam_male_p25_se
0.06953226
0.13638918
""
0.076982729
0.099985652
""
0.049287777
""
""
0.12996043
0.099153742
0.049071427
""
""
0.13276398
""
0.057043608
0.10908616
""
0.091429844
0.064251006
0.016979823
0.071090281
0.12589408
0.043272041
0.13393736
0.09083692
0.08617872
0.042221267
""
""
0.12613824
0.061998669
0.0631717
0.096875064
0.073062919
""
""
""
""
0.080491416
""
""
""
""
""
0.046383176
0.040712986
0.070640147
0.093254261
0.083535932
0.074385487
0.11341237
""
""
0.075568751
""
0.11453068
""
0.14882694
""
0.067913234
""
0.18250206
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060647383
""
""
""
0.13241075
0.051335886
""
0.10660092
0.1134387
0.042754538
0.076788336
0.10547313
""
""
0.088132232
""
""
0.13568312
0.1212621
0.035347909
0.058999687
0.068525568
0.046004046
0.058288023
0.06840495
0.077007726
0.037936773
0.062263824
0.043290529
0.13330095
0.11342937
0.10345391
0.12720861
0.087535538
""
0.05276363
0.071470246
0.10353374
""
""
""
0.092249118
""
""
""
""
0.12665771
0.14424476
""
""
""
0.040043641
""
""
""
0.15765634
""
0.085433371
0.11739388
""
""
0.10316521
0.12040152
""
""
""
""
0.083739661
0.046636172
""
0.087577552
0.15778869
0.063824117
0.16504504
""
0.051539935
0.057415776
0.10231833
0.065085538
0.10186183
""
""
""
0.1001698
0.043492761
""
0.031541672
0.063364558
0.10928186
0.040504277
0.090848126
0.027084136
0.065389827
0.065560758
0.041565459
0.15486002
0.14628099
0.060448255
0.045499709
0.065949269
0.071036376
0.090080991
0.15487489
0.066615634
""
""
0.062095039
""
""
0.10476569
""
""
0.11700521
0.049573123
""
""
""
""
""
0.068310834
""
0.062713578
0.070899718
0.15145984
0.11515848
0.096621953
0.078962334
0.058813635
""
0.13475326
0.14336355
0.12733287
0.13067201
""
""
0.066481993
0.091002673
0.093759179
0.044793557
0.16849706
""
""
""
0.12255485
""
0.036258534
0.15969421
""
""
0.072884843
0.092224799
0.083047718
0.12852409
""
""
""
""
""
0.17370237
""
""
0.18121091
""
""
0.11083037
""
""
0.1696898
0.052229971
""
""
0.041620173
0.14623089
0.072687924
""
0.10601947
0.10074981
""
0.054223619
""
0.13256446
""
0.085334808
0.062959522
0.085260279
0.096640311
0.031791016
0.11461958
0.043608945
0.041156601
0.10014408
0.076703474
""
""
0.084878735
0.11910301
0.16553719
0.07119447
0.11947503
""
0.081119664
0.06260629
""
""
0.039986353
0.063975088
""
0.088734634
0.040162604
""
0.072295934
0.10407975
""
0.091533765
0.074018933
0.1227541
""
""
0.1206817
""
0.072595879
0.024016708
0.12878263
0.055891231
0.12925154
""
""
""
0.10131004
""
""
0.18164815
0.11946143
""
0.14755604
0.051223032
0.049203999
0.051404007
0.067735538
0.075280443
0.058278255
""
0.074548222
""
""
""
""
0.081364974
0.17557663
""
0.098498374
""
0.10050289
0.074493103
0.024223367
""
0.031516545
0.091139808
0.095715478
""
0.043365382
""
""
0.077058911
0.1095034
""
""
0.1529227
0.13456275
""
""
""
""
""
""
""
""
""
0.16488965
0.15087712
""
0.13033728
""
0.044697527
""
""
""
""
""
""
""
""
""
0.060380265
""
""
""
0.059635192
""
0.050220624
0.091564305
""
""
""
""
""
""
0.080341235
""
0.10548136
""
0.16085383
0.10266624
0.1262262
0.094320245
""
0.035177827
0.13049144
""
0.068849422
0.080831967
0.11819119
0.074860685
0.03759693
""
""
0.061443064
0.060571998
""
""
""
0.1437365
""
""
""
""
0.12648505
0.11820111
0.089825176
""
0.10064069
0.087658226
""
0.07953117
""
0.15218829
""
""
""
""
""
""
""
0.089596808
""
""
""
0.038354617
0.076397449
""
""
0.074384235
0.089033827
0.10793059
""
0.0573094
0.14714669
""
""
""
""
0.070927456
0.085711434
0.071986526
""
""
0.05109236
""
""
""
""
""
""
0.046693522
""
""
0.082338072
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.046754334
0.02554572
""
""
""
""
0.15702401
""
""
""
""
""
""
""
0.1216865
""
0.10674788
0.054046415
0.040956393
0.14491834
0.095185861
0.09779039
""
0.03395994
0.10431317
0.030211421
0.14187905
0.095575251
""
""
0.07136979
0.18332775
0.065798849
0.10083305
0.035228487
""
0.11014091
0.023233064
0.020919029
0.030309632
0.05414224
0.012416174
0.043104175
0.15460967
0.051374659
0.060616318
0.07000348
""
""
""
0.12713723
""
0.083633706
