spouse_rk_black_male_p1
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.28916699
""
""
""
""
""
""
""
""
""
""
0.45533103
0.10308716
""
0.40173763
""
0.20195681
""
""
""
""
""
""
""
""
""
""
0.32621434
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.22514425
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24884884
""
0.26851165
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30368054
""
""
""
""
""
""
0.22337721
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.28436902
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54814398
""
""
0.57053322
0.35011005
""
0.66787744
""
""
""
""
""
""
""
0.38559881
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53681839
""
""
""
""
""
""
""
""
""
0.31024045
""
""
""
""
""
""
""
""
""
""
""
0.37690717
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42889667
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54400462
""
""
""
""
""
0.47012827
""
""
""
""
""
0.18924609
""
""
""
""
""
""
""
""
0.17010921
""
""
""
0.46826407
""
""
0.47430462
0.40451041
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5533281
0.66762531
0.57237756
0.52491051
0.60735893
0.54506743
0.68200272
0.40590146
0.4989334
0.37978366
0.46806231
0.51314247
0.42323539
0.61642998
0.60161138
0.75504959
0.4161329
""
0.46588886
""
0.42809847
0.56582719
""
0.30155611
""
""
0.78689498
0.078864664
0.39449933
0.40145549
0.35049278
0.43162072
""
0.39153901
0.50762111
""
""
""
""
""
""
""
""
0.42787531
""
0.49430344
""
""
""
0.51768494
0.50701469
""
0.53398019
0.5908851
""
0.43767992
0.76027894
0.52324373
0.38082352
""
""
""
""
0.51947802
0.50156987
""
""
0.54717892
0.58987331
""
""
""
""
""
""
""
""
0.7657311
""
""
""
""
""
0.47531363
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63726765
0.59116638
0.50528353
""
0.32750112
0.16235302
""
0.40495551
""
""
""
""
0.56265742
0.28809032
""
""
0.41663164
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40209648
0.38782007
""
0.43940493
0.49997991
0.38458663
""
""
""
""
""
""
""
0.35930297
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42110538
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37297758
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
