staytract_other_male_n
20.0
""
39.0
97.0
""
47.0
33.0
""
20.0
122.0
34.0
691.0
662.0
83.0
24.0
114.0
61.0
212.0
""
203.0
""
278.0
390.0
""
1385.0
1254.0
43.0
148.0
""
22.0
122.0
66.0
29.0
535.0
250.0
101.0
631.0
""
464.0
60.0
322.0
108.0
1152.0
""
530.0
769.0
963.0
581.0
""
""
96.0
26.0
""
""
""
64.0
82.0
""
156.0
21.0
154.0
78.0
29.0
35.0
79.0
23.0
68.0
""
40.0
""
136.0
37.0
444.0
""
""
58.0
29.0
32.0
""
20.0
384.0
29.0
28.0
""
47.0
117.0
244.0
""
565.0
""
""
69.0
""
72.0
111.0
""
32.0
648.0
""
60.0
24.0
29.0
""
62.0
""
115.0
44.0
""
177.0
38.0
1103.0
27.0
""
""
""
""
26.0
170.0
""
""
176.0
118.0
55.0
26.0
""
44.0
44.0
81.0
347.0
1827.0
29.0
""
328.0
50.0
53.0
28.0
""
26.0
""
51.0
53.0
25.0
""
35.0
41.0
""
""
""
34.0
403.0
""
""
""
""
28.0
38.0
""
1452.0
""
""
34.0
42.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
101.0
35.0
""
25.0
""
30.0
""
709.0
""
""
""
37.0
""
""
191.0
98.0
53.0
""
75.0
""
""
""
21.0
""
""
""
""
205.0
""
""
30.0
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
39.0
""
""
""
""
36.0
239.0
103.0
""
""
""
""
114.0
""
""
""
24.0
""
""
30.0
45.0
""
""
34.0
20.0
""
45.0
25.0
""
24.0
""
""
""
""
""
21.0
""
38.0
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
145.0
73.0
26.0
""
46.0
""
42.0
""
""
87.0
""
""
50.0
""
224.0
23.0
51.0
""
""
""
""
""
""
""
""
""
64.0
""
""
260.0
""
""
""
""
""
""
34.0
""
759.0
131.0
144.0
103.0
""
37.0
31.0
24.0
""
43.0
""
""
29.0
""
""
""
30.0
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
""
32.0
28.0
""
97.0
""
114.0
""
""
""
""
""
""
229.0
""
""
21.0
953.0
28.0
""
""
22.0
""
""
""
26.0
""
29.0
""
""
""
""
""
26.0
""
""
373.0
""
""
""
""
""
""
159.0
""
""
""
""
""
""
""
94.0
60.0
""
20.0
""
""
40.0
""
""
91.0
70.0
""
""
""
""
""
""
116.0
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
150.0
30.0
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
495.0
""
""
""
""
""
20.0
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
236.0
20.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
304.0
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
64.0
2788.0
47.0
49.0
""
""
""
""
""
59.0
""
46.0
""
""
570.0
""
82.0
33.0
""
44.0
31.0
43.0
285.0
79.0
213.0
98.0
25.0
228.0
703.0
612.0
405.0
76.0
138.0
772.0
223.0
485.0
87.0
330.0
699.0
523.0
356.0
313.0
356.0
63.0
254.0
92.0
433.0
64.0
737.0
""
44.0
25.0
""
112.0
""
130.0
49.0
""
""
""
""
40.0
""
37.0
""
65.0
""
122.0
""
""
""
127.0
147.0
""
87.0
""
""
""
""
""
87.0
225.0
31.0
1255.0
179.0
69.0
48.0
85.0
81.0
21.0
32.0
34.0
33.0
24.0
243.0
458.0
""
21.0
29.0
33.0
26.0
""
31.0
169.0
2321.0
""
45.0
37.0
547.0
27.0
1010.0
995.0
156.0
176.0
437.0
67.0
326.0
43.0
64.0
27.0
59.0
3398.0
117.0
412.0
262.0
71.0
141.0
185.0
""
""
""
48.0
971.0
47.0
36.0
99.0
122.0
26.0
32.0
66.0
708.0
25.0
""
65.0
""
""
""
""
""
21.0
""
""
47.0
141.0
45.0
71.0
25.0
""
54.0
""
78.0
21.0
""
""
""
40.0
31.0
120.0
773.0
""
""
72.0
""
""
198.0
34.0
197.0
26.0
102.0
""
""
27.0
""
344.0
27.0
67.0
33.0
53.0
20.0
35.0
""
63.0
25.0
75.0
""
25.0
31.0
25.0
25.0
""
""
""
522.0
""
""
36.0
56.0
107.0
""
307.0
85.0
""
35.0
30.0
""
21.0
61.0
""
66.0
32.0
102.0
51.0
72.0
28.0
30.0
""
21.0
""
21.0
""
""
""
61.0
22.0
514.0
""
""
23.0
101.0
23.0
37.0
""
""
""
""
""
""
""
""
""
39.0
90.0
""
""
""
""
""
""
""
""
99.0
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
21.0
""
110.0
33.0
77.0
51.0
23.0
37.0
25.0
293.0
""
33.0
163.0
118.0
38.0
54.0
27.0
22.0
1009.0
33.0
28.0
96.0
81.0
83.0
""
1163.0
26.0
""
68.0
234.0
29.0
721.0
68.0
""
""
""
32.0
""
""
42.0
22.0
52.0
48.0
160.0
31.0
127.0
47.0
286.0
410.0
26.0
158.0
51.0
103.0
""
""
82.0
""
589.0
""
25.0
81.0
""
25.0
""
""
31.0
23.0
114.0
30.0
""
107.0
49.0
48.0
57.0
34.0
36.0
302.0
405.0
165.0
53.0
25.0
24.0
""
89.0
38.0
74.0
""
88.0
""
77.0
""
26.0
""
31.0
23.0
98.0
77.0
195.0
115.0
203.0
33.0
""
612.0
""
456.0
20.0
76.0
225.0
52.0
101.0
""
""
114.0
58.0
103.0
""
""
""
""
46.0
35.0
65.0
""
26.0
126.0
""
""
43.0
103.0
73.0
87.0
""
81.0
54.0
85.0
""
""
169.0
33.0
263.0
22.0
44.0
31.0
1543.0
149.0
188.0
100.0
59.0
143.0
141.0
129.0
203.0
25.0
""
325.0
123.0
139.0
67.0
""
""
1541.0
237.0
172.0
""
""
23.0
""
142.0
576.0
59.0
79.0
139.0
23.0
21.0
133.0
125.0
""
""
""
26.0
274.0
28.0
114.0
127.0
""
561.0
82.0
165.0
47.0
475.0
""
1446.0
118.0
""
41.0
76.0
33.0
""
42.0
889.0
""
123.0
44.0
783.0
22.0
93.0
""
227.0
62.0
23.0
388.0
70.0
71.0
""
25.0
72.0
291.0
""
24.0
""
36.0
44.0
180.0
272.0
400.0
""
174.0
47.0
""
98.0
""
""
""
33.0
21.0
""
90.0
308.0
49.0
60.0
230.0
102.0
64.0
21.0
77.0
""
115.0
536.0
""
209.0
25.0
20.0
1122.0
28.0
""
51.0
""
22.0
""
20.0
20.0
""
28.0
""
103.0
""
182.0
""
257.0
29.0
135.0
115.0
815.0
92.0
""
98.0
""
74.0
""
""
86.0
220.0
""
263.0
22.0
""
26.0
""
20.0
37.0
""
161.0
""
""
63.0
21.0
238.0
36.0
""
127.0
""
47.0
35.0
29.0
""
133.0
""
""
25.0
""
25.0
42.0
48.0
342.0
""
116.0
116.0
""
""
117.0
""
""
""
""
20.0
20.0
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
24.0
21.0
""
""
""
""
52.0
""
""
133.0
""
""
166.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
20.0
""
""
68.0
51.0
""
""
""
27.0
23.0
""
""
""
""
34.0
""
24.0
498.0
""
""
33.0
""
""
""
30.0
20.0
""
""
29.0
""
49.0
216.0
""
""
""
24.0
""
""
24.0
""
""
""
""
24.0
""
239.0
""
""
""
""
23.0
27.0
24.0
""
""
65.0
""
""
53.0
""
24.0
332.0
""
""
""
""
""
""
""
39.0
20.0
37.0
28.0
144.0
""
""
31.0
660.0
""
""
75.0
102.0
53.0
""
""
""
""
""
68.0
""
""
""
93.0
71.0
20.0
""
45.0
""
""
""
""
""
""
""
52.0
""
""
680.0
1389.0
""
""
""
83.0
169.0
72.0
""
""
""
26.0
""
22.0
24.0
""
""
73.0
""
""
""
""
""
""
""
""
""
""
""
601.0
""
""
65.0
""
""
27.0
276.0
""
""
""
""
""
""
1784.0
""
""
""
506.0
""
""
""
""
""
""
89.0
""
96.0
568.0
""
""
28.0
""
""
""
""
510.0
""
""
""
""
215.0
""
""
""
""
""
24.0
124.0
79.0
""
106.0
""
""
""
""
""
32.0
2694.0
48.0
""
""
70.0
""
49.0
121.0
""
""
40.0
""
""
20.0
""
53.0
""
""
""
""
""
""
197.0
""
""
121.0
""
""
72.0
""
""
""
25.0
""
""
""
""
""
67.0
""
25.0
""
""
""
""
42.0
""
""
""
""
""
158.0
""
""
134.0
""
""
""
""
""
32.0
""
31.0
""
111.0
""
""
""
""
265.0
""
""
""
33.0
31.0
""
""
260.0
""
""
51.0
""
""
83.0
""
""
28.0
92.0
""
""
92.0
""
""
""
""
""
""
""
39.0
""
23.0
""
""
""
50.0
""
""
""
""
""
""
121.0
""
""
""
""
""
""
""
1494.0
201.0
""
""
""
20.0
125.0
685.0
""
""
24.0
""
""
23.0
24.0
45.0
27.0
""
""
25.0
26.0
20.0
""
165.0
""
""
282.0
22.0
""
28.0
20.0
""
""
""
""
""
52.0
72.0
""
""
458.0
""
""
""
""
25.0
""
""
""
""
""
""
1558.0
""
""
20.0
""
50.0
27.0
459.0
""
114.0
""
290.0
""
""
23.0
107.0
""
37.0
""
""
""
""
29.0
38.0
33.0
32.0
22.0
72.0
""
""
24.0
""
249.0
30.0
""
32.0
""
""
""
""
""
35.0
26.0
""
""
""
329.0
""
""
35.0
""
""
23.0
""
1861.0
56.0
""
""
""
52.0
""
30.0
""
""
""
""
""
52.0
290.0
26.0
""
30.0
59.0
""
32.0
""
""
""
241.0
""
""
""
""
""
""
52.0
""
22.0
""
""
""
30.0
""
""
35.0
""
""
82.0
741.0
20.0
""
""
72.0
""
28.0
""
""
""
""
""
142.0
206.0
""
""
""
35.0
""
20.0
""
""
177.0
222.0
""
""
28.0
293.0
""
""
31.0
""
59.0
21.0
""
28.0
""
325.0
25.0
37.0
""
61.0
63.0
""
""
359.0
373.0
""
44.0
""
135.0
""
184.0
75.0
""
23.0
92.0
912.0
31.0
""
33.0
""
33.0
235.0
77.0
110.0
736.0
""
155.0
37.0
""
55.0
""
83.0
127.0
209.0
48.0
4157.0
808.0
39.0
31.0
97.0
""
101.0
37.0
25.0
""
2803.0
""
146.0
""
1328.0
674.0
73.0
669.0
""
65.0
268.0
27.0
288.0
""
66.0
""
""
""
56.0
""
""
""
22.0
""
""
22.0
""
20.0
""
42.0
""
42.0
148.0
""
""
""
""
29.0
""
""
25.0
""
""
38.0
""
""
""
28.0
""
""
""
""
27.0
43.0
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
20.0
169.0
""
""
24.0
22.0
""
37.0
""
355.0
40.0
""
40.0
23.0
46.0
""
39.0
""
20.0
""
""
""
""
""
39.0
""
131.0
""
70.0
""
""
""
52.0
71.0
25.0
""
""
910.0
35.0
20.0
""
122.0
49.0
""
25.0
23.0
35.0
""
187.0
""
107.0
""
35.0
23.0
""
46.0
76.0
""
""
""
""
43.0
""
58.0
231.0
26.0
""
93.0
48.0
26.0
""
32.0
""
""
""
36.0
""
""
""
130.0
""
68.0
""
21.0
""
20.0
""
55.0
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
