has_mom_natam_male_p10
""
0.81737626
""
""
""
""
""
0.94110608
""
""
""
""
""
""
""
0.9036997
""
""
""
""
""
""
""
""
1.0049198
""
0.91656387
""
""
""
""
""
""
""
""
0.87299079
0.90287161
""
""
0.8310523
""
0.97398305
""
""
0.84164411
""
""
0.81935209
0.78704733
""
0.93839502
0.8640157
""
""
""
""
""
""
0.33381355
""
""
""
0.93749559
""
0.64927137
""
""
0.96406287
0.91999471
0.88859904
0.93915349
""
""
0.91776711
0.85634696
""
""
0.83692336
0.88422006
0.94126493
0.79576004
0.88880736
0.74046797
0.85319793
0.86015946
0.91148263
0.86095333
""
0.9136982
0.94887549
""
0.90359116
0.9345479
""
""
0.80292177
0.78287691
0.92831862
0.86499786
0.87174851
0.80714685
""
0.83447945
0.83665371
0.74187684
0.84059185
0.85328174
0.78134549
""
0.93984526
0.7750445
""
""
""
0.81348145
""
""
""
""
""
""
""
""
""
""
""
""
0.89720982
""
""
""
""
""
""
""
""
0.98735207
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.92767376
""
""
0.91788673
""
""
""
""
""
0.82443929
""
""
""
""
""
0.88287276
""
""
""
0.84819984
""
0.59647959
0.86891383
""
""
0.86291867
0.864981
0.80423373
0.80426693
""
0.8521691
0.91932416
0.93353373
0.88813233
0.82169753
0.79350471
1.0126039
0.84054822
0.82540232
0.60373032
""
0.84829974
0.89562833
""
""
0.83809996
0.90710175
0.93454951
0.8685742
0.90334511
""
0.88705957
0.84678167
""
0.80638254
0.81489223
0.74781799
0.8764714
0.91997212
0.8294484
0.89134878
0.7988084
0.85095745
0.88645393
""
0.93605274
0.85169804
0.75676751
0.82168484
0.87495899
0.99439925
""
0.84919101
""
0.88875502
0.81299281
0.99509549
0.88452566
""
0.58280092
""
""
""
0.71899426
1.0391744
""
""
""
""
""
""
""
""
0.84106648
""
0.99822271
""
""
0.87499666
""
""
""
""
""
""
""
""
0.86938936
""
""
""
0.80926228
0.89818829
""
""
""
0.91472834
""
""
0.90302992
""
""
""
""
""
""
""
""
0.75757444
""
""
""
""
""
""
""
""
""
""
0.90090632
""
0.85909706
0.92623466
""
""
0.8949666
0.84386718
""
0.67583072
0.86893189
0.90116435
""
0.79288518
0.67989689
""
0.94831234
""
1.0087893
0.83676761
""
""
0.77374822
0.86762953
0.95921147
""
""
""
0.86027253
0.92170382
""
""
""
""
""
""
""
""
""
0.81047666
0.33495542
0.86020505
""
""
""
""
""
0.89051503
0.77751911
0.89446723
""
""
""
0.8431651
0.82846653
""
0.86880887
""
""
0.97129136
""
0.89287525
0.91717792
0.86233014
0.87797946
0.84520769
0.66082031
""
""
0.57955003
0.86365336
0.8061012
0.78987777
""
""
""
""
0.6312089
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.74947339
""
""
0.99472457
""
""
0.92020589
""
0.93340039
""
""
""
""
""
""
""
""
""
""
0.85696936
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75100696
""
""
""
""
""
""
0.88669503
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93073446
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.97615874
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.78904152
""
""
0.87879652
""
0.9085629
""
0.71196705
0.874488
""
""
0.97829342
0.97286528
""
""
""
0.94345504
""
""
""
""
""
""
""
""
""
""
0.90064913
""
""
0.91038847
""
""
""
""
""
""
0.84643668
""
""
""
""
""
""
0.93915796
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.7363764
""
""
""
""
""
0.75940186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.74400866
""
""
""
1.0164281
""
""
""
""
""
""
0.33289015
""
""
""
0.82616532
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73189211
0.86911875
""
1.0060982
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.74311215
""
0.97133613
""
""
0.78068179
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83000052
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.94238174
""
""
0.81467426
0.74176657
""
""
0.93848944
""
""
""
""
""
""
""
""
""
""
""
0.94525099
""
""
""
""
""
""
0.79056299
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52524692
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82095206
1.0009135
""
""
""
0.84653014
""
""
""
0.62285465
""
""
""
""
""
""
""
""
""
""
0.74566698
""
""
""
""
""
""
""
""
0.73726171
0.75942779
""
""
0.87780625
""
""
""
""
""
""
0.87425745
""
""
""
""
0.96266657
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.95053113
""
""
0.81157076
""
""
""
0.83501536
""
0.97106391
""
""
""
""
""
""
""
""
""
""
0.85561252
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80981702
""
0.92862058
""
""
""
""
""
""
1.0006477
""
""
""
""
""
""
""
""
0.77203345
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0070279
""
""
""
""
""
""
""
""
0.88649529
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.81086671
0.81696612
0.78847647
""
""
""
""
""
""
0.6279583
""
""
""
""
""
""
""
""
0.85006827
""
0.88217348
0.91227388
""
""
0.78651953
""
""
""
0.90017396
0.7530964
0.672373
""
0.93587804
""
""
0.93613619
""
""
""
""
""
""
""
0.8857547
0.806943
""
""
0.93151212
""
""
0.90371513
""
""
""
""
""
""
""
0.87579948
0.86159456
""
""
0.8600691
""
""
""
0.98006654
""
""
""
""
0.8839798
0.99438548
""
0.77908713
0.83782852
""
""
""
""
0.96383059
""
0.8905108
""
0.93612885
0.99470627
""
0.69452685
0.87710947
""
""
""
""
""
""
""
0.79601926
0.98816365
""
0.87339044
""
0.86089915
""
0.90315485
""
0.94195163
""
0.79142785
0.92704499
0.85521591
0.86484605
""
""
0.93759894
""
""
""
0.86597002
""
1.0468289
""
0.95290989
""
0.83204353
""
""
0.85470968
0.84409171
""
""
""
0.80649453
""
0.97347176
0.98820221
0.90321469
""
""
0.94578058
""
""
""
""
0.93590575
""
""
""
0.82414567
0.87009662
0.93793148
""
0.90065241
""
""
1.0404731
0.81779301
0.98991388
0.54135191
0.66954297
0.73037559
0.91403633
0.73550189
0.92243057
""
""
0.75962043
0.9497444
""
0.9518742
""
""
0.8868444
""
0.91954464
""
""
""
""
""
""
0.88766438
""
""
0.84164011
0.81279474
""
""
0.88545102
1.0066004
""
0.88671076
1.0261202
0.91205424
""
""
0.83318233
0.77782005
0.83806825
""
""
""
""
0.88318545
""
0.79497421
""
""
0.83259243
0.62992102
""
""
0.67796862
0.78622931
""
""
""
""
""
0.545196
""
0.80256689
""
