spouse_rk_natam_pooled_n
31.0
""
""
43.0
38.0
""
94.0
""
""
23.0
26.0
146.0
""
""
22.0
""
97.0
26.0
""
34.0
51.0
1048.0
89.0
""
152.0
""
46.0
63.0
128.0
""
""
21.0
103.0
63.0
37.0
74.0
""
""
""
""
32.0
""
""
""
""
""
142.0
346.0
65.0
44.0
89.0
56.0
20.0
""
""
80.0
""
48.0
""
""
""
97.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
83.0
""
""
""
""
102.0
""
""
27.0
363.0
118.0
26.0
""
""
46.0
""
""
""
31.0
167.0
51.0
41.0
113.0
96.0
50.0
65.0
155.0
49.0
119.0
""
35.0
22.0
21.0
64.0
""
96.0
53.0
33.0
""
""
""
23.0
""
""
""
""
24.0
26.0
""
""
""
220.0
""
""
""
""
""
33.0
29.0
""
""
38.0
32.0
""
""
""
""
53.0
91.0
""
""
""
77.0
""
""
167.0
134.0
31.0
34.0
""
""
""
""
35.0
155.0
""
325.0
105.0
29.0
273.0
46.0
443.0
70.0
54.0
69.0
29.0
""
59.0
182.0
64.0
69.0
""
""
70.0
""
""
90.0
""
""
""
""
""
32.0
60.0
""
""
""
""
""
64.0
""
57.0
34.0
""
25.0
28.0
53.0
82.0
""
""
21.0
""
20.0
""
""
37.0
40.0
21.0
98.0
""
""
""
""
22.0
""
112.0
""
""
""
64.0
36.0
34.0
21.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
20.0
112.0
""
""
213.0
26.0
52.0
""
41.0
37.0
""
46.0
""
""
""
31.0
53.0
47.0
33.0
290.0
33.0
126.0
167.0
29.0
50.0
""
""
36.0
""
21.0
65.0
25.0
""
""
84.0
""
""
187.0
62.0
""
21.0
140.0
""
71.0
37.0
""
34.0
48.0
""
""
""
""
""
27.0
341.0
""
53.0
28.0
""
""
""
""
""
""
""
""
""
28.0
135.0
154.0
123.0
56.0
57.0
34.0
""
47.0
""
""
""
""
28.0
""
""
30.0
""
31.0
47.0
194.0
""
262.0
28.0
28.0
""
173.0
""
""
""
30.0
""
""
21.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
107.0
""
""
""
""
""
""
""
""
""
78.0
""
""
""
29.0
""
139.0
22.0
""
""
""
""
""
""
43.0
""
""
""
""
26.0
20.0
23.0
""
68.0
""
""
30.0
27.0
""
32.0
111.0
""
""
49.0
52.0
""
""
""
24.0
""
""
""
""
""
20.0
""
""
""
20.0
""
36.0
""
""
""
""
""
""
""
""
""
29.0
""
""
""
167.0
45.0
""
""
33.0
33.0
25.0
""
74.0
""
""
""
""
""
50.0
22.0
46.0
""
""
106.0
""
""
""
""
""
""
148.0
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
81.0
337.0
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
36.0
142.0
200.0
""
58.0
""
""
410.0
""
294.0
30.0
""
""
""
29.0
""
106.0
36.0
402.0
""
49.0
968.0
1415.0
486.0
166.0
3186.0
276.0
23.0
103.0
124.0
57.0
""
""
""
27.0
""
""
47.0
""
""
61.0
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
139.0
""
168.0
""
""
""
47.0
""
""
""
""
""
""
29.0
50.0
20.0
49.0
455.0
113.0
26.0
""
23.0
""
""
""
""
""
""
""
""
41.0
""
""
59.0
""
""
""
""
""
41.0
""
64.0
371.0
550.0
51.0
64.0
49.0
47.0
338.0
35.0
""
399.0
75.0
240.0
1951.0
378.0
231.0
28.0
321.0
""
366.0
""
""
35.0
34.0
""
22.0
52.0
33.0
35.0
137.0
34.0
""
105.0
71.0
101.0
87.0
""
""
""
60.0
97.0
""
""
34.0
106.0
""
""
32.0
28.0
24.0
""
""
110.0
66.0
23.0
""
22.0
""
64.0
""
""
""
97.0
""
""
""
637.0
""
1052.0
76.0
307.0
39.0
""
1096.0
549.0
116.0
1365.0
""
28.0
21.0
114.0
""
""
57.0
""
""
""
""
99.0
311.0
43.0
124.0
""
""
""
36.0
""
23.0
110.0
""
""
116.0
121.0
72.0
49.0
90.0
172.0
190.0
308.0
152.0
440.0
223.0
40.0
""
""
193.0
129.0
371.0
273.0
""
29.0
337.0
53.0
88.0
1237.0
48.0
""
""
37.0
196.0
69.0
101.0
413.0
31.0
296.0
43.0
133.0
100.0
""
""
74.0
""
""
""
94.0
61.0
819.0
