pos_hours_white_pooled_mean
0.8431294
0.86943603
0.91687018
0.84489393
0.79917961
""
0.87041175
0.83056533
0.84992409
0.74621004
0.81309533
0.87484783
0.83231395
0.81421286
0.9160493
0.85923451
0.80177277
0.7698698
0.82622951
0.86016154
0.8690474
0.83047676
0.85795718
0.84708488
0.82273197
0.81310678
0.84923303
0.82235879
0.78470337
0.85176259
0.81516892
""
0.85217643
0.85868865
0.84077996
0.81742096
0.84497672
0.83199286
0.85173827
0.76639575
0.84595788
0.87246335
""
""
0.83827388
0.79566824
0.88156462
0.79762673
0.8272664
0.83875483
0.84430653
0.84023625
0.64335805
0.81743652
0.83924341
0.80701053
0.79861999
0.83717895
0.85735589
""
0.82498151
0.86812037
0.85106266
0.78793341
0.75433642
""
0.74244833
""
""
0.86973333
""
""
""
""
0.88029963
""
""
0.90241671
0.82845354
0.88509941
0.86280507
""
""
0.82156539
""
""
""
""
0.81890422
0.77776116
""
""
0.97899777
""
""
""
0.95545703
0.79982454
0.83190769
0.81259561
0.78702015
0.83206791
0.79662424
0.83312231
0.80101949
0.80012518
0.84034407
0.80222523
0.90160167
0.82569581
0.81027162
0.76287389
0.81321603
0.86960137
0.8530798
0.83788031
0.84073555
""
0.8570984
0.89365381
0.89415354
0.79547817
0.83194107
0.81174713
0.83157915
0.83281851
0.8322888
0.80288059
0.8559441
0.75600529
0.94071555
0.86736262
0.87206262
0.87284815
0.80813652
0.86139667
0.85719091
0.88532996
0.78360838
0.69594258
0.79802585
0.91584599
0.8253516
0.91157192
0.86164427
0.8394857
0.83496982
0.86914724
0.80119765
0.84244937
0.68894678
0.80365086
0.82912356
0.83691329
0.80511844
0.82327795
0.81715506
0.83113033
0.790519
0.83388865
0.67426389
0.78609103
0.85538971
0.83179098
0.83788216
0.86596942
0.83452743
0.78176242
0.87660468
0.76106167
0.85653979
0.87599212
0.74217916
0.84151977
0.87601894
0.81217617
0.82016575
0.87021852
0.8235659
0.88193834
0.86740494
0.84629858
0.8405661
0.7960816
0.93389219
0.87823957
0.86213458
""
0.82918608
0.83217812
0.82740462
0.99578822
0.87110108
0.76264298
0.85600632
0.82602721
0.80228007
0.80074573
0.79479241
