kir_stycz_black_female_mean_se
""
0.022321424
0.036740426
""
0.048050903
0.029230248
""
0.033515353
0.027394207
0.025002165
0.034723613
0.020267298
""
""
0.022929566
""
""
0.016427197
""
0.031424254
""
0.033932094
0.022385243
""
""
""
""
""
""
""
""
0.022693729
""
0.025732527
""
""
""
""
""
""
0.029549152
""
""
0.030131184
0.025625683
0.022316111
0.04156838
0.030616075
0.024640126
0.032600775
0.044440929
0.017776031
""
""
""
0.031058241
""
""
""
""
""
""
""
""
""
0.026693558
0.01395472
0.019144634
0.033988483
""
0.022116434
0.039695248
0.017513053
0.014864622
""
0.025316535
""
0.01852883
0.013650699
0.015636068
0.015822724
0.019221893
0.023719795
0.034903631
0.040469635
0.027227517
0.036242768
0.023960613
0.035638254
""
0.03071391
""
""
0.021223402
0.032910697
""
""
""
0.036409445
""
0.034134202
""
0.031515718
""
""
""
0.02053725
0.019773232
0.015679913
0.020002332
0.019796949
0.02336891
0.017881267
0.041793291
0.023564612
""
""
""
""
""
""
0.031186881
0.034876991
""
""
""
0.045547958
0.032218575
""
""
0.02146019
0.029005408
""
0.033568718
""
""
0.027818978
""
0.017580315
0.029625269
0.019459097
0.030765489
0.021327304
0.044629496
""
""
""
""
""
""
""
""
""
""
""
0.047439422
""
""
""
0.025883932
0.018830804
0.049142424
""
0.034379166
0.022255911
0.039786
0.038360026
0.024180595
""
""
0.030132564
0.043855879
0.039481197
0.06405928
0.026534403
""
""
""
""
0.047734484
""
0.02224155
""
0.022538908
0.025042795
""
0.038506411
""
""
0.018863475
0.040340394
0.030986706
""
""
""
""
""
0.021457858
""
""
""
0.032305807
""
""
0.024374411
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033019558
""
""
""
""
0.047118563
0.018549968
0.034771752
0.020678278
0.033523384
0.02641906
""
""
0.03203376
0.01892473
0.023393508
""
0.021471176
0.017743964
0.015365819
0.014493596
""
0.026901824
0.026341051
0.022805724
0.035110589
0.040899061
0.018681794
0.016070647
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038820412
0.039411686
""
0.025861364
0.041395873
0.025031328
0.033037774
""
0.016102983
0.038524654
""
0.029394979
""
0.027171163
0.022515891
0.034251191
0.052738696
0.043947399
0.025754908
""
""
0.015503257
0.013206622
0.026807161
0.019529046
0.015877454
""
""
""
""
0.021131895
0.036985651
0.016445989
""
0.048038945
0.032395698
0.017091995
0.031201372
0.044873759
0.047817569
""
""
""
""
""
""
""
""
""
""
""
""
""
0.01722616
""
""
0.030934626
0.036314864
""
""
""
""
0.038403999
""
""
""
""
""
0.043586716
""
0.02272502
0.042695168
""
""
0.018003473
0.021576243
0.025495907
0.032311395
0.051685657
0.044448499
0.017766893
0.015416811
0.021051265
0.021466581
0.017017353
0.038730133
0.035373852
0.020172127
""
""
""
0.035430107
0.017863782
0.018428348
0.048672915
0.045862764
0.016628956
0.026303709
0.030280121
0.026452472
0.013101415
0.024314404
0.018364184
0.014949122
0.014111555
0.02886045
""
0.034007385
0.030229587
""
""
""
""
""
""
""
""
""
""
""
""
""
0.010791436
0.012404938
0.010637472
0.010581391
0.012096514
0.010256455
0.010253324
0.012089775
0.016660184
0.010920616
0.0098817255
0.012320168
0.012552618
0.015179191
0.014794378
0.012660733
0.018205818
0.035324953
0.011156426
0.013371182
0.012985809
0.012416297
0.013800127
0.011776008
0.01305576
0.014873517
0.012148087
0.015413164
0.012414584
0.010440196
0.0092998948
0.008915347
0.01875614
0.0099066552
0.013380967
0.020504389
0.049833391
""
""
""
0.02236215
0.035542987
0.014807397
0.017191039
0.021299792
0.010873895
0.023599803
0.013243241
0.039576076
0.01258868
0.010832079
0.021925099
0.021250347
0.015930848
0.030569356
0.016297799
0.015644051
0.013565799
0.024100432
0.0430016
0.015929189
0.015133658
0.017295772
0.011319313
0.014842671
0.03937256
0.025594937
0.010897463
