somecoll_other_pooled_n
47.0
28.0
""
91.0
54.0
""
137.0
""
""
33.0
36.0
188.0
""
""
36.0
""
""
39.0
""
""
54.0
205.0
46.0
""
222.0
""
44.0
123.0
382.0
""
""
""
204.0
197.0
""
86.0
""
""
""
""
40.0
""
""
""
""
""
245.0
36.0
80.0
30.0
82.0
65.0
29.0
""
""
100.0
""
""
""
24.0
""
106.0
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
146.0
""
""
""
23.0
173.0
""
24.0
98.0
114.0
44.0
""
""
""
61.0
""
""
21.0
51.0
420.0
72.0
111.0
523.0
219.0
73.0
139.0
360.0
69.0
245.0
""
54.0
41.0
35.0
102.0
""
121.0
87.0
119.0
""
""
""
38.0
""
""
43.0
""
73.0
60.0
""
""
""
584.0
21.0
27.0
""
38.0
""
59.0
82.0
""
22.0
53.0
65.0
""
""
""
""
53.0
""
""
""
""
109.0
22.0
""
216.0
62.0
""
54.0
""
""
""
""
66.0
525.0
""
1436.0
41.0
""
33.0
62.0
975.0
127.0
36.0
119.0
32.0
""
124.0
290.0
25.0
33.0
""
20.0
251.0
""
20.0
262.0
""
""
79.0
""
""
79.0
169.0
""
""
22.0
31.0
48.0
167.0
""
160.0
61.0
22.0
33.0
49.0
105.0
234.0
20.0
32.0
43.0
41.0
55.0
""
""
117.0
106.0
111.0
448.0
24.0
29.0
""
26.0
34.0
""
306.0
49.0
41.0
51.0
365.0
112.0
95.0
53.0
""
28.0
""
24.0
""
42.0
""
""
36.0
""
33.0
84.0
""
26.0
44.0
160.0
""
46.0
330.0
78.0
38.0
""
58.0
21.0
20.0
155.0
21.0
88.0
34.0
98.0
173.0
192.0
169.0
2120.0
192.0
937.0
885.0
111.0
97.0
25.0
""
50.0
""
""
134.0
51.0
23.0
53.0
342.0
""
""
789.0
187.0
""
101.0
532.0
27.0
""
""
""
""
20.0
""
""
""
""
21.0
51.0
775.0
""
50.0
41.0
""
""
""
""
39.0
""
29.0
36.0
22.0
40.0
99.0
61.0
32.0
65.0
43.0
46.0
24.0
129.0
22.0
""
""
35.0
70.0
""
30.0
75.0
""
84.0
86.0
297.0
""
1275.0
113.0
48.0
""
392.0
""
""
49.0
66.0
31.0
""
21.0
""
""
""
26.0
""
""
""
""
33.0
""
26.0
""
""
22.0
""
73.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
64.0
""
""
29.0
39.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
118.0
""
""
""
67.0
""
""
""
""
""
35.0
""
""
""
""
""
""
""
38.0
""
56.0
""
""
190.0
""
""
""
""
""
""
324.0
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
94.0
596.0
""
""
""
""
27.0
""
""
""
""
""
""
22.0
""
""
70.0
125.0
166.0
21.0
21.0
""
""
103.0
38.0
404.0
40.0
""
""
""
62.0
""
89.0
21.0
122.0
""
""
210.0
189.0
124.0
49.0
738.0
87.0
""
43.0
163.0
32.0
""
""
""
""
""
""
46.0
24.0
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
217.0
""
317.0
""
""
""
38.0
""
""
""
""
""
""
45.0
68.0
23.0
44.0
652.0
57.0
24.0
""
27.0
""
""
""
""
""
""
""
""
41.0
""
""
36.0
""
""
""
""
""
48.0
""
206.0
394.0
541.0
31.0
44.0
42.0
42.0
138.0
26.0
""
76.0
20.0
56.0
652.0
88.0
54.0
24.0
53.0
""
314.0
""
""
""
""
""
""
36.0
28.0
26.0
""
""
""
82.0
""
""
50.0
""
""
""
""
""
""
""
""
45.0
""
""
22.0
21.0
""
""
""
55.0
29.0
""
""
""
""
3311.0
149.0
470.0
""
43.0
""
""
""
208.0
""
743.0
""
254.0
47.0
""
36.0
68.0
""
39.0
521.0
27.0
""
131.0
24.0
""
31.0
""
""
""
""
121.0
441.0
33.0
62.0
""
""
""
""
""
""
66.0
""
""
90.0
53.0
75.0
""
71.0
282.0
219.0
357.0
180.0
1276.0
1025.0
""
""
""
150.0
219.0
2280.0
667.0
""
""
1188.0
40.0
197.0
4682.0
""
""
20.0
""
179.0
31.0
89.0
730.0
""
337.0
27.0
62.0
102.0
""
""
39.0
""
""
""
60.0
45.0
1989.0
