staycz_hisp_female_mean
0.44461292
0.52264678
""
""
0.81723267
""
""
0.49108627
""
""
0.71442497
""
""
""
""
0.46687111
0.65333313
""
""
""
""
0.68896908
0.40772504
""
0.72327268
0.65882039
""
0.73360121
""
0.72571242
0.61851144
""
""
""
0.60732579
0.52155298
0.66244555
""
0.67275739
""
0.42878461
0.71884739
""
""
0.58924943
""
""
0.64383739
0.66847146
""
0.49190807
0.77643317
""
""
""
""
0.49302742
0.77065468
0.66788399
""
0.57382625
0.69799608
0.45424545
0.52567798
""
""
""
""
""
0.61392105
""
""
""
""
0.53812295
""
""
0.50353348
0.66987365
0.31152534
0.4024502
""
""
0.68462765
""
""
""
""
""
""
""
""
""
""
""
""
0.39235786
0.6829831
0.55049825
0.80331337
0.61480421
0.45250401
0.51492769
0.85504174
0.65402758
0.50892538
0.79044229
0.84320182
0.78549457
0.57639951
0.65388817
""
0.36571959
0.57029092
0.78276926
0.32131633
""
""
0.60617751
0.58066261
0.46161759
""
0.3914896
""
""
0.54383057
0.64523739
0.74941742
0.54205847
""
""
0.54240888
""
0.59281218
0.29106954
""
0.66134244
""
0.65095806
0.80459118
0.47493559
0.56106716
0.64649016
""
""
0.45690179
0.73192984
""
""
""
""
""
0.4533298
0.61811274
""
""
0.5561232
0.46390375
""
""
""
""
0.54145604
""
""
""
""
0.39211568
0.65016496
""
0.68691337
""
0.45035157
0.6034314
0.77381319
""
0.6833806
0.72576785
0.67136848
""
0.51694852
""
0.79712468
0.36753789
""
0.7631852
0.72472507
""
0.67780519
0.6686573
0.68128419
0.56418216
0.79765069
0.49607217
0.75489259
0.81956297
0.68756461
0.58134991
0.67057359
0.41141704
0.7860533
0.77282161
0.67100364
0.36166173
0.85528821
0.78901941
0.6957823
0.37110403
0.65260434
0.71921146
0.43358648
""
0.73548764
0.7721256
0.62991625
0.83486229
0.74081552
0.43475622
0.83457214
0.78386319
0.70161557
0.83983058
0.77525884
0.80915284
0.77171028
0.66218764
0.75471932
0.72774112
0.71011287
0.75650799
0.55751997
""
0.3625021
0.7155599
0.72876459
0.74865371
0.70126462
0.58124614
""
0.78958678
0.54305923
0.80644184
0.78615743
0.67223984
0.85438854
0.50991893
0.78519505
0.31628349
""
0.65315181
0.69416755
0.7424472
0.30234656
""
""
0.54058933
0.72362643
0.72593433
""
0.63708067
0.88183331
""
0.72642708
0.57074809
0.67237312
0.65455246
0.54943329
0.63271326
""
""
0.69056857
""
0.45973668
""
0.8234545
""
0.57181901
0.4159731
0.55522776
0.69120234
0.56293875
""
0.49933028
0.6051116
""
0.50008017
0.50039893
0.67470831
0.72147131
0.63996989
""
0.82515514
0.60639018
0.68773484
0.52804017
0.72678405
0.60977662
0.51007158
""
0.48704132
""
""
""
""
0.42161736
0.26230139
0.73079753
0.50768614
0.73351693
0.80562979
0.65737659
0.69532907
0.78123385
0.74875385
0.65429807
0.79505718
0.64684206
0.71070957
0.72873229
0.83204675
0.47560918
""
0.53272629
0.49606955
0.5453403
0.65623993
0.5501411
0.62230736
0.45056346
0.63186669
0.74232143
0.59137297
0.6395129
""
0.68697673
0.5700193
0.63737303
""
0.67304015
0.56481349
0.69319338
""
""
0.7905516
0.62996364
0.72576213
0.58909869
0.76313126
""
0.54764527
0.47508073
0.56702203
""
0.69077736
0.69999868
0.48995274
0.6826008
""
""
0.71365881
0.58414638
0.65895683
0.77926672
0.65278912
0.58369803
0.46531278
