kir_imm_black_pooled_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34445539
""
""
""
""
""
""
""
0.49840027
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55623376
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51652908
""
""
0.45781302
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4882724
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53656268
""
""
""
""
""
0.52519059
""
""
0.46278059
""
""
""
""
0.53731543
""
""
""
0.49401516
""
0.69435602
""
""
""
""
""
0.42393085
""
""
0.55134988
""
""
0.50763881
0.46953714
""
0.50796753
0.50537145
0.47811499
0.51519334
""
0.46830538
0.48058408
0.57610786
""
""
""
""
0.50665718
0.59099317
""
""
""
""
""
""
0.50581837
""
""
0.5407061
""
0.54704839
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48258698
""
""
""
""
0.41254741
""
""
""
""
""
""
""
""
0.60850489
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54085416
0.53652394
""
""
0.57258403
0.55360448
""
""
0.49586523
0.54977632
0.33955079
0.54941928
0.43468097
""
""
""
0.46668032
0.48595598
""
0.484247
""
0.35923371
0.44541058
""
""
""
0.46983531
0.45143279
""
""
""
""
""
""
""
""
""
""
""
0.45693037
""
""
""
""
""
0.48938087
0.45249367
0.49304396
""
""
""
0.46230826
0.49113554
0.38902697
0.46867204
""
""
0.4494369
""
0.45097935
0.4756999
0.46691141
0.53492725
0.48157862
0.42303458
""
""
0.50672746
""
0.53154051
0.48595428
""
""
""
""
0.45342845
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42357829
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45436692
""
""
""
0.53599268
""
0.45631486
""
0.53758824
""
""
""
""
""
""
""
""
""
""
0.49931675
""
""
0.42731467
0.44885254
""
""
""
""
""
""
""
0.54134077
""
""
""
0.44226649
""
""
""
""
""
""
0.49629077
""
""
""
""
""
""
""
0.39114022
0.46458727
""
""
""
""
""
""
""
""
""
""
""
""
0.4402124
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41360441
""
""
""
0.45303211
""
""
""
""
""
""
""
""
""
""
0.52096033
0.42167184
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56246585
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5021373
""
""
""
""
""
0.57658565
""
""
""
""
""
""
""
""
