kir_29_hisp_female_p75_se
0.056090184
0.037288252
""
""
0.059096932
""
""
0.036995921
""
""
0.086196102
""
""
""
""
0.036241226
0.071796097
""
""
""
""
0.077725969
0.037738144
""
0.062586166
0.049201157
0.13405384
0.078832991
""
0.11086985
0.096332818
""
""
""
0.05831968
0.093641877
0.024644246
""
0.068322636
""
0.046875928
0.055213861
""
""
0.018948438
""
""
0.04739099
0.027191209
""
0.028053897
0.038246281
""
""
""
""
0.057743497
0.072067238
0.034064211
""
0.069662556
0.11571877
0.046379801
0.098430149
""
""
""
""
""
0.013747985
""
""
""
""
0.023675242
""
""
0.0425574
0.05855751
0.085232489
0.068100244
""
""
0.054265197
""
""
""
""
""
""
""
""
""
""
""
""
0.050275378
0.013455472
0.017727731
0.024511822
0.024033077
0.034601603
0.047683798
0.0030144916
0.019422356
0.025072252
0.0045254729
0.011185966
0.014314229
0.017109167
0.008943635
""
0.086363055
0.1085658
0.034182798
0.095860831
""
""
0.08195743
0.11853196
0.090487756
""
0.088763118
""
""
0.11537801
0.052398991
0.046689
0.065755345
""
""
0.14283089
""
0.053595919
0.096361943
""
0.042394552
""
0.11805558
0.13519801
0.090254016
0.09866894
0.076795623
""
""
0.068483703
0.12015504
""
""
""
""
""
0.11665016
0.059762977
""
""
0.070633538
0.079189718
""
""
""
""
0.09636201
""
""
""
""
0.084903136
0.06052525
""
0.022687469
""
0.098614529
0.048321258
0.20701979
""
0.034023039
0.095769472
0.12899932
""
0.085768119
""
0.026470769
0.061383799
""
0.074555762
0.0037692967
""
0.035884004
0.015753951
0.034586679
0.032971129
0.0044294344
0.036551841
0.0135514
0.0047535002
0.033070575
0.023815615
0.0078542149
0.042477369
0.0052910461
0.011685709
0.03417423
0.03305193
0.0013776431
0.010779312
0.015008688
0.051401984
0.021483537
0.0081032915
0.088177145
""
0.0056256931
0.015076676
0.025209321
0.002637458
0.0094135506
0.056384604
0.0028325736
0.0045556361
0.011504922
0.0024601261
0.0028972451
0.0080100317
0.0049666138
0.010952474
0.0050152261
0.006397774
0.0030399717
0.0092662564
0.018564234
""
0.035142817
0.0062749106
0.0080488054
0.0060768677
0.018248452
0.027771872
""
0.0060138018
0.029423976
0.0042560729
0.012386595
0.022426769
0.0062298314
0.032047689
0.0070494879
0.10061935
""
0.05573722
0.012334003
0.02038471
0.055823538
""
""
0.059495043
0.14058445
0.081067815
""
0.041135244
0.0060953298
""
0.012393348
0.051242307
0.041037999
0.0073022889
0.029722277
0.033263613
""
""
0.11180837
""
0.05237845
""
0.0059942622
""
0.091555737
0.049654037
0.029638149
0.012233884
0.032574479
""
0.051469162
0.019036755
""
0.047726355
0.045947544
0.034975078
0.028988611
0.030357428
""
0.052499037
0.90407932
0.084966071
0.042173412
0.0091136927
0.067808576
0.033957489
""
0.087504044
""
""
""
""
0.046136271
0.15552883
0.011114161
0.070346512
0.0064609442
0.0089376969
0.021657975
0.021719106
0.0095306011
0.017153153
0.02405481
0.03194068
0.024683043
0.012961079
0.03449773
0.013621289
0.017461419
""
0.02528695
0.14279339
0.011036192
0.0046541803
0.11813774
0.025690414
0.031457633
0.017668253
0.014269866
0.046623413
0.060332771
""
0.0096108764
0.02116606
0.031005519
""
0.07887236
0.088126309
0.23711477
""
""
0.04500135
0.029005928
0.022100536
0.027196569
0.0054149246
""
0.027046783
0.075041443
0.12323906
""
0.017407367
0.012754904
0.019319478
0.067236051
""
""
0.018040821
0.01773311
0.028914381
0.002455222
0.021064835
0.042470098
0.018949203
0.040816717
0.0056818165
0.011538018
0.0061302101
0.013110309
0.010048873
0.01231224
0.061234027
