kir_native_black_pooled_n
189.0
227.0
253.0
43.0
""
115.0
206.0
561.0
316.0
23.0
69.0
124.0
208.0
45.0
""
242.0
183.0
101.0
62.0
106.0
65.0
35.0
352.0
468.0
""
247.0
187.0
308.0
57.0
""
80.0
222.0
152.0
159.0
975.0
31.0
4906.0
35.0
182.0
163.0
439.0
160.0
230.0
340.0
1248.0
186.0
""
29.0
2662.0
132.0
2133.0
298.0
141.0
226.0
224.0
80.0
415.0
91.0
203.0
173.0
460.0
206.0
872.0
77.0
93.0
143.0
""
""
""
326.0
""
""
""
""
143.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
145.0
27.0
""
""
""
""
1943.0
37.0
24.0
426.0
73.0
""
""
58.0
170.0
120.0
""
26.0
""
83.0
24.0
""
189.0
138.0
""
""
30.0
207.0
54.0
144.0
""
528.0
105.0
61.0
224.0
142.0
161.0
""
""
141.0
""
""
140.0
100.0
68.0
25.0
""
64.0
918.0
""
70.0
""
147.0
82.0
58.0
""
108.0
""
""
227.0
368.0
114.0
""
61.0
""
257.0
""
333.0
""
39.0
""
35.0
22.0
2499.0
""
344.0
59.0
""
""
175.0
""
""
""
348.0
""
53.0
48.0
51.0
""
2970.0
""
""
42.0
""
""
1507.0
""
31.0
621.0
""
""
33.0
""
594.0
100.0
""
""
11456.0
53.0
79.0
""
""
162.0
""
""
222.0
37.0
""
800.0
57.0
""
1809.0
2029.0
""
2529.0
2303.0
743.0
656.0
46.0
518.0
174.0
795.0
36.0
""
""
""
1165.0
96.0
199.0
46.0
""
""
90.0
""
323.0
60.0
36.0
293.0
""
814.0
""
""
""
42.0
""
""
""
""
""
""
""
""
""
1133.0
""
49.0
""
""
793.0
""
""
""
""
""
""
""
""
126.0
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
20.0
""
1094.0
1233.0
32.0
109.0
1315.0
241.0
44.0
25.0
594.0
1824.0
451.0
5546.0
671.0
29.0
359.0
62.0
673.0
3032.0
34.0
70.0
49.0
248.0
75.0
171.0
57.0
""
3817.0
1195.0
53.0
24.0
510.0
""
""
36.0
83.0
21.0
36.0
118.0
136.0
2528.0
""
167.0
230.0
111.0
""
318.0
472.0
989.0
69.0
""
86.0
397.0
421.0
95.0
4353.0
69.0
89.0
361.0
50.0
2296.0
196.0
1911.0
173.0
1433.0
1163.0
211.0
123.0
512.0
115.0
228.0
639.0
79.0
59.0
60.0
50.0
677.0
45.0
52.0
37.0
69.0
""
30.0
26.0
296.0
""
80.0
103.0
118.0
44.0
1453.0
36.0
""
149.0
68.0
242.0
216.0
116.0
43.0
146.0
44.0
316.0
""
37.0
1790.0
213.0
31.0
86.0
491.0
43.0
2584.0
40.0
1590.0
164.0
185.0
286.0
116.0
305.0
51.0
163.0
""
""
191.0
6627.0
76.0
151.0
1091.0
447.0
94.0
""
93.0
103.0
133.0
75.0
""
305.0
213.0
27.0
38.0
5931.0
""
""
330.0
34.0
89.0
173.0
1278.0
""
202.0
145.0
37.0
93.0
81.0
37.0
538.0
608.0
79.0
58.0
58.0
40.0
168.0
52.0
51.0
129.0
81.0
42.0
367.0
83.0
709.0
64.0
43.0
598.0
""
122.0
69.0
119.0
54.0
61.0
189.0
41.0
191.0
104.0
31.0
90.0
""
1827.0
327.0
44.0
48.0
139.0
209.0
""
33.0
35.0
87.0
45.0
75.0
23.0
""
76.0
2021.0
307.0
""
118.0
77.0
391.0
38.0
63.0
233.0
71.0
35.0
59.0
48.0
95.0
115.0
284.0
183.0
125.0
""
67.0
374.0
63.0
91.0
""
141.0
46.0
171.0
196.0
112.0
249.0
108.0
43.0
""
""
69.0
45.0
91.0
103.0
120.0
""
651.0
""
20.0
35.0
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
69.0
89.0
""
21.0
""
""
""
""
""
401.0
""
""
""
""
25.0
20558.0
""
""
40.0
""
""
713.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
119.0
""
60.0
""
""
""
527.0
458.0
36.0
44.0
906.0
31.0
""
23.0
""
""
""
51.0
182.0
385.0
""
443.0
45.0
""
""
26.0
""
""
""
""
40.0
""
""
600.0
""
""
""
""
101.0
""
26.0
""
239.0
1554.0
""
415.0
""
""
""
""
74.0
""
""
191.0
""
""
""
""
""
22.0
1245.0
32.0
632.0
""
""
855.0
27.0
""
""
""
""
""
""
179.0
""
""
""
""
""
""
""
181.0
""
198.0
""
85.0
""
""
""
""
121.0
""
87.0
""
""
30.0
""
107.0
""
""
""
""
""
""
""
""
""
""
2746.0
212.0
""
244.0
3739.0
""
""
26.0
50.0
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
657.0
""
""
""
""
""
""
""
45.0
""
""
311.0
""
110.0
""
""
""
""
70.0
""
""
""
""
""
""
""
""
""
264.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
21.0
102.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
356.0
21.0
""
""
""
225.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
23.0
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
67.0
""
""
""
""
21.0
""
""
225.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
354.0
""
""
""
22.0
""
199.0
""
""
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
126.0
""
""
""
53.0
""
909.0
31.0
295.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1206.0
""
""
""
""
31.0
""
""
38.0
41.0
""
41.0
""
""
""
""
""
""
21.0
38.0
""
""
""
""
359.0
43.0
""
""
""
""
111.0
""
""
""
739.0
""
""
85.0
62.0
""
""
""
42.0
""
""
""
""
370.0
""
""
27.0
79.0
21.0
21.0
79.0
""
2840.0
40.0
""
185.0
""
""
""
""
""
""
""
""
""
""
""
48.0
""
158.0
""
""
60.0
""
31.0
""
""
37.0
60.0
""
20.0
""
""
""
""
24.0
54.0
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
55.0
55.0
31.0
""
""
39.0
21.0
""
28.0
173.0
38.0
""
25.0
""
""
38.0
200.0
69.0
289.0
100.0
158.0
171.0
206.0
562.0
2289.0
924.0
21.0
""
50.0
103.0
136.0
208.0
3010.0
99.0
134.0
153.0
148.0
65.0
444.0
344.0
118.0
2437.0
134.0
919.0
210.0
""
305.0
69.0
135.0
325.0
428.0
5846.0
1172.0
104.0
178.0
898.0
77.0
162.0
102.0
92.0
187.0
112.0
158.0
427.0
644.0
298.0
344.0
419.0
465.0
82.0
316.0
151.0
113.0
432.0
262.0
266.0
179.0
33.0
44.0
82.0
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
37.0
1216.0
3090.0
168.0
116.0
93.0
89.0
740.0
177.0
230.0
""
484.0
696.0
55.0
1712.0
9278.0
71.0
171.0
108.0
109.0
111.0
398.0
159.0
6744.0
69.0
47.0
174.0
""
162.0
24.0
466.0
41.0
380.0
""
218.0
257.0
1347.0
225.0
""
""
53.0
""
""
""
""
""
34.0
""
655.0
""
339.0
118.0
""
""
""
""
23.0
""
""
""
202.0
""
1880.0
""
""
""
""
""
""
""
647.0
""
""
""
23.0
244.0
436.0
""
973.0
""
""
