two_par_black_male_p25_se
""
0.050146997
0.10075662
""
0.12471192
0.070488051
0.098870955
""
0.065442935
0.061427116
0.095657997
0.048027519
0.099790171
""
0.057705659
""
0.11744253
0.046063367
""
0.10298927
""
0.084607206
0.075806074
0.061941411
""
""
""
""
0.11445848
""
""
0.067819379
""
0.070971832
""
""
""
""
""
0.11008485
0.055287857
""
""
0.05690546
0.03796602
0.077530384
0.079762183
0.079177141
0.070748866
0.075258479
0.049843781
0.047304615
""
0.067693368
0.095497593
0.041052278
""
""
""
""
""
""
""
""
""
0.057817712
0.028932473
0.036189985
0.056489866
""
0.045953304
0.084720388
0.031924531
0.041956343
0.1264759
0.054681044
""
0.041967709
0.029040761
0.037324831
0.026926875
0.035068009
0.04632201
0.06835591
0.084010109
0.074847288
0.087238006
0.049425662
0.12111907
""
0.0685426
0.1384813
0.097159639
0.069183938
0.095929772
""
""
0.12767458
0.10440169
""
0.093928374
""
0.064340651
""
""
""
0.0716189
0.031165067
0.022676084
0.05975442
0.039641201
0.046257567
0.032436986
0.071038827
0.033189859
""
""
""
0.14581409
""
""
0.052289382
0.076821335
""
""
""
""
0.12594882
""
0.1503091
0.06287387
0.065602362
0.11745149
0.084984109
0.11134174
""
0.049313929
0.11232174
0.049209747
0.071430862
0.054300237
0.077197239
0.098155469
0.083471358
""
""
""
""
0.105685
""
""
""
""
0.12688927
0.14523925
0.083071448
""
""
""
0.054823924
0.090496287
0.070146821
0.13894814
0.069271177
0.048287157
0.092254363
0.11109087
0.057507299
""
0.089000009
0.0669709
0.087130502
0.088660449
0.093346052
0.10453374
""
""
""
0.11984289
0.036789082
0.085084379
0.063284174
0.070838682
0.054832768
0.042783175
""
0.093336552
""
""
0.067862913
""
0.088812314
0.075106084
""
""
""
""
0.076709569
""
""
0.12313203
0.10395198
""
0.09424863
0.098500088
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12916902
""
""
0.071310349
""
""
""
""
0.12838133
0.047487024
0.064922348
0.063867874
0.09250731
0.080466002
0.11075626
0.1536795
0.072420105
0.041022196
0.030570799
0.1163145
0.046837892
0.040950924
0.03521407
0.026517196
""
0.050315082
0.048844133
0.052537408
0.081922308
0.062131945
0.033832729
0.031762183
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13042264
0.12920107
""
0.050295219
0.10660452
0.036989711
""
0.12002242
0.047479566
0.12504898
""
0.071901076
0.12490321
0.043305602
0.064732842
0.072440416
0.081621118
0.0786504
0.066369116
""
0.097709998
0.057740618
0.033337884
0.069748886
0.05123511
0.040248044
""
""
""
""
0.052338913
0.06321048
0.058081783
""
0.091832116
0.033185914
0.047345825
0.079986326
0.12724964
0.086258285
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040927358
""
""
0.079620369
0.077769086
""
""
""
""
0.12883869
""
""
""
""
""
0.098900594
""
0.09337943
0.095441729
""
""
0.038647838
0.03604991
0.047647122
0.079777747
0.064970963
0.042368256
0.058656499
0.027961005
0.063920125
0.065162562
0.05860775
0.080805115
0.085330822
0.048350543
""
""
0.10693894
0.11181479
0.058470543
0.058355208
0.082412377
0.092590056
0.041005105
0.085520461
0.12072077
0.088472426
0.031054718
0.066935197
0.047757555
0.033805609
0.032755148
0.061266534
""
0.13520786
0.076830998
""
0.12001576
""
""
""
""
""
0.084460363
""
""
""
""
""
0.02678542
0.02852227
0.026815761
0.02148339
0.024671726
0.020156793
0.024623722
0.02263716
0.029502805
0.018932972
0.022604991
0.030089239
0.021749413
0.029827507
0.029895205
0.029017946
0.04113989
