comcoll_other_male_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13237754
""
""
""
""
""
""
""
0.11142665
""
""
""
0.18797523
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.054093756
""
""
""
""
0.087919146
""
""
""
""
""
""
""
""
0.13048024
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12689748
""
""
""
""
""
0.037801057
""
""
0.080000095
""
""
""
""
""
""
""
0.15261936
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13711898
""
""
""
""
""
0.21082078
""
""
""
""
""
""
""
""
""
0.027989674
""
""
0.13636371
""
""
0.039988004
""
0.12190335
0.064081773
""
0.1542166
""
""
0.064379446
0.13138124
""
""
0.017796051
""
0.086786568
""
""
0.11473104
""
""
0.067825139
0.12419353
""
0.026780481
0.087449469
""
0.041994072
0.040913604
""
0.040309601
0.02779226
0.046677422
0.054171257
0.12011629
0.041009933
0.075518116
0.028084431
0.098007776
0.13063358
""
""
0.050110403
0.080098137
0.073948301
0.13836458
""
""
0.12383769
""
0.053875901
0.11223376
""
0.079856619
""
0.055270366
""
""
""
0.094435133
""
""
""
""
""
""
""
""
""
0.087167084
""
0.10612597
""
""
0.054535631
""
""
""
""
""
""
""
""
0.078042522
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1312298
""
0.065848969
0.068377487
""
""
0.060511835
0.11708548
""
""
""
0.092442885
0.20696077
0.13928106
""
""
0.14890465
""
0.10880566
0.048030131
""
""
""
0.14586408
""
""
""
""
0.078291357
0.14816301
""
""
""
""
""
""
""
""
""
""
""
0.062054671
""
""
""
""
""
""
0.16855428
0.11350384
""
""
""
0.20851515
""
""
0.090844631
""
""
0.083657898
""
0.059134457
0.16468981
0.096819676
0.17002314
0.063868217
0.12534483
""
""
""
""
0.145962
0.087467477
""
""
""
""
0.15690275
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.17132452
""
""
""
""
""
0.13640277
""
0.077462524
""
""
""
""
""
""
""
""
""
""
0.12645943
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1050592
""
""
""
""
""
""
0.077375084
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20545791
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14001745
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04123142
0.013693389
0.069651507
0.044249758
0.10702371
""
""
""
""
""
""
""
""
""
""
""
""
0.19119427
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14020565
""
