marr_24_black_pooled_p75_se
0.022573734
0.023539079
0.026068084
0.062273692
0.14748344
0.031005351
0.035849124
0.016706936
0.018334132
0.091358326
0.038452797
0.025493473
0.020635929
0.11795588
0.17278047
0.029517658
0.023014093
0.037183225
0.034509756
0.058366656
0.090636805
0.087842688
0.025435628
0.013611513
0.10797761
0.025886724
0.028488658
0.017573977
0.050557133
0.040411681
0.082530908
0.032333858
0.030931864
0.036597233
0.01511086
0.084479623
0.0039867433
0.07561145
0.023976834
0.026288481
0.013277531
0.024367824
0.031950712
0.010449279
0.0088146674
0.023951797
0.13252257
0.077980369
0.0062540295
0.031743038
0.006535308
0.017453823
0.041972011
0.02069274
0.033026401
0.04333308
0.015375814
0.035316691
0.019491892
0.030985344
0.016172932
0.036550004
0.0097771799
0.039451782
0.031393971
0.036697004
""
""
""
0.017868033
""
""
""
""
0.032538023
""
""
0.083732367
""
""
0.053540003
""
""
0.081054956
""
""
""
""
""
""
""
""
""
""
""
""
""
0.027560389
0.030816462
""
0.20845619
""
""
0.0066814884
0.062018052
0.085197046
0.01509216
0.035488285
""
0.068491451
0.046827435
0.016726138
0.038035389
""
0.077970579
""
0.038292497
0.14674619
""
0.042554736
0.039549779
""
""
0.098080315
0.031191394
0.045495763
0.026534567
0.061479121
0.0162219
0.054597456
0.048534282
0.030009029
0.031388123
0.032865234
""
""
0.027659226
0.045973904
0.24482808
0.029715346
0.048103608
0.059791237
0.064982176
""
0.05321151
0.010427685
0.2190581
0.074577525
""
0.037148356
0.068307005
0.03928338
0.14998181
0.044660978
""
""
0.020620681
0.011165625
0.062905788
""
0.078366213
""
0.026478734
0.13680485
0.023638211
0.10262717
0.11069015
""
0.035511188
0.12467185
0.0063811694
""
0.025453115
0.054072559
""
""
0.026768081
0.080630176
0.23619318
""
0.020156266
""
0.056065042
0.061362043
0.066350825
0.18792899
0.0034787459
""
""
0.043172587
""
""
0.0051065087
""
0.034437243
0.012895156
""
0.068654969
0.058166083
""
0.012783865
0.032235753
0.14143687
0.17182015
0.0019060934
0.042430982
0.02791569
""
0.09271159
0.021736583
""
""
0.018364772
0.036470093
0.14137955
0.0077063753
0.035782848
""
