kfr_asian_female_p25_se
0.038759641
0.045842964
""
0.022275213
0.030395744
0.084169768
0.013273422
""
""
0.022950776
0.030763634
0.010109748
""
0.03080659
0.02049502
""
""
0.039778538
""
""
0.02817169
0.019117311
0.040647402
0.063981272
0.012229991
""
0.036593467
0.025132453
0.011360101
0.066839784
0.077079535
0.039466027
0.013335599
0.01790938
0.085481293
0.016620282
""
0.05642318
""
""
0.028004076
""
""
""
""
0.081911489
0.0098723676
0.027987983
0.016785473
0.039200485
0.033688933
0.019595262
0.057610013
""
""
0.030906079
0.090359077
""
""
0.077667125
0.088291943
0.024968838
""
0.074572138
""
0.082190938
""
""
""
""
0.090376824
0.083383501
0.063298151
0.059891675
""
""
0.080830082
""
""
0.016311612
0.10192456
0.045916848
""
0.076832123
0.012729085
0.065793917
0.073028222
0.039010137
0.028822122
0.051997017
0.063846856
""
0.088427924
0.027041618
""
""
0.057711601
0.033764925
0.0083161993
0.020502785
0.022699431
0.0070026913
0.012470222
0.025149394
0.022210209
0.0086684814
0.025340211
0.011466414
0.071528532
0.028467296
0.029961009
0.038875196
0.020996651
""
0.020924533
0.021583365
0.022214228
""
""
""
0.033993345
0.076357566
0.07259661
0.043081891
0.089344643
0.025513176
0.029008716
0.072557919
0.072619289
0.086240701
0.006274336
0.056146078
0.032563791
0.074017845
0.026169371
0.072199062
0.03192376
0.030934023
""
0.043947313
0.030943502
0.02647268
""
0.071701065
0.063223243
""
0.036145333
0.071788505
0.070372745
0.10208962
""
0.023958573
0.052237816
""
0.015280343
0.019624438
""
0.034128845
""
0.077793784
""
""
0.032981519
0.0079642218
""
0.003518203
0.068431817
0.071704522
""
0.055181302
0.0067433598
0.019320002
0.062099647
0.030239094
0.067763291
0.14428078
0.027854897
0.014130691
0.071331628
0.10445204
0.085613504
0.06587185
0.017362738
0.085159361
0.068796694
0.014535344
""
0.12312286
0.027732758
""
0.089845173
0.037342396
0.018652048
""
""
0.067133315
0.046053004
0.049679931
0.021356322
0.059573211
0.024422409
0.036358863
0.073316596
0.053219818
0.042306971
0.025061648
0.015554218
0.049367379
0.056257721
0.03417566
0.052544791
0.036824074
""
""
0.025570635
0.02998006
0.047501173
0.010739264
0.066250667
0.077716097
0.09019985
0.068993613
0.070579693
0.070505686
0.011375611
0.038191013
0.04201889
0.043175437
0.015037603
0.031590026
0.028873036
0.027292939
""
0.045785464
""
0.070572689
""
0.048837077
""
0.13272774
0.063011929
0.045209926
0.047996406
0.026865408
0.06260521
0.086603761
0.032196391
0.015379997
0.053245168
0.027393561
0.011346589
0.031573564
0.047596347
""
0.045676403
0.063397422
0.067013375
0.016071703
0.05681112
0.022659598
0.064319208
0.018777406
0.015724454
0.01717755
0.015985373
0.0020397911
0.012454609
0.0032878651
0.0046675336
0.017171755
0.022714077
0.041092165
""
0.057485487
""
""
0.02514429
0.034474406
""
0.041063327
0.010973962
""
""
0.0050833304
0.015774168
0.056863375
0.019434612
0.0077507691
0.047568128
""
""
""
0.093822673
0.08299958
0.091718838
0.070058815
""
0.047485672
0.043400403
0.036297522
0.006023915
""
0.075705417
0.023768652
0.053819954
0.067343958
0.084848255
0.056771848
0.054928243
""
0.031914331
0.038815822
0.047163438
0.024831863
0.017921917
0.022788532
0.077979423
0.01642549
0.024649179
0.025341628
0.070206039
0.019628761
0.087193675
0.09202747
0.094232053
0.073288247
0.026822364
0.046964519
0.056550857
0.028833622
0.090515405
0.028419688
0.027883625
0.010947086
0.080115274
0.0034273518
