hours_wk_other_female_p100
""
""
""
53.077801
""
""
29.181736
""
""
""
""
27.781172
""
""
""
""
""
""
""
""
""
36.223103
""
""
29.836363
""
""
50.476418
31.859432
""
""
""
36.836185
26.465872
""
37.259224
""
""
""
""
""
""
""
""
""
""
37.749233
""
""
""
69.601967
30.660254
""
""
""
34.135662
""
""
""
""
""
24.527395
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.180614
""
""
""
""
24.744278
""
""
47.383881
31.046406
""
""
""
""
33.505692
""
""
""
""
32.15477
""
39.51437
39.001301
38.101852
21.731159
35.222221
32.27813
""
45.151421
""
""
""
""
23.370163
""
27.943213
19.179684
34.883171
""
""
""
""
""
""
""
""
""
""
""
""
""
27.937237
""
""
""
""
""
48.078781
47.817219
""
""
""
""
""
""
""
""
""
""
""
""
""
35.326496
""
""
32.620502
""
""
""
""
""
""
""
14.778701
35.9207
""
37.707977
""
""
""
""
28.931248
16.671267
""
34.993656
""
""
32.386902
20.091166
""
""
""
""
32.537514
""
""
30.608932
""
""
41.532227
""
""
31.733086
44.942177
""
""
""
""
""
31.965492
""
28.672691
4.6013346
""
""
""
28.563179
32.508617
""
""
""
""
28.875181
""
""
15.954913
27.54031
53.223705
34.765289
""
""
""
""
""
""
37.271301
""
""
""
39.84119
45.752644
27.027231
14.668161
""
""
""
""
""
""
""
""
""
""
""
27.593609
""
""
""
43.342068
""
""
33.655182
48.525528
""
""
""
""
""
42.430794
""
50.508934
""
41.234119
27.933041
27.974421
23.660849
34.977654
29.758934
36.391434
33.030083
7.7144756
31.333986
""
""
""
""
""
27.71146
""
""
""
44.003075
""
""
37.216057
35.101635
""
37.358532
35.788906
""
""
""
""
""
""
""
""
""
""
""
53.844387
33.049385
""
45.635597
""
""
""
""
""
""
""
""
""
""
""
36.701614
36.569138
""
40.416294
""
""
""
36.856537
""
""
""
""
""
""
""
39.408085
""
29.218466
23.044006
38.661655
""
32.066505
36.305389
""
""
37.45639
""
""
""
36.389507
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.935383
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.856079
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.049248
""
""
""
27.0352
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.924553
""
""
""
""
""
""
36.140324
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.648273
37.427849
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.531578
34.347504
38.433346
""
""
""
""
44.811047
""
26.459641
""
""
""
""
21.042749
""
42.4016
""
35.246735
""
""
41.17799
40.869404
25.752628
""
22.126617
30.674007
""
""
32.030861
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.013962
""
42.64658
""
""
""
""
""
""
""
""
""
""
""
44.205524
""
""
34.948177
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.540653
31.405176
28.111492
""
""
""
""
32.07296
""
""
38.975964
""
32.566254
34.329124
18.760113
""
""
""
""
29.979691
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.469238
""
""
""
""
""
34.423698
31.018301
35.177456
""
42.099586
""
""
""
41.296318
""
28.458134
""
30.858425
""
""
""
6.1772685
""
""
37.316376
""
""
29.476618
""
""
""
""
""
""
""
14.571768
37.801601
""
""
""
""
""
""
""
""
22.226309
""
""
22.79071
""
37.206463
""
""
35.957855
32.681667
19.615259
32.286976
28.260687
31.382215
""
""
""
27.667448
39.196522
31.727812
31.258953
""
""
30.745306
""
36.562954
30.638781
""
""
""
""
40.668762
""
30.765757
32.295235
""
29.064564
""
""
46.30032
""
""
""
""
""
""
""
""
31.400682
