working_other_pooled_p75_se
0.052948698
0.057411715
0.18629748
""
0.10189783
""
""
0.044422001
0.14849681
0.15547451
0.22507215
""
0.14429735
""
""
0.061707441
0.089163922
""
""
0.12582521
""
0.11080786
0.053688057
0.076584734
0.083822891
0.065675735
0.11074269
0.089584634
""
""
0.13264869
""
""
0.11953256
0.063990533
0.071492545
0.028534187
""
0.10614033
0.049734008
0.067330383
0.058638867
""
0.14267853
0.024868742
""
""
0.085729919
0.038297597
""
0.039943721
0.053675503
""
""
0.11388195
""
0.0717002
0.10744978
0.053961322
""
0.067829676
0.10367525
0.075025417
0.11505664
""
""
""
""
""
0.013683528
0.11787419
""
""
0.12876461
0.025177693
""
""
0.03674297
0.054340623
0.068867363
0.096570432
0.21763021
""
0.04180792
0.11033551
0.155705
0.18063356
""
0.14232627
0.073412441
""
""
0.17329742
""
""
0.11944064
0.094512664
0.031782988
0.042261306
0.07787659
0.091185398
""
0.10211171
0.0090074642
0.047462553
0.057392836
0.015386418
0.042257316
0.15248865
0.05071114
0.038179517
""
0.097645812
0.060322136
0.034774754
0.050349444
""
""
0.15672654
""
""
0.15636092
0.65555817
""
""
0.16201729
0.092022233
0.077404134
0.067126386
""
""
""
""
0.063307494
0.098446436
""
0.067875646
""
0.14333135
0.15521231
0.14275706
0.10992233
0.097287372
""
""
0.054717083
0.22265266
""
""
""
""
0.086888611
0.14625221
0.060842291
0.17338146
""
0.05570044
0.13448328
""
""
""
0.088978492
0.14783023
""
0.22425631
""
0.09365125
0.14260127
0.077260219
""
0.027087256
0.12195858
0.14050947
0.061610356
""
""
0.042711299
0.23654528
0.64548874
""
0.17047618
""
0.043257397
0.10779364
""
0.14729522
0.0070072883
""
0.076597869
0.033310249
0.081375845
0.12945884
0.0084317569
0.092408411
0.026654158
0.016849315
0.10438388
0.036939718
0.055713952
0.12758313
0.016306898
0.031740658
0.076340206
0.081248149
0.0045869695
0.039240062
0.019907316
0.098804399
0.049474653
0.027543055
0.10277575
""
0.015492789
0.035569441
0.042081319
0.0067921882
0.019229136
0.087370887
0.0096628936
0.0080286581
0.056190666
0.0084861079
0.0061762254
0.011605362
0.012571429
0.026695672
0.0091327876
0.018990923
0.0068612006
0.023165071
