comcoll_natam_female_mean_se
""
""
""
""
""
""
""
""
""
""
""
0.075671494
""
""
""
""
""
""
""
""
""
0.028892558
""
""
0.098637842
""
""
""
0.099114545
""
""
""
0.10233728
""
""
""
""
""
""
""
""
""
""
""
""
""
0.080229208
0.062713213
""
""
0.10037543
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.075802922
""
""
""
""
""
""
""
""
""
0.077406704
""
""
0.10498071
0.11903799
""
""
0.097021542
""
0.090711564
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.091120966
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.091470838
""
""
""
""
""
""
0.11182152
0.11446489
""
""
""
""
""
""
""
0.085711464
""
0.064782076
""
""
0.051810104
""
0.049305208
""
""
""
""
""
""
0.071950182
""
0.078009799
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11529027
""
""
""
""
""
""
0.095003873
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061616257
""
0.057576537
""
""
""
""
""
""
""
""
""
""
""
""
0.071545281
""
0.092740163
0.080564588
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068986468
""
""
""
0.086545825
""
0.10340096
""
""
""
0.064077407
""
""
""
""
""
""
0.046382573
""
0.055347193
""
""
""
""
""
""
""
""
""
""
""
0.076834299
0.075999476
0.07007134
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068669647
""
0.069072738
""
""
""
0.0886603
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.051829342
""
""
""
""
""
""
""
""
""
""
""
""
""
0.093990318
""
0.072440557
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066279098
""
""
0.10311553
0.10085543
""
""
0.047987968
""
""
""
0.083701491
""
""
""
""
""
""
""
""
""
""
""
""
""
0.080729395
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.069008641
""
""
""
0.048885815
""
""
""
0.088360615
""
""
""
""
""
0.070595518
0.087630302
""
""
""
0.10055035
""
""
""
""
""
""
0.11728288
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050382949
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.069267318
0.068370491
""
""
""
""
0.05121332
""
0.071368098
""
""
""
""
""
""
""
""
0.045280602
""
""
0.035508018
0.026613912
0.04522999
0.085992821
0.019356089
0.055839252
""
0.0909767
0.094985373
0.068923205
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064047702
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.063148513
0.053853657
""
""
""
""
0.063608274
""
""
0.056273095
""
0.065607063
0.024106717
0.049014613
0.070765026
""
0.052379064
""
0.035709694
""
""
0.028561061
0.031126494
0.055539869
""
""
""
""
0.013958876
0.026160806
""
0.0432413
0.082501978
0.08673197
""
""
""
""
0.058579672
0.07942304
""
""
""
0.065894067
""
""
""
""
""
""
""
0.091026977
""
""
""
""
""
""
""
""
""
0.04481677
""
""
""
0.028273679
""
0.023864593
0.0037264649
0.029912328
""
""
0.023362501
0.032260351
0.088719681
0.021517476
""
""
""
0.099481463
""
""
""
""
""
""
""
""
0.059407011
""
0.074241877
""
""
""
""
""
""
0.066741258
""
""
""
0.088397063
""
""
0.11332743
0.10842765
0.09043856
0.060325135
0.082539335
0.051976345
0.094986498
0.053451404
""
""
0.042642195
0.072165892
0.05925544
0.052353106
""
0.075195536
0.052897137
0.06516102
""
0.032009218
""
""
""
""
0.087228015
0.076124594
""
0.058326248
""
0.066600211
""
0.046654917
0.067728087
""
""
""
""
""
""
0.068415947
0.081462324
0.026780939
