staytract_white_male_mean_se
0.0032331725
0.004915196
0.010682912
0.0026945795
0.0035195695
0.0094783092
0.0025415686
0.0089313881
0.010673002
0.00435232
0.0038623768
0.0020550981
0.01055397
0.0065031997
0.0039020765
0.011859936
0.014624567
0.0038645866
0.01125755
0.011986256
0.0038205998
0.0036001529
0.0043145847
0.0064815311
0.0021220227
0.014439646
0.0064124451
0.0035929091
0.002195636
0.0085931234
0.0081461752
0.0050010672
0.0024277119
0.0030795226
0.010147129
0.003553651
0.0086435797
0.0070746676
0.018512204
0.017740658
0.0037944787
0.0096663944
0.013405838
0.018797068
0.011646612
0.01022094
0.002291895
0.0048658722
0.0029441998
0.0061354404
0.0042543723
0.0034837322
0.0053451885
0.021830115
0.01576123
0.0036465386
0.00981496
0.017559947
0.016792051
0.0071727228
0.008613673
0.0029253326
0.013815094
0.0078536533
0.0068949936
0.0073858569
0.013144157
0.0097530987
0.0087735206
0.0074196924
0.010973332
0.0090711415
0.0092994394
0.0057440437
0.0085743954
0.011867145
0.0062319962
0.0072942656
0.011924597
0.0023910301
0.0079216082
0.0057148803
0.0080179051
0.0054793558
0.0019964029
0.0062354761
0.0061889309
0.004774862
0.0033465119
0.0046029524
0.0052416907
0.0083115045
0.0075059603
0.0034096276
0.0077870903
0.012528853
0.0054038074
0.0038647226
0.0014981318
0.0030147487
0.0024344823
0.0017614003
0.0019746278
0.0025767169
0.0026534293
0.0018064856
0.0029153985
0.0020905475
0.0069177193
0.0036346156
0.0045056525
0.0059824977
0.0031308283
0.013912119
0.0031220892
0.002584785
0.0035128056
0.01599237
0.015855983
0.015684523
0.0056057624
0.00843501
0.0084701972
0.0084088286
0.0093157561
0.0039499961
0.0039506308
0.0093016978
0.010736615
0.010856579
0.001256019
0.0069290646
0.0054661031
0.0089073852
0.0045279767
0.0070439321
0.0035790436
0.0048670038
0.013081659
0.0075575286
0.0041228416
0.0049971142
0.015742341
0.010983189
0.0067003719
0.014181877
0.0051270053
0.0074817501
0.0095002837
0.0099189281
0.0067105484
0.0025158154
0.0057582762
0.01583942
0.0026900112
0.0033904857
0.010992282
0.0041240845
0.0095514525
0.0060594352
0.016900713
0.0096734017
0.0039288267
0.0015825771
0.013413251
0.0011490145
0.00580526
0.005930562
0.010111333
0.0035456116
0.00096700224
0.0029303983
0.0055523245
0.0027643191
0.005760903
0.008290994
0.0028592427
0.0017737077
0.0051161153
0.0069933138
0.0064902133
0.0058323205
0.0018658901
0.0061086062
0.006306476
0.0014677915
0.010674994
0.0055814087
0.0031474242
0.01244452
0.0079581933
0.0050303382
0.0021048214
0.010039613
0.008698687
0.0052458178
0.0039570308
0.003978488
0.0022164297
0.0063820113
0.0025528159
0.0033173049
0.0055138478
0.0045755366
0.0033560276
0.0026281944
0.0016917323
0.0052889981
0.0042470642
0.0035675219
0.0044306736
0.0033530667
0.0095285475
0.0093495585
0.0026552666
0.0024823006
0.0030782917
0.0013212414
0.0049580294
0.0049542012
0.0064504007
0.0052223387
0.0048348643
0.0066392156
0.0016588875
0.003516993
0.0043867691
0.0035960691
0.0014657045
0.0024600194
0.0026535466
0.0036328775
0.010851431
0.0049084006
0.012103922
0.006662678
0.011107951
0.0042255828
0.015536924
0.0066349553
0.0041081617
0.0060531283
0.0055529443
0.003555187
0.006259412
0.0062317047
0.0047546825
0.0020692386
0.0058021513
0.0038962697
0.0014553639
0.0036633699
0.0048791906
0.010955877
0.0045644022
0.00591574
0.0069513815
0.0022279506
0.005328998
0.0026044073
0.0047177575
0.002824862
0.0020735646
0.0021251887
0.0026067134
0.0010769747
0.0021438198
