hours_wk_white_pooled_p75
33.15379
34.776421
34.290764
32.485947
33.609226
34.159489
33.381733
35.404591
34.299706
33.399399
33.085262
33.837498
32.505074
32.754848
33.388264
29.672968
37.697956
33.233727
33.005966
34.425331
34.933403
34.066807
34.446762
35.026684
34.158028
35.213375
34.112011
33.245663
34.214794
33.460476
38.111763
34.595142
34.088093
34.926678
35.039539
32.573883
37.519714
32.283623
36.552895
29.982426
33.464996
34.296848
32.986893
35.159122
33.127434
35.001137
34.35442
35.995003
34.777905
32.894978
32.528866
35.18338
34.910301
36.980061
33.818424
33.42556
30.648283
33.209476
32.087467
35.536583
35.18251
34.135319
31.348145
32.735695
31.294823
32.139549
31.089682
31.117279
33.810928
35.49931
35.656109
35.411804
36.246155
34.48925
32.434834
36.031788
34.745972
32.573288
33.508648
33.210136
32.707672
34.130493
37.166843
33.299248
33.75536
34.080284
32.157436
32.890114
32.103344
33.06506
33.25066
34.105465
33.086502
33.03968
31.133709
31.57707
34.013481
32.600029
32.948608
32.296925
33.752254
33.92495
33.625412
33.741577
33.020725
32.919399
32.20689
32.746494
34.199192
32.801517
32.157234
34.130165
34.671616
32.873192
34.118702
33.065132
33.404675
34.108379
35.271332
34.925861
34.546726
35.620014
33.56036
35.907116
34.69408
35.082581
33.88998
36.588142
34.316963
33.852829
33.79834
32.607601
33.401535
35.179066
33.890572
33.99921
33.62183
33.025814
37.242832
31.832581
33.957344
33.987011
34.277927
33.442627
33.636391
37.155804
34.4146
34.915863
35.951214
35.494278
32.805962
32.821419
34.992664
34.691322
32.663403
33.234249
32.222107
34.001156
37.22588
33.254608
36.190701
31.04525
32.581367
34.131039
36.909534
34.434937
33.138382
34.702415
34.243801
32.557091
33.291386
33.988777
34.675697
34.082195
34.471764
33.461407
33.650864
33.169434
33.374577
34.410034
33.784195
34.476952
33.763519
33.801727
32.525452
33.908283
33.688446
34.713924
34.064507
32.806244
34.854244
33.890865
33.826492
35.966282
35.508087
34.768936
36.153969
35.765511
33.706169
35.036949
33.606731
33.039299
33.945549
32.721973
33.274197
34.071686
33.944263
32.808762
33.190636
34.421253
33.500687
35.957535
35.007965
34.46413
33.323753
