comcoll_other_male_mean
0.082781069
""
""
0.4039335
0.26101267
""
0.26380721
""
""
""
""
0.33965513
""
""
""
""
""
0.35396826
""
""
0.41936728
0.3415958
0.57952631
""
0.42328683
""
""
0.46815404
0.34767857
""
""
""
0.34105411
0.44013503
""
0.32649431
""
""
""
""
""
""
""
""
""
""
0.40623555
""
0.37961194
""
0.16051152
0.18759666
""
""
""
0.47975037
""
""
""
""
""
0.36716986
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.456725
""
""
""
""
0.33360657
""
""
0.26152229
0.33298546
""
""
""
""
0.4200561
""
""
""
0.40266559
0.38770935
0.24655807
0.49680838
0.44214725
0.39506885
0.31598139
0.36892769
0.3939783
0.23428604
0.26961476
""
0.30970532
""
""
0.42343453
""
0.3571144
0.42926562
0.3197771
""
""
""
""
""
""
""
""
0.37449819
0.39793643
""
""
""
0.45362049
""
""
""
""
""
0.42216763
0.58430833
""
""
0.39648962
0.32031032
""
""
""
""
0.24334997
""
""
""
""
0.38951176
""
""
0.43406111
0.29492292
""
0.26722923
""
""
""
""
0.46819401
0.42338189
""
0.56274325
0.28685886
""
""
0.24342614
0.39559501
0.44259897
""
0.3146885
""
""
0.29969269
0.32851198
""
""
""
""
0.41590098
""
""
0.37662259
""
""
0.59962833
""
""
0.32832623
0.39047045
""
""
""
""
0.066405125
0.41218698
""
0.3567678
0.27498788
""
""
0.21814577
0.34343454
0.41721594
""
""
0.49477324
""
0.4812583
""
""
0.41011828
0.42255038
0.25496495
0.45967612
""
""
""
""
""
""
0.38533133
0.29143944
""
0.41113636
0.47568724
0.31271505
0.34731734
0.3230125
""
""
""
""
""
""
""
""
""
""
""
0.41727379
""
""
""
0.34103209
""
0.6251384
0.37789148
0.37224585
0.30318376
""
0.23800398
""
""
0.47374293
""
0.31406045
""
0.51050127
0.37092796
0.36610034
0.40990105
0.51383919
0.42617494
0.59349513
0.45940614
0.33046946
0.35614413
""
""
0.43949425
""
""
0.28498662
0.56423068
""
0.33635792
0.33804038
""
""
0.48194009
0.42951098
""
0.41656846
0.50787687
""
""
""
""
""
""
""
""
""
""
""
0.28479436
0.40441671
""
""
""
""
""
""
""
""
""
""
""
""
0.27757683
0.37421167
0.25734618
""
0.34498417
0.52256948
""
""
0.37040845
""
""
""
""
0.3882466
""
""
0.19921404
""
0.20637198
0.44177926
0.34496245
""
0.4918969
0.35260946
0.44362652
""
0.37052482
""
""
0.29665056
0.42673221
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38073581
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30632272
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49783418
""
""
""
0.34528977
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4046101
""
0.33793396
""
""
0.48210686
""
""
""
""
""
""
0.456276
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.19763044
0.45938313
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35730627
0.40876102
0.27842528
""
""
""
""
0.23110981
""
0.34974703
""
""
""
""
0.25297275
""
0.16666588
""
0.22836901
""
""
0.3371436
0.33181566
0.30766571
0.24756639
0.26939291
0.19043133
""
0.29029191
0.44127232
""
""
""
""
""
""
""
0.67909026
""
""
0.43939885
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51265258
""
0.43592164
""
""
""
0.24319088
""
""
""
""
""
""
0.32792488
0.45440301
""
0.43139639
0.47715497
0.37957546
""
""
""
""
""
""
""
""
""
""
""
0.45615613
""
""
""
""
""
""
""
""
0.51414043
""
0.30464455
0.28060287
0.44146743
""
""
""
0.14650621
0.17945753
""
""
0.23666541
""
0.39657968
0.36112702
0.31619379
0.27963659
""
0.29379284
""
0.23512031
""
""
""
""
""
""
""
""
""
""
""
""
0.20962545
""
""
0.45883092
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51244283
""
""
""
""
""
0.41956156
0.44399488
0.27769762
""
""
""
""
""
0.33879825
""
0.37970108
""
0.40329811
0.44456008
""
""
0.42213795
""
""
0.35362741
""
""
0.44395894
""
""
""
""
""
""
""
0.43342373
0.29328376
""
0.2867814
""
""
""
""
""
""
0.45648953
""
""
0.1614587
0.27179241
0.30325967
""
0.33500606
0.34486371
0.31885359
0.42813131
0.26176208
0.38523808
0.56463057
""
""
""
0.36290503
0.36490133
0.4847759
0.28819573
""
""
0.44781551
""
0.46288142
0.4614633
""
""
""
""
0.33372575
""
0.32422534
0.37439254
""
0.39481333
""
0.4650616
0.5227161
""
""
0.46400931
""
""
""
0.47264454
0.32625255
0.42188597
