kfr_imm_pooled_female_mean
0.63645196
0.70435971
""
""
""
""
""
0.46500275
""
""
""
""
""
""
""
0.53788406
""
""
""
""
""
""
0.48047608
""
0.395991
0.47220147
""
0.69224459
""
""
""
""
""
""
0.50708789
""
0.59733611
""
""
""
0.61655581
0.71355414
""
""
0.56676221
""
""
0.51008552
0.54508412
""
0.58308077
0.65730286
""
""
""
""
0.44227284
""
0.65139359
""
""
""
0.66726583
""
""
""
""
""
""
0.49275666
""
""
""
""
0.57984388
""
""
0.53425515
0.50064605
""
0.29522669
""
""
0.37828523
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49353391
0.52287692
0.48036671
""
""
0.57806998
0.52372855
0.44690657
0.56380481
0.47466314
0.43585926
0.43166766
0.50704879
0.4764505
""
""
""
0.51195353
""
""
""
""
""
""
""
""
""
""
""
""
0.45083731
""
""
""
""
""
0.47566348
""
""
0.52886963
""
""
0.35357651
""
""
""
""
""
0.40333161
""
""
""
""
""
""
""
0.57504314
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4855884
""
0.56186497
""
""
0.51406401
""
""
0.60150146
0.44035351
""
""
""
""
0.53436649
0.56515253
""
""
0.63495672
""
""
0.47786346
0.50337064
0.49064529
0.6174733
""
0.58750236
0.48780563
0.49581784
0.54037327
0.46869874
""
0.50803626
0.49285987
0.4950045
0.54857016
0.5377863
0.47167578
0.60721898
""
0.44705442
0.50774378
""
""
0.51229072
0.58070362
0.53082514
0.57905221
0.60559064
""
0.49691775
0.56565803
0.52068102
0.52634895
0.54729819
0.63055784
0.5323987
0.57277834
0.62434667
0.55354428
0.65715528
0.52857155
0.57294452
""
0.63227564
0.58261669
0.55211389
0.54382724
0.55614382
0.47141522
""
0.48552829
0.55781454
0.55099243
0.5429126
0.52985108
0.52018261
""
0.59147853
""
""
""
0.57637429
0.57846475
""
""
""
""
""
""
""
""
0.49582666
""
0.62251288
""
""
0.52669978
0.4087162
0.46743223
""
""
""
""
""
""
0.59973937
""
""
""
0.52801991
0.58765805
""
""
""
0.52583212
""
""
""
0.51564544
0.5684998
""
""
""
""
""
""
0.56576294
""
""
""
""
""
""
""
""
""
""
0.55129635
""
0.60349715
0.56335968
0.64163703
0.6408999
0.56735754
0.52839512
0.59006983
0.50934541
0.51809555
0.61480743
0.54447317
0.53562623
0.5685243
""
0.51979685
""
0.52629751
0.51546985
""
0.52364081
0.47262889
0.5194962
0.49583504
0.50986522
""
""
0.54701245
0.5306558
0.50581872
""
0.35560623
""
""
""
""
0.44564584
0.47120148
0.48507842
0.44533166
0.50897944
""
0.50144231
""
""
""
0.53937232
0.51728201
0.59939802
""
""
""
0.51470637
0.49827993
0.54711419
0.51550192
0.51341748
0.48867172
0.52562755
0.4206045
0.49161059
0.43871126
0.50163734
0.53425139
0.53886831
0.47410142
0.47546896
0.56261313
0.48311481
0.53212643
0.52964884
0.533912
""
""
""
""
0.52938432
""
0.4406248
""
""
""
""
""
""
""
0.48813432
0.63072896
""
""
0.60088909
""
""
""
0.57334507
""
""
""
""
0.53177392
""
0.60854816
""
""
0.53569621
0.46518388
""
0.55665857
0.59651124
""
0.4846983
""
0.6048193
""
""
0.65616739
""
0.56750149
""
""
""
""
""
0.5302515
""
""
0.42951724
0.57452387
""
""
""
""
""
""
""
0.64549887
0.41757834
0.6026684
""
0.59790981
""
""
0.58707398
0.56210136
""
""
0.58324224
0.35270035
0.48854452
""
""
""
""
""
0.51657826
0.53944409
""
0.48298278
""
""
""
""
""
""
""
""
""
""
0.52230734
""
""
0.5429101
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52101183
0.52458417
0.64058268
""
0.42902285
""
""
""
""
0.47714034
""
""
""
""
""
0.52673644
0.44004384
""
""
""
0.4854224
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44511557
""
""
""
""
""
0.50148147
""
""
""
""
""
""
""
0.4528375
""
""
""
""
0.53111833
0.56882614
0.59102809
0.54595107
0.54006159
""
0.47887883
""
""
0.50687456
""
""
0.52305943
0.52284223
""
""
""
0.44423527
""
0.45549566
""
""
""
0.53883356
""
""
""
""
""
0.53283483
0.55742079
0.53716636
""
""
""
""
0.52101916
0.50895739
0.67270333
""
""
""
""
""
""
0.51988691
""
""
0.56282419
""
""
0.43590426
""
0.52994108
""
""
""
0.62961757
""
""
""
""
""
0.57388806
""
""
0.57938546
""
""
0.66281092
""
""
""
""
""
""
""
""
""
0.59016079
""
""
""
""
""
0.43450525
0.55954152
""
0.57923973
""
""
""
0.55029899
0.5651685
0.57812947
""
0.60526705
0.58252853
""
""
""
""
""
0.62381572
0.56334805
0.45286953
""
0.52048266
""
""
""
""
""
""
""
""
""
""
0.60054719
0.58352506
""
""
""
""
""
""
""
""
0.52526689
0.54352939
""
0.60630918
""
""
""
""
0.5794481
0.54339409
""
0.47935703
""
""
""
""
""
