comcoll_black_female_p25_se
0.073579349
0.065720275
0.059478719
""
""
0.074832939
0.065407455
0.04882817
0.053165603
""
0.1177955
0.10580187
0.080325991
""
""
0.078824304
0.064429946
0.10457777
""
0.060446538
""
""
0.056084298
0.046111915
""
0.064583786
0.072070405
0.055653475
""
""
0.12625305
0.079287156
0.075751655
0.073993117
0.032376982
""
0.015430239
""
0.053189509
""
0.044256743
0.061378278
0.066110291
0.053813964
0.035903793
0.068030871
""
""
0.021789044
0.091048092
0.022074185
0.069309726
0.095447131
0.059664171
0.055941623
""
0.058062449
""
0.12552612
0.06938801
0.049488764
0.064683765
0.037952099
0.12722874
""
0.053111091
""
""
""
0.076103494
""
""
""
""
0.088915363
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13565747
""
""
""
""
""
0.027918531
""
""
0.064020425
""
""
""
""
0.05823658
0.091629542
""
""
""
0.10276402
""
""
0.097774722
0.12620182
""
""
""
0.086276487
""
0.096921943
""
0.04147882
0.11002685
""
0.084152564
0.12382162
0.099813312
""
""
0.091918804
""
""
0.092752986
0.10533188
""
""
""
""
0.038796425
""
""
""
0.097692303
0.067770094
""
""
0.12643047
""
""
0.062039927
0.048617173
0.096113011
""
""
""
0.082365476
""
0.059658576
""
""
""
""
""
0.024749612
""
0.073301822
0.12560602
""
""
0.087483667
""
""
""
0.058519077
""
""
""
0.072036408
""
0.022722676
""
""
""
""
""
0.0351163
""
""
0.040271942
""
""
""
""
0.051154207
0.13485573
""
""
0.010762908
""
0.15562953
""
""
0.097150199
""
""
0.087919489
""
""
0.05118724
""
""
0.032962576
0.028723029
""
0.025236882
0.026643109
0.040984552
0.047854587
""
0.053940915
0.10156333
0.047856871
""
""
""
""
0.044375487
""
0.091228053
""
""
""
0.11124702
""
0.086433932
""
""
0.059983384
""
0.053652834
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036111213
""
""
""
""
0.043953888
""
""
""
""
""
""
""
""
0.1446625
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
