kir_stycz_asian_male_mean
0.45499498
0.40989485
""
0.51061922
0.47906473
""
0.45688197
""
""
0.4696148
0.47377428
0.52209359
""
0.45919979
0.51550937
""
""
0.54698354
""
""
0.47955811
0.48011217
0.39957663
""
0.55799919
""
0.43618321
0.44114676
0.56528324
""
""
0.55402774
0.5244894
0.54623771
""
0.47604442
""
""
""
""
0.54436415
""
""
""
""
""
0.52918589
0.5366478
0.55288905
0.53651434
0.52822721
0.51629084
0.57604074
""
""
0.47501856
""
""
""
""
""
0.55043513
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54578894
""
0.38810048
""
""
0.51730877
""
""
0.50453377
0.54194927
""
0.41398081
""
""
0.50795448
""
""
0.49144593
0.52657145
0.52306604
0.50286996
0.49987561
0.5406341
0.56153429
0.48044041
0.49552491
0.54326034
0.50357807
0.52960974
""
0.46538168
0.42755118
0.5067358
0.53879678
""
0.53142554
0.4652403
0.52108878
""
""
""
0.50419307
""
""
0.54631978
""
0.58373863
0.47055423
""
""
""
0.5591169
""
0.48382252
""
0.50048947
""
0.51259047
0.47324625
""
0.43411526
0.44832236
0.45736974
""
""
0.53384894
""
0.49011573
""
""
""
""
0.53817457
0.64309162
""
0.4656938
0.5466854
""
0.54973155
""
""
""
""
0.56604469
0.6068849
""
0.6620307
""
""
""
0.48070937
0.5731613
0.53512752
""
0.40125671
""
""
0.49735099
0.49988201
""
""
""
""
0.50524998
""
""
0.55725068
""
""
0.53996879
""
""
0.53341067
0.54016304
""
""
""
0.4573319
0.49159437
0.51209909
""
0.54716647
0.52192497
0.48716649
0.45671973
0.49266174
0.49608681
0.55033213
0.52003813
0.50487989
0.44771048
0.56509143
0.53536773
""
""
0.62306327
0.4689917
0.50146586
0.56582463
""
""
""
""
""
""
0.57073659
0.46877882
0.52452254
0.55517197
0.54165369
0.55670065
0.47984946
0.49448699
""
0.56547135
""
""
""
0.47188109
""
""
0.5445326
0.54117388
""
0.5492059
""
0.67323345
0.50796694
0.51560658
""
0.53487635
0.5369184
0.47805423
0.55892652
""
0.41854221
""
""
0.53258842
""
0.53839755
0.44795579
0.56557059
0.56371659
0.55971092
0.55838174
0.61266273
0.59127969
0.65834641
0.58521277
0.57342428
0.51621252
0.4393197
""
0.50504911
""
""
0.49944067
0.53297889
""
0.53492153
0.54814637
""
""
0.61259347
0.58730686
0.47289881
0.48168293
0.58714819
0.55894613
""
""
""
""
""
""
""
""
0.54111838
0.57207352
0.47613257
0.57574546
""
""
0.4963665
0.52749532
""
""
0.5251438
0.5596388
""
0.5006237
0.51600617
0.43620077
0.5224781
0.49954587
0.50653386
""
0.48229459
0.47437984
0.45711038
""
0.53231651
0.47538623
""
""
0.58793962
0.49412814
0.49718654
""
0.52254641
""
0.55553102
0.50048524
0.53839731
0.61956054
0.63719213
0.49585664
0.44366527
""
0.54804057
""
""
0.54511756
0.49744752
""
""
""
""
""
""
""
""
""
""
""
0.50331491
""
""
""
""
""
""
0.51535434
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46523228
""
""
""
""
""
""
""
""
""
0.41635779
0.46759504
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46671835
""
""
0.42680722
""
0.55029982
""
""
""
0.46943912
""
""
""
""
""
""
""
""
""
""
""
""
0.38713208
0.50071985
""
0.55970782
""
""
0.58257753
""
""
""
""
""
""
0.51622927
""
""
0.56156111
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51810044
0.56471676
""
""
""
""
""
""
""
""
""
""
""
0.44458392
""
""
0.50343335
0.41040957
0.58521354
""
""
""
0.62363809
""
""
0.54893786
""
""
""
""
0.43319556
""
0.48158661
""
0.50108045
""
""
0.43397644
""
0.49760163
""
0.56451547
""
""
""
0.49036059
""
""
""
""
""
""
""
0.50762242
0.49349347
""
0.42280996
""
""
""
""
""
0.59318328
""
""
""
""
""
""
0.59551555
""
""
0.59821391
""
0.53949487
""
""
""
0.62448281
""
""
""
""
""
0.50309408
0.55604017
0.59113491
0.61820906
0.55168259
0.63781023
0.559901
0.47234109
""
0.44094476
""
""
""
""
""
""
""
""
0.48753572
""
""
0.50284982
""
""
""
""
""
0.53590459
""
0.45189604
0.54398429
0.61550611
0.33324391
0.57194585
0.57380569
0.54631311
0.51241165
""
""
""
""
""
0.57039809
""
0.640185
""
""
""
0.58493495
""
""
""
""
""
0.47027773
0.55505931
""
0.64195561
""
""
""
0.54995203
""
""
0.43493134
""
""
""
""
""
""
""
""
0.49589232
""
""
""
""
""
""
""
""
0.48748136
""
""
""
""
0.60485268
0.5382266
0.58495468
""
0.58735752
""
""
""
0.54360908
""
0.57909781
""
0.52907729
0.60840154
""
""
0.50346035
""
""
0.54020572
0.55769444
""
0.510427
""
""
""
""
""
""
""
0.55431283
0.57408863
0.58866918
0.40327874
""
""
""
""
""
""
0.50870657
""
""
0.42919481
0.32014492
0.53468865
""
0.53999096
0.50513715
0.53226113
0.50349367
0.49546859
0.54794383
0.63275564
""
""
""
0.55313104
0.54308969
0.63812929
0.54043341
""
""
0.57946664
0.49433583
0.58676445
0.59527993
""
0.47779363
""
0.55513769
0.47697866
""
0.50874829
0.5642274
""
0.49914563
""
0.53768599
0.54720211
""
""
0.4543592
""
""
""
0.51776761
0.41180503
0.60060668
