somecoll_pooled_male_n
2543.0
1031.0
258.0
3145.0
2136.0
331.0
4444.0
362.0
250.0
1526.0
1782.0
6309.0
256.0
638.0
1657.0
154.0
150.0
1518.0
193.0
358.0
2479.0
3053.0
1460.0
844.0
5440.0
256.0
1003.0
2364.0
5984.0
467.0
620.0
1054.0
4763.0
3002.0
589.0
2188.0
476.0
652.0
175.0
179.0
2419.0
451.0
245.0
117.0
316.0
435.0
6485.0
1375.0
3514.0
986.0
1980.0
2526.0
1273.0
100.0
152.0
2637.0
390.0
153.0
114.0
821.0
485.0
3154.0
204.0
489.0
599.0
527.0
170.0
322.0
431.0
507.0
351.0
553.0
709.0
1038.0
537.0
234.0
918.0
625.0
235.0
5539.0
670.0
876.0
486.0
980.0
5984.0
726.0
852.0
1324.0
2591.0
1551.0
1034.0
410.0
462.0
2299.0
420.0
128.0
869.0
1795.0
9823.0
2720.0
3020.0
13991.0
5958.0
2681.0
2716.0
7562.0
2361.0
5344.0
582.0
1536.0
1189.0
1102.0
3315.0
271.0
2760.0
3930.0
2502.0
206.0
129.0
185.0
1065.0
492.0
349.0
596.0
441.0
1875.0
1805.0
421.0
342.0
363.0
14664.0
646.0
870.0
369.0
1203.0
716.0
2346.0
1560.0
265.0
602.0
1717.0
958.0
168.0
276.0
874.0
248.0
1748.0
727.0
484.0
470.0
660.0
4595.0
1125.0
257.0
3135.0
2696.0
292.0
1968.0
436.0
732.0
126.0
292.0
1452.0
11090.0
179.0
20503.0
968.0
968.0
438.0
2433.0
27210.0
2943.0
1281.0
4405.0
1270.0
535.0
3405.0
8596.0
1146.0
785.0
753.0
916.0
7173.0
750.0
742.0
10257.0
298.0
978.0
2538.0
185.0
448.0
1252.0
5975.0
292.0
433.0
1069.0
1907.0
2148.0
5160.0
811.0
4337.0
2628.0
998.0
1282.0
2468.0
3730.0
7731.0
965.0
1497.0
2168.0
1435.0
2336.0
407.0
361.0
4027.0
4280.0
2830.0
13422.0
1124.0
1265.0
765.0
1164.0
1243.0
705.0
8308.0
2168.0
2198.0
3208.0
14017.0
4722.0
4809.0
1829.0
287.0
1328.0
199.0
630.0
286.0
1547.0
136.0
647.0
1545.0
848.0
872.0
2279.0
832.0
627.0
1141.0
6261.0
1042.0
1874.0
12020.0
2429.0
1738.0
331.0
1648.0
951.0
673.0
4984.0
1438.0
4810.0
1870.0
3398.0
6951.0
6665.0
3939.0
40616.0
5294.0
23487.0
25617.0
3121.0
2225.0
771.0
172.0
1656.0
242.0
522.0
3450.0
1742.0
639.0
1407.0
6349.0
37.0
23.0
18354.0
5778.0
655.0
3015.0
14090.0
808.0
579.0
380.0
242.0
526.0
1101.0
677.0
903.0
470.0
1561.0
1096.0
2604.0
17722.0
606.0
1480.0
2186.0
786.0
694.0
684.0
960.0
1861.0
303.0
1313.0
1721.0
1192.0
1727.0
4532.0
2347.0
736.0
4070.0
2970.0
2053.0
1518.0
4198.0
1446.0
668.0
851.0
1446.0
2517.0
1133.0
1051.0
2638.0
600.0
3911.0
3754.0
9963.0
1019.0
36167.0
4036.0
652.0
875.0
13019.0
259.0
674.0
1852.0
2543.0
1085.0
297.0
528.0
425.0
292.0
363.0
902.0
668.0
813.0
157.0
1254.0
1572.0
252.0
1089.0
421.0
646.0
1067.0
239.0
2458.0
24.0
107.0
457.0
418.0
212.0
133.0
100.0
288.0
219.0
944.0
23.0
55.0
25.0
166.0
76.0
89.0
632.0
104.0
20.0
""
33.0
81.0
""
50.0
33.0
53.0
102.0
237.0
162.0
224.0
327.0
133.0
1485.0
396.0
244.0
177.0
36.0
70.0
408.0
1173.0
295.0
412.0
1069.0
1501.0
163.0
351.0
29.0
1511.0
1077.0
120.0
94.0
49.0
106.0
462.0
251.0
194.0
158.0
87.0
53.0
165.0
""
1133.0
682.0
643.0
860.0
599.0
640.0
587.0
957.0
3703.0
352.0
376.0
510.0
1183.0
38.0
24.0
""
34.0
531.0
735.0
113.0
99.0
562.0
616.0
349.0
237.0
659.0
1572.0
239.0
2032.0
391.0
490.0
5653.0
342.0
134.0
""
62.0
108.0
340.0
3859.0
30.0
38.0
1077.0
137.0
79.0
79.0
43.0
108.0
171.0
77.0
41.0
171.0
431.0
411.0
66.0
375.0
""
167.0
2758.0
12135.0
202.0
""
301.0
402.0
648.0
325.0
102.0
70.0
193.0
103.0
105.0
503.0
268.0
197.0
1023.0
2035.0
3390.0
622.0
444.0
431.0
408.0
1170.0
727.0
9952.0
1246.0
674.0
320.0
206.0
1696.0
492.0
2621.0
844.0
1854.0
403.0
722.0
1957.0
963.0
1978.0
497.0
6183.0
393.0
197.0
714.0
4500.0
460.0
33.0
268.0
""
648.0
29.0
570.0
1744.0
490.0
180.0
1481.0
386.0
59.0
37.0
""
400.0
376.0
130.0
72.0
256.0
150.0
137.0
210.0
898.0
206.0
100.0
5383.0
208.0
8504.0
178.0
312.0
""
1695.0
235.0
88.0
68.0
104.0
63.0
1007.0
3961.0
2672.0
838.0
1710.0
19499.0
2361.0
739.0
417.0
664.0
141.0
33.0
177.0
245.0
213.0
337.0
138.0
177.0
1175.0
51.0
87.0
961.0
140.0
28.0
149.0
321.0
319.0
1533.0
513.0
1922.0
9442.0
15476.0
978.0
2075.0
1488.0
1167.0
1176.0
346.0
74.0
740.0
383.0
533.0
6970.0
544.0
997.0
1029.0
561.0
""
2111.0
30.0
""
69.0
92.0
44.0
92.0
223.0
91.0
117.0
237.0
62.0
""
663.0
179.0
130.0
678.0
86.0
257.0
114.0
255.0
296.0
120.0
""
42.0
1017.0
""
66.0
478.0
396.0
348.0
46.0
105.0
705.0
740.0
346.0
104.0
592.0
""
4656.0
202.0
531.0
207.0
795.0
56.0
36.0
244.0
3746.0
69.0
14303.0
216.0
4531.0
1118.0
59.0
1089.0
1311.0
177.0
805.0
589.0
775.0
317.0
2722.0
435.0
35.0
898.0
424.0
59.0
225.0
""
3245.0
10337.0
1515.0
2247.0
73.0
51.0
227.0
286.0
141.0
639.0
828.0
38.0
51.0
1208.0
609.0
1284.0
216.0
876.0
3828.0
3594.0
6882.0
1933.0
12011.0
10374.0
368.0
135.0
78.0
2345.0
2578.0
18205.0
6966.0
""
125.0
11678.0
1397.0
2771.0
64587.0
538.0
344.0
454.0
483.0
3186.0
482.0
1292.0
8937.0
338.0
4962.0
388.0
1362.0
1946.0
321.0
42.0
809.0
""
53.0
68.0
828.0
504.0
17450.0
