kfr_native_white_male_p25_se
0.021622339
0.013828637
0.032882638
0.035272419
0.017564904
""
0.03543146
0.013718545
0.027057078
0.025492681
0.020394497
0.051477078
0.038724694
0.034991186
0.03317748
0.021294672
0.020523686
0.049807534
0.053545259
0.019346224
0.04231099
0.013733193
0.018943213
0.036033634
0.01437278
0.018983368
0.023165671
0.012487642
0.026978062
0.022871982
0.022363666
0.081009269
0.054151982
0.039533649
0.012659358
0.017170623
0.008768104
0.034788199
0.015708866
0.023612857
0.021453107
0.020205451
0.093232863
0.061095439
0.01245875
0.048741262
0.020764925
0.013649628
0.009304055
0.0499763
0.015736725
0.014217459
0.080090664
0.043990929
0.029659126
0.028743645
0.02128032
0.017871693
0.016708566
0.081592776
0.016558355
0.023072833
0.016511846
0.017003356
0.04500249
0.066792078
0.022925971
""
""
0.012859225
""
""
0.24234582
""
0.019391609
""
""
0.039099649
0.023466878
0.059606913
0.051946644
""
""
0.020722199
""
0.11044041
""
""
0.073358685
0.061898571
""
0.070226781
0.050846696
""
""
0.086468995
0.049086019
0.017380714
0.019158553
0.026151719
0.030006096
0.055580731
0.042261418
0.0041107391
0.011424981
0.023212111
0.0074596885
0.014709082
0.077408791
0.013078131
0.020799922
0.031774025
0.034498159
0.020198006
0.010887012
0.018493041
0.041146621
0.052565105
0.022646111
0.052040752
0.029592326
0.02258385
0.019666946
0.035945859
0.034806188
0.02500784
0.015150338
0.015924254
0.026505439
0.025876535
0.05475333
0.039083622
0.02894319
0.014971063
0.023829635
0.027487325
0.013759806
0.033640131
0.017403793
0.02647849
0.019938389
0.032007638
0.016985931
0.028930502
0.027373541
0.020599669
0.021065248
0.050707363
0.019549061
0.04537515
0.037683826
0.043668915
0.020384977
0.017001536
0.025427364
0.023873214
0.023814164
0.018733893
0.036075838
0.035940841
0.037022378
0.026014935
0.027847068
0.032018468
0.033694267
0.029535403
0.019170644
0.020347072
0.016589886
0.040409215
0.010108446
0.021859467
0.031485867
0.013452132
0.032402374
0.029674277
0.012160439
0.02936173
0.022767823
0.029390976
0.023335591
0.021547535
0.010285623
0.014442015
0.040302586
0.024100943
0.010478737
""
0.031687591
0.010980577
0.037091024
0.045573313
0.0104572
0.030265624
0.016913757
0.0089116357
0.031431429
0.013469387
0.032726042
0.039726224
0.0085078627
0.019599782
0.026361402
0.032461077
0.004159817
0.019126032
0.020664481
0.03832243
0.018417774
0.01463802
0.042345978
0.06916745
0.016016783
0.021664184
0.016890952
0.0062595233
0.013376976
0.050901275
0.0063712671
0.0063752034
0.036458705
0.0061960625
0.005402531
0.020721836
0.01051249
0.013215993
0.01536329
0.013762219
0.010385025
0.016975112
0.010942088
0.098079003
0.017650414
0.013130937
0.010751263
0.0095935389
0.017913455
0.016270665
0.046656035
0.010749916
0.022093419
0.010056564
0.019163599
0.017472034
0.0094574932
0.039924063
0.0090601984
0.047573201
0.039602701
0.039123356
0.014698246
0.028896194
0.035160907
0.084002629
0.077617794
0.050307635
""
0.052076802
0.055535458
0.023123281
0.010895421
""
0.020018285
0.056206331
0.038134389
0.0077049816
0.019843269
0.025595073
0.09952075
0.089799523
0.042156111
""
0.044832006
""
0.0089761978
0.060696237
0.035839941
0.052132085
0.021560481
0.011978418
0.036262851
0.04019326
0.025967279
0.012738145
""
0.042476725
0.029323239
0.02302392
0.024382805
0.031152252
0.064933911
0.042072512
0.042343702
0.077986985
0.031410966
0.014722602
0.047824804
0.036179006
0.062197644
