coll_white_female_p100
0.93287474
0.81511837
0.89211559
0.83815503
0.7191875
""
1.0490589
1.0690795
1.1068645
0.54649138
0.94050348
1.0792909
0.70949483
1.4020939
0.60184646
0.94665456
0.9469794
1.1544389
0.55050701
1.1022859
0.8248986
0.69752932
0.81588691
1.1260411
0.90753436
0.90337962
0.9409501
0.96853727
1.4830081
0.83418983
1.0662324
""
0.55525875
0.58630377
0.90283597
0.9050566
0.89121914
0.9191606
1.0851202
0.96995711
0.90425146
0.87468404
""
""
0.8985464
1.0350486
1.4148
0.93796623
0.89163542
0.72109896
0.94527829
0.90621668
""
1.4222406
1.1202701
1.1141022
0.89129388
0.8633135
0.86198378
""
0.95854801
1.0630239
0.95218736
0.87323999
0.54171437
""
1.3399545
""
""
0.73975033
""
""
""
""
0.74872053
""
""
0.82134861
0.83669043
0.64896661
0.9041543
""
""
0.37348005
""
""
""
""
""
0.71529442
""
""
""
""
""
""
0.30213726
0.68236858
0.85316968
0.933999
0.44581977
1.6217475
0.59877944
0.73742825
0.53845799
0.33478191
0.79528296
0.62628078
""
0.76075405
0.75372672
1.0903882
0.91811883
0.63671958
0.68871242
0.91155833
1.1042954
1.0845249
0.76029968
0.83572024
1.1335518
1.2658863
0.66377288
0.79885912
1.1942025
1.0625713
0.84685493
0.75100178
0.93934935
0.63489944
1.2011611
0.962565
1.077045
0.96041429
0.63089591
0.36841238
0.9493947
0.51905036
0.82037312
1.0300064
1.051592
1.4499376
0.78503495
0.86553341
1.0011293
0.77002907
0.66433966
""
0.94149691
1.7149831
0.55363697
0.69682497
0.92882216
0.83461481
0.73550296
0.59622103
0.72557062
0.87516367
1.4105301
0.69930375
1.4412979
0.71445173
0.72345185
0.69984353
0.50075155
0.90429437
1.0175025
0.92845583
1.0361997
1.586675
0.86252445
0.73947549
0.86124748
0.78049159
0.16515626
1.4518597
0.95825928
1.4705348
0.50771153
1.3900496
0.99080044
1.1380826
0.80658603
0.89524376
0.48195687
1.5585214
0.76809102
""
0.90700787
0.73047721
0.50666046
0.47356078
0.809484
0.42043772
0.69112474
0.8287918
0.79265881
0.78135711
0.7547937
0.95238549
0.73268861
0.68616205
0.77296603
0.71024227
0.77996606
0.85649812
0.84222937
0.33770427
0.90439874
0.76910824
1.0311809
""
0.77495575
0.78620201
0.70531398
0.75237215
0.73408008
0.3648445
