kfr_stycz_other_pooled_mean_se
0.013794909
0.018769924
0.03473464
0.010718661
0.013467225
0.035293672
0.0085064443
0.041886084
""
0.015435048
0.015483445
0.0074995472
""
0.024162676
0.013921854
""
0.033413362
0.015981976
0.048253734
0.023124788
0.013142874
0.0072767707
0.016109394
0.022268763
0.0077984422
0.041165553
0.020476412
0.0091847721
0.0058985278
0.029919762
0.028826548
0.02002541
0.007808818
0.0080714924
0.029752897
0.011241422
0.044765219
0.022545191
""
""
0.015371588
0.035953734
""
""
0.047854312
0.030253051
0.0077266381
0.017879242
0.012052916
0.020382827
0.013549312
0.013720037
0.021678973
""
""
0.011935062
0.051521253
0.042698689
""
0.027690478
0.038054205
0.010338932
""
0.030897845
0.031484157
0.027542805
""
0.05912045
0.034369517
0.030766703
""
0.038241897
0.029681744
0.02257257
0.037893347
""
0.026239749
0.034510776
""
0.0086510153
0.030651469
0.020330708
0.036469743
0.024589794
0.0077330973
0.027546095
0.020618837
0.011069107
0.011036094
0.016616404
0.020744521
0.041507352
0.037819296
0.013430093
0.031355832
""
0.022202808
0.017248305
0.0052405722
0.010932139
0.010873213
0.0041188463
0.0070338151
0.0114969
0.0094114263
0.0052327681
0.010765933
0.006448627
0.028997226
0.013699281
0.017104549
0.019307844
0.0095288465
0.042588856
0.0097960485
0.010285611
0.010193172
0.040534101
""
""
0.020014992
0.034352217
0.031562626
0.019651687
0.036700238
0.012010569
0.013156774
0.028269297
0.050773192
""
0.0043760571
0.030355914
0.023063598
0.031186983
0.02006205
0.028813174
0.012252725
0.01199594
0.045629449
0.031665742
0.014045441
0.013393096
""
0.031863026
0.024939923
""
0.015767995
0.021803904
0.03162469
0.041286934
0.033845033
0.011373982
0.023170322
""
0.0068460358
0.012760129
0.038968023
0.016121583
0.037505265
0.030370668
""
0.036637377
0.012726807
0.0052855257
0.041002691
0.0033070364
0.021988047
0.030419203
0.019873228
0.014577746
0.0035186424
0.010214529
0.028732443
0.012635151
0.02324258
0.038349845
0.0098764561
0.0064417566
0.01983325
0.022668514
0.028088313
0.027173048
0.0062866616
0.024270654
0.027036149
0.0060972427
0.038805585
0.023954852
0.011904726
0.04866853
0.023963146
0.013193484
0.0074808532
0.032815438
0.039862659
0.025250336
0.017529499
0.013877707
0.0091163898
0.029349739
0.0089870282
0.013455894
0.029786596
0.019655708
0.013047712
0.010040496
0.006524446
0.025491763
0.018232975
0.018688241
0.02101017
0.016235501
0.056563061
0.048942279
0.01292209
0.0097276894
0.010335881
0.0053042709
0.0225555
0.016263872
0.021530107
0.024972662
0.018917022
0.027048461
0.0055131521
0.014796385
0.021753537
0.018742736
0.0062611024
0.0094516557
0.011520086
0.015199781
""
0.019840635
0.052959383
0.021273153
0.036752287
0.014052924
""
0.04109133
0.020315168
0.025392521
0.020860238
0.012921194
0.027610574
0.024019621
