has_mom_white_male_p100
0.9800961
0.9621852
0.96139991
0.99432802
0.98501867
0.9834224
0.9626106
0.98384964
0.99586141
0.99291229
0.98152828
0.96841925
0.96353883
0.99116153
0.95601767
0.97243702
0.96956444
1.0101234
0.9988147
1.003564
0.95329881
0.97880483
0.96929622
0.9770577
0.97997868
0.98629147
0.9790141
0.97980821
0.97924966
0.99803835
0.98888725
1.0142854
1.0407531
0.94869602
0.98138833
0.97502279
0.97617704
0.98982137
0.97504199
0.97778219
0.98561341
0.97328651
0.950221
0.97012269
0.96339846
0.97569829
0.99148476
0.98828739
0.96922576
0.97697008
0.97155309
0.95889217
0.9891277
0.97089839
0.98602176
0.9964568
0.98739785
0.96365947
0.97469556
0.96600819
0.97000062
0.9628095
0.97159868
0.97250485
0.99321383
0.96389455
0.96230948
""
""
0.95476043
0.8808291
""
0.93371606
""
0.96282756
1.0079737
1.0229315
0.96562505
0.96910191
0.95394254
0.93446422
""
""
0.96474749
1.022495
0.90590382
""
0.8405773
0.99160737
0.9728446
""
0.83520675
0.93073899
0.9683066
""
1.0285492
0.99698669
0.97619569
0.9773066
0.96902496
0.98489779
0.95566666
0.90701473
0.95837379
0.96633095
0.98172718
0.96143597
0.95686227
0.91266805
0.96584266
0.96912593
0.99259305
0.99145937
0.98279393
0.9833777
0.99555248
0.99835008
0.99589962
1.0136157
0.99847656
0.99819309
1.0105093
0.97795653
0.9978565
0.96297419
0.98660213
0.97151834
0.99627882
0.98437071
1.0019361
0.97456038
0.95076835
0.98160923
0.98180777
1.0037193
0.99249929
0.97809798
0.97137517
1.0078353
0.99163026
0.98026925
0.97359079
0.98933339
0.97371572
0.9756248
0.97242993
0.99526572
1.0284507
0.98919785
0.99206913
0.99179423
0.97699654
0.9967823
0.9806056
1.0085434
0.95612848
0.95322478
0.95686758
1.0251635
0.98753864
0.99327087
0.97143811
0.9543975
0.96011072
0.98781109
0.99769777
0.99735856
0.96303082
0.97743624
0.97253931
0.97244853
1.001735
0.98402214
0.99562895
0.93596566
1.0128717
0.99059343
1.0115436
1.0298966
0.93805307
0.98752189
0.96964955
0.98124278
0.99089015
1.0308385
0.97438681
0.9516567
1.0205356
0.96569806
0.9698438
0.95203459
0.95765656
0.95736009
