kfr_native_other_pooled_p75_se
0.047747858
0.067219503
""
0.033856124
0.039742939
0.11436433
0.026742376
""
""
0.063478984
0.057486653
0.023458485
""
0.073782802
0.048993137
""
""
0.04361371
""
0.083433546
0.044410437
0.028508447
0.04875166
0.069959439
0.018813526
""
0.061742976
0.03362225
0.018474901
0.10830148
0.076457202
0.06718193
0.02256956
0.024910366
0.077500008
0.040255401
""
0.11543483
""
""
0.043922909
""
""
""
""
""
0.024690747
0.054731548
0.031835236
0.055383801
0.03681086
0.037514165
0.074384414
""
""
0.036315847
0.085764356
""
""
0.060481437
0.097162232
0.032582954
""
0.075319618
0.12854432
0.10631282
""
""
0.14627394
""
""
""
0.10815912
0.063685015
""
""
0.10337918
0.11218395
""
0.027494121
0.11560515
0.083545223
""
0.071406946
0.023533994
0.091476172
0.079531148
0.041219935
0.024609292
0.04736637
0.070337109
0.090935156
0.10604011
0.045958944
""
""
0.077224895
0.049526971
0.018957365
0.035210337
0.040564958
0.019367822
0.027280672
0.040991664
0.029394202
0.02324686
0.036534376
0.021192143
0.087659642
0.059890818
0.048112709
0.057661939
0.034659557
""
0.031506784
0.03910809
0.032141864
""
""
""
0.057740252
0.10439646
""
0.06119797
0.092966922
0.041519299
0.040727653
""
""
""
0.014570341
0.084588662
0.075640678
""
0.063122518
0.089356489
0.040696811
0.055050749
""
0.075361684
0.042174108
0.049245235
""
""
0.078955755
""
0.041472606
0.078979164
""
""
0.09280438
0.030399749
0.071774185
""
0.025087155
0.041865624
0.10512463
0.046474904
""
0.074247152
""
""
0.031957097
0.011967311
""
0.0075773397
0.041237216
0.049232971
0.038397469
0.036595214
0.0084369285
0.023249373
0.040121283
0.024463493
0.053477481
0.089897603
0.025081903
0.017644729
0.056322895
0.054574996
0.073399618
0.055815287
0.018549303
0.088050395
0.064423248
0.017076291
""
0.059732709
0.043084189
""
0.094630569
0.051129106
0.024038512
""
""
0.06653735
0.042643111
0.04319993
0.024144728
0.07627058
0.025007559
0.034361999
0.060210209
0.053262338
0.037259657
0.028612956
0.018465197
0.056778442
0.046095207
0.035654712
0.04781219
0.043963559
""
""
0.027879462
0.031254485
0.026902609
0.014959713
0.056721415
0.061430775
0.064152502
0.060446888
0.052406471
0.075051852
0.017490337
0.041715778
0.043582257
0.047472071
0.015841382
0.030318752
0.031302772
0.038507648
""
0.049809087
""
0.068088748
""
0.038611706
""
0.098079838
0.053836603
0.072530158
0.055245046
0.0361229
0.097403631
0.064360864
0.043619432
0.0218498
0.05759652
0.037481215
0.014962389
0.03854575
0.040549483
""
0.033702537
0.070094422
0.071432188
0.022616567
0.069512293
0.029261416
0.052854184
0.031902049
0.022556296
0.022226777
0.021988055
0.012383078
0.020370087
0.010051728
0.010357777
0.026881302
0.03166325
0.068875037
""
0.04519954
""
0.077790067
0.027278829
0.037847754
0.058524121
0.03597011
0.022641085
""
""
0.011087806
0.020358261
0.060323961
0.028797487
0.011639796
0.065859996
0.091815203
0.077507339
""
0.058985189
0.059423763
0.066292576
0.073150657
""
0.051692486
0.06070634
0.034825839
0.0092096366
0.080908738
0.036754977
0.03442435
0.071468495
0.07935141
""
0.069749743
0.061275646
""
0.043881159
0.040862475
0.074001521
0.037968479
0.025038857
0.032524105
0.055349424
0.033608392
0.039842844
0.042193118
0.056135386
0.025081897
0.065479644
0.11661187
0.086408764
0.049726512
0.034262944
0.070727035
0.051633436
0.034738809
0.089566506
0.031883169
0.025206035
0.015172248
0.047939416
0.0086589204
0.024833813
0.066029094
0.074163549
0.013882482
""
""
0.045380082
0.033478353
0.057704188
0.099526875
0.09715654
0.067760639
""
0.10844778
0.073652171
0.096887417
0.071859144
""
0.053633314
0.052898366
""
0.067108072
0.11944645
0.10447723
0.064762309
""
0.032500863
""
""
0.095918328
0.097574912
""
""
""
""
""
0.069366634
""
""
""
""
""
0.10377409
0.053309996
""
""
""
""
""
""
""
""
""
""
""
0.095184475
0.095822349
""
""
0.043029889
0.10088617
