kfr_stycz_hisp_female_n
182.0
133.0
""
358.0
478.0
37.0
857.0
47.0
29.0
236.0
244.0
1457.0
""
82.0
316.0
""
""
242.0
""
25.0
268.0
865.0
200.0
143.0
1446.0
31.0
259.0
520.0
1426.0
52.0
41.0
88.0
888.0
589.0
35.0
372.0
27.0
61.0
""
""
198.0
""
""
""
""
23.0
2096.0
184.0
451.0
107.0
317.0
296.0
123.0
""
""
364.0
""
""
""
78.0
41.0
457.0
""
40.0
20.0
28.0
""
""
23.0
""
23.0
24.0
39.0
96.0
48.0
""
72.0
41.0
24.0
772.0
59.0
87.0
29.0
135.0
1002.0
89.0
61.0
333.0
381.0
210.0
114.0
42.0
42.0
212.0
39.0
23.0
126.0
932.0
8773.0
2229.0
1573.0
43112.0
5821.0
2727.0
1117.0
10537.0
1286.0
1929.0
120.0
662.0
329.0
140.0
502.0
""
486.0
590.0
481.0
""
23.0
""
249.0
80.0
65.0
185.0
46.0
348.0
271.0
64.0
""
26.0
4870.0
55.0
185.0
47.0
691.0
45.0
293.0
420.0
32.0
49.0
313.0
179.0
""
45.0
99.0
""
164.0
53.0
""
""
35.0
473.0
60.0
""
687.0
277.0
""
158.0
""
""
""
""
374.0
2013.0
""
11743.0
27.0
36.0
""
415.0
4895.0
871.0
144.0
880.0
54.0
52.0
612.0
2586.0
85.0
30.0
34.0
34.0
598.0
39.0
42.0
824.0
""
47.0
261.0
""
26.0
191.0
632.0
24.0
""
49.0
433.0
191.0
1460.0
189.0
857.0
613.0
140.0
174.0
246.0
694.0
1221.0
84.0
79.0
379.0
100.0
161.0
""
25.0
2748.0
203.0
924.0
2173.0
57.0
45.0
33.0
32.0
55.0
28.0
976.0
138.0
64.0
97.0
701.0
447.0
409.0
165.0
""
58.0
""
33.0
""
82.0
""
28.0
74.0
171.0
73.0
306.0
24.0
95.0
157.0
720.0
69.0
145.0
2653.0
132.0
76.0
""
145.0
57.0
146.0
794.0
64.0
803.0
65.0
1972.0
2637.0
1148.0
2016.0
66650.0
1955.0
25976.0
10519.0
980.0
445.0
98.0
29.0
57.0
""
""
223.0
73.0
23.0
69.0
2850.0
""
""
9344.0
753.0
31.0
2135.0
9522.0
80.0
20.0
""
""
20.0
34.0
23.0
56.0
21.0
174.0
145.0
91.0
2764.0
""
42.0
147.0
118.0
67.0
21.0
186.0
119.0
""
334.0
154.0
97.0
185.0
387.0
307.0
25.0
191.0
118.0
89.0
36.0
430.0
49.0
49.0
23.0
154.0
206.0
78.0
110.0
879.0
26.0
600.0
1461.0
3574.0
243.0
41586.0
1506.0
112.0
46.0
1479.0
""
52.0
124.0
219.0
42.0
""
39.0
70.0
""
45.0
48.0
71.0
55.0
""
52.0
110.0
""
71.0
25.0
51.0
94.0
""
93.0
""
""
""
31.0
""
""
""
""
""
36.0
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
121.0
20.0
""
""
""
""
""
32.0
38.0
""
127.0
149.0
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
138.0
42.0
32.0
80.0
""
52.0
89.0
72.0
617.0
29.0
""
43.0
172.0
""
""
""
""
311.0
406.0
43.0
""
94.0
137.0
39.0
""
206.0
470.0
26.0
343.0
35.0
29.0
1583.0
113.0
27.0
""
""
""
70.0
2417.0
""
""
2478.0
232.0
34.0
""
""
""
""
29.0
""
23.0
56.0
196.0
22.0
241.0
""
61.0
2748.0
14353.0
""
""
297.0
100.0
165.0
26.0
""
""
""
""
""
108.0
""
""
239.0
607.0
1348.0
126.0
87.0
44.0
171.0
143.0
131.0
3218.0
128.0
92.0
""
""
122.0
21.0
241.0
148.0
245.0
""
200.0
415.0
129.0
955.0
48.0
1293.0
42.0
38.0
150.0
21980.0
614.0
61.0
801.0
""
1710.0
69.0
1342.0
3475.0
800.0
406.0
2224.0
263.0
44.0
42.0
""
810.0
508.0
94.0
24.0
291.0
128.0
135.0
378.0
1995.0
234.0
194.0
11073.0
220.0
34818.0
628.0
411.0
""
4351.0
607.0
311.0
190.0
505.0
407.0
6273.0
25917.0
10556.0
1189.0
3066.0
45318.0
1226.0
631.0
177.0
1452.0
179.0
36.0
576.0
1064.0
1285.0
691.0
180.0
280.0
1307.0
47.0
80.0
628.0
90.0
""
149.0
310.0
234.0
1761.0
288.0
1969.0
11624.0
23458.0
364.0
1331.0
646.0
415.0
499.0
201.0
47.0
183.0
155.0
109.0
2867.0
48.0
290.0
193.0
131.0
""
636.0
""
""
""
""
""
""
38.0
""
""
""
""
""
143.0
""
""
86.0
""
61.0
35.0
70.0
41.0
""
""
""
237.0
""
""
41.0
42.0
51.0
""
""
86.0
81.0
57.0
64.0
203.0
""
2381.0
107.0
309.0
705.0
1927.0
105.0
49.0
414.0
11446.0
178.0
25297.0
285.0
11158.0
690.0
""
808.0
796.0
71.0
449.0
369.0
413.0
289.0
1580.0
340.0
""
220.0
115.0
""
""
""
760.0
4919.0
308.0
755.0
""
""
59.0
64.0
""
200.0
289.0
""
""
621.0
222.0
557.0
98.0
206.0
8992.0
9592.0
22775.0
2120.0
16612.0
21063.0
233.0
106.0
27.0
2238.0
2756.0
23907.0
10138.0
""
58.0
24426.0
6297.0
5254.0
202095.0
70.0
20.0
564.0
413.0
668.0
80.0
298.0
3760.0
244.0
2598.0
72.0
2294.0
1937.0
29.0
""
247.0
""
""
""
309.0
79.0
6617.0
