kfr_top20_pooled_female_p25_se
0.0089889867
0.006967131
0.0074114725
0.013381207
0.0098253125
0.010219388
0.0075333007
0.0049926345
0.0074639763
0.011138385
0.010428469
0.017485583
0.012413564
0.017504603
0.019508179
0.010651798
0.0094335824
0.014661692
0.016792536
0.010369555
0.017564246
0.0076710056
0.0080205873
0.0050066826
0.0083934199
0.0082677826
0.0079248725
0.0056439009
0.018088434
0.012559194
0.011874859
0.010032754
0.0089886645
0.013038481
0.006276615
0.0095304027
0.0024577915
0.020592954
0.0085775228
0.011733722
0.0072614206
0.0091691352
0.0087137306
0.0072804093
0.0048634852
0.011343229
0.013745744
0.007370864
0.0027855663
0.012989968
0.0030111822
0.0071540065
0.0097796079
0.0084235445
0.009286752
0.013595021
0.0050185625
0.0088324016
0.009350813
0.0099765658
0.0059360559
0.0085762488
0.0055117193
0.0083088074
0.01753955
0.010372257
0.013629257
0.038402393
0.04587071
0.0056744986
0.012397843
0.087455533
0.16365579
0.043867912
0.0096593471
0.077016354
0.07313776
0.01996419
0.016578631
0.029928967
0.026925536
0.015340548
0.048088886
0.013464351
0.021674888
0.036130223
0.018871984
0.081513979
0.029323241
0.034825355
""
0.051103599
0.0399816
0.078103252
""
0.024428345
0.0068172324
0.0064751469
0.0077204527
0.012434277
0.013332458
0.040269542
0.018194798
0.0015857995
0.0058713481
0.0080015389
0.0025848765
0.0046899081
0.0077072703
0.0070807277
0.0046795621
0.0098711485
0.014149955
0.011515724
0.006393143
0.011561341
0.015831981
0.03210834
0.011965403
0.011669277
0.011841648
0.013194851
0.01189435
0.030708905
0.014623108
0.015610144
0.0086610848
0.0082781194
0.0047624032
0.01348984
0.018360555
0.008644375
0.014288596
0.0094261644
0.016962457
0.014161156
0.0068628299
0.020103712
0.010358557
0.0079547623
0.011340585
0.010262805
0.011083611
0.016012384
0.0096483827
0.0048481673
0.011888878
0.022849662
0.013882542
0.014548021
0.014850925
0.016284833
0.013917372
0.0085841287
0.019070158
0.015588184
0.0091393571
0.0063427961
0.014683524
0.024247931
0.011699011
0.020724561
0.009789736
0.021468896
0.0066122892
0.016692141
0.0079148281
0.01232263
0.010246956
0.022071548
0.0031705154
0.016543262
0.0068605007
0.0076508741
0.016724832
0.025113085
0.0063088313
0.015910555
0.013130922
0.022549083
0.0086811278
0.015510282
0.006543743
0.0093341349
0.019307012
0.014034975
0.0027852298
0.057034262
0.019392813
0.0059935814
0.018626582
0.019839473
0.0036904381
0.015915945
0.0092545208
0.0021989045
0.0120357
