jail_pooled_female_n
19056.0
8407.0
1896.0
25654.0
16767.0
2815.0
35996.0
2691.0
1886.0
12981.0
14580.0
52057.0
1847.0
4993.0
13491.0
1279.0
1102.0
12269.0
1597.0
2841.0
21005.0
25031.0
12445.0
7836.0
46279.0
2153.0
7944.0
20218.0
48872.0
4021.0
5125.0
8220.0
39506.0
24081.0
4755.0
19587.0
4142.0
6157.0
1473.0
1730.0
22060.0
4244.0
1871.0
793.0
2878.0
3675.0
55658.0
11670.0
31520.0
7683.0
14336.0
21763.0
10560.0
788.0
1122.0
21408.0
2886.0
872.0
935.0
6737.0
3586.0
25061.0
1538.0
3572.0
4311.0
3799.0
1160.0
2184.0
2798.0
3776.0
3464.0
4891.0
6054.0
7971.0
3746.0
1659.0
7181.0
4489.0
2154.0
46903.0
5553.0
6513.0
3338.0
7122.0
48347.0
5273.0
5660.0
10228.0
19887.0
10710.0
7923.0
3124.0
3457.0
18350.0
3342.0
1252.0
7031.0
14781.0
82360.0
22623.0
25213.0
132778.0
51712.0
22968.0
23727.0
67997.0
21202.0
48547.0
4912.0
13084.0
10134.0
9522.0
28276.0
2459.0
24829.0
32511.0
22128.0
1463.0
1152.0
1499.0
8721.0
4231.0
3513.0
5175.0
3438.0
16282.0
15468.0
3547.0
2823.0
2773.0
131061.0
5325.0
7018.0
3063.0
9680.0
5487.0
19105.0
13140.0
2189.0
4751.0
14230.0
7789.0
1318.0
2466.0
7488.0
1879.0
9044.0
5975.0
3761.0
3779.0
4655.0
38102.0
9430.0
2165.0
26639.0
22351.0
2561.0
15684.0
2824.0
5487.0
742.0
2105.0
11478.0
91410.0
1492.0
163331.0
4959.0
4963.0
2004.0
13404.0
188492.0
18935.0
5643.0
23448.0
5327.0
2464.0
20897.0
53528.0
6252.0
3470.0
3829.0
4519.0
49945.0
5064.0
4608.0
77845.0
1888.0
6261.0
19447.0
1349.0
3241.0
8817.0
42437.0
2008.0
2947.0
7098.0
11444.0
12240.0
35012.0
4667.0
27977.0
16706.0
5705.0
8324.0
16049.0
24635.0
58984.0
6706.0
10264.0
13163.0
9616.0
16150.0
2233.0
2256.0
30591.0
28679.0
18974.0
97389.0
7522.0
8062.0
4594.0
7066.0
8768.0
4886.0
61619.0
13878.0
9910.0
14752.0
84718.0
31151.0
24990.0
14792.0
1605.0
8105.0
1343.0
4572.0
1689.0
10727.0
783.0
4721.0
11288.0
5757.0
6510.0
15472.0
5143.0
