kfr_24_white_female_p1
0.38750088
0.38568965
0.40613735
0.39494878
0.38740745
0.38346964
0.37033045
0.40993482
0.40619957
0.37069589
0.33025387
0.39692041
0.39323986
0.39607176
0.36540562
0.41650328
0.48455387
0.40590537
0.4568809
0.38183743
0.40542558
0.36638269
0.39781716
0.4380827
0.42426461
0.39686236
0.3912051
0.41220877
0.42422611
0.44691303
0.38797212
0.39220089
0.41306013
0.39668611
0.3839975
0.38720649
0.40932003
0.42613384
0.38728178
0.34930652
0.41152492
0.44137293
0.48893058
0.42343712
0.41389531
0.37048206
0.38127148
0.40344
0.40490291
0.42909089
0.42328903
0.41737071
0.40508893
0.43973249
0.39567864
0.39269683
0.46003869
0.50129145
0.45513257
0.35762358
0.41140762
0.39951745
0.370213
0.39843994
0.40900582
0.37295496
0.43273774
0.44391498
0.41923901
0.41577721
0.42157304
0.36855063
0.35348216
0.39404157
0.37636888
0.39519799
0.40935558
0.41576049
0.41550076
0.38985389
0.40090457
0.40051824
0.4269405
0.39014977
0.40341839
0.39006478
0.37188828
0.40492797
0.41007534
0.41216028
0.39306948
0.39750046
0.4159075
0.38584015
0.40261436
0.41507053
0.40015274
0.38913772
0.39591825
0.39347124
0.42306408
0.44289172
0.42629233
0.44077599
0.4133015
0.4112823
0.41198778
0.39888731
0.40052933
0.40644038
0.42715287
0.43164313
0.41183686
0.37307233
0.43208912
0.37885314
0.36666787
0.34924215
0.44590065
0.34039468
0.40062621
0.40728882
0.39467347
0.42970416
0.4079375
0.41274801
0.39073655
0.41272035
0.380916
0.40407553
0.41669416
0.37981543
0.41491899
0.40295839
0.43831196
0.41513139
0.39443642
0.35035607
0.41190866
0.42638656
0.43541631
0.39073345
0.37031722
0.41961947
0.38868067
0.37741575
0.43655497
0.42063454
0.40262139
0.41468498
0.39499256
0.43432397
0.43428388
0.51357651
0.41465795
0.41498333
0.4230535
0.4240405
0.3861112
0.44041523
0.4521893
0.43297929
0.4315747
0.38036478
0.43920538
0.45243382
0.40638652
0.43681526
0.4044039
0.38248393
0.38871324
0.39552593
0.37775686
0.37806827
0.34965044
0.4274089
0.35896966
0.36068535
0.42686662
0.45822763
0.40338063
0.40382856
0.35383525
0.37363961
0.33422747
0.35550722
0.39936954
0.41692403
0.38234261
0.39658025
0.40718707
0.42747274
0.37018749
0.40173933
0.43840384
0.38851321
0.38593325
0.39758664
0.34183651
0.39878088
0.36991876
0.43506873
0.4078387
0.34006312
0.32733005
0.37490559
0.34339419
0.37492836
0.3529726
0.36888388
0.39720121
0.36320665
0.39638785
0.39626068
0.38104573
0.38754877
0.34796387
0.37117705
0.36577487
0.35066423
0.35023487
0.38672185
0.3335399
0.37201494
0.35406339
0.35961136
0.42280805
0.40089348
0.39191535
0.3726283
0.37230498
0.39033598
0.3967652
0.37386829
0.40905416
0.39987883
0.38942793
0.39725921
0.43176654
0.43785602
0.36452597
0.43478963
0.40211788
0.4086208
0.38983187
0.45175478
0.44805661
0.37954888
0.41795409
0.37881926
0.38950607
0.3891978
0.37602192
0.37353063
0.40561062
0.38779089
0.4055514
0.4027063
0.42901891
0.38766026
0.40922913
0.42000854
0.41552427
0.44067773
0.40183094
0.44664368
0.41961807
0.43522939
0.39472723
0.37908089
0.40142071
0.42531303
0.42131627
0.38952285
0.40468156
0.39428267
0.39676979
0.41164482
0.41305783
0.44231734
0.40757897
0.4144603
0.50458819
0.42084879
0.41467977
0.38938284
0.39256656
0.43455565
0.3727414
0.48876697
0.43499839
0.40664849
0.46935743
0.47475344
0.47493571
0.51963371
0.58708704
0.49272761
0.46282783
0.51550442
0.43504134
0.4455671
0.45056579
0.50807226
0.47050303
0.45478275
0.50308764
0.44971564
0.43167824
0.44419339
