staytract_black_female_mean_se
0.02156863
0.0175374
0.018176802
0.041578956
0.082441054
0.024512049
0.021917263
0.011347972
0.016976262
0.063068427
0.034304243
0.026720369
0.019555708
0.061338916
0.061676338
0.020977682
0.021087864
0.02829304
0.037019491
0.029224632
0.038189065
0.074072696
0.016949255
0.01040994
0.051434562
0.01896899
0.020733131
0.015568754
0.050150231
0.055441268
0.044354878
0.022290101
0.023034455
0.025406223
0.011986976
0.053336125
0.0034899476
0.06494958
0.018910518
0.029604239
0.012554579
0.021259256
0.020933155
0.015365274
0.00733903
0.019848583
0.066703461
0.060821932
0.0047281319
0.024078831
0.0052720653
0.016946852
0.025558554
0.02250348
0.019827873
0.03454411
0.014259956
0.034705605
0.016352894
0.02370357
0.012982412
0.020536136
0.0086251069
0.033869602
0.033441756
0.025045423
""
""
""
0.012784615
""
""
""
""
0.017571928
""
""
""
""
""
""
""
""
0.068913504
""
""
""
""
""
""
""
""
""
""
""
""
""
0.017914286
0.032245025
""
""
""
""
0.0046574757
0.034686118
0.075676404
0.0098457346
0.030569397
""
0.048366033
0.024429061
0.024853811
0.026621036
""
0.045444198
""
0.030143902
0.05889637
""
0.022625308
0.028085321
""
""
0.071517855
0.025131904
0.040562727
0.020141486
0.05157575
0.011844012
0.032545295
0.043391827
0.021725742
0.027458826
0.021348827
""
""
0.01991418
0.093937494
""
0.025471969
0.034471665
0.036504783
0.051477924
""
0.037292298
0.0079570459
0.080035575
0.048928238
""
0.022423165
0.035864741
0.040286478
""
0.03010102
""
""
0.016794048
0.013983469
0.028553978
""
0.041635565
""
0.018440221
""
0.014104782
""
0.045019563
""
0.045306426
0.073976919
0.0050759702
""
0.017330965
0.033173911
""
""
0.0177348
0.084633827
""
""
0.01619125
""
0.032781493
0.042153519
0.039380524
""
0.0040830839
""
""
0.039402854
""
""
0.0056999172
""
0.049443088
0.0089742718
""
0.077695675
0.033241827
""
0.0095328921
0.021176204
0.046783853
""
0.0021258197
0.027481163
0.023447145
""
""
0.016632419
""
""
0.014567706
0.03669662
0.083713122
0.0078891469
0.030449873
""
0.005093331
0.0047727874
0.078921318
0.0040092268
0.0043762368
0.0086030848
0.0082766274
0.028133124
0.010294292
0.019684393
0.0075719971
0.03001898
0.043064252
""
0.048618726
0.0065349424
0.022619206
0.012425571
0.041252706
-0.0042122789
""
0.021408303
""
0.012517135
0.026217816
0.029210197
0.012077925
""
0.0068623619
""
""
""
0.034247681
0.072917052
""
""
""
""
""
""
""
""
0.0065590311
""
0.020825412
""
""
0.0071083345
0.055327982
""
""
""
""
""
""
""
0.017114082
""
""
""
""
0.031381257
""
""
""
0.06286332
""
""
""
""
""
""
""
""
""
""
""
0.029048607
""
""
""
""
""
""
""
""
""
""
0.025354953
""
0.0064939098
0.0061768689
0.040393002
0.022829328
0.006727566
0.017321609
0.025450628
0.043115623
0.011137243
0.0057043196
0.01289831
0.0033000549
0.009106962
0.045073837
0.012655256
0.041339904
0.0084104342
0.0030787699
0.06248169
0.01966878
0.035743661
0.014183178
0.014496982
0.01899663
0.037792057
0.08705008
0.003630067
0.0068545593
0.021445774
0.047259856
0.013173255
""
0.084290907
0.047133468
0.040316772
0.059454516
0.034413271
0.019300586
0.021018395
0.0044582831
0.082699351
0.01977659
0.022187494
0.030342117
""
0.013349826
0.0094025992
0.007491813
0.038557217
0.083556861
0.027739415
0.011789129
0.011180745
0.022837207
0.0027107408
0.027533239
0.026996167
0.012816506
0.040883463
0.0043218667
0.013535384
0.0043780701
0.016454313
0.0062602218
0.007057386
0.017290384
0.020973193
0.0091304658
0.02328332
0.014691819
0.0088717984
0.030158902
0.033120509
0.038257334
0.044748668
0.0090879751
0.042263951
0.040866841
0.049091943
0.036090493
0.054371987
0.049250372
0.037440311
0.015681887
0.079134293
0.028313445
0.023707662
0.025248596
0.047127951
0.0065261419
0.043546181
0.10024323
0.024969285
0.033676345
0.018365294
0.01942227
0.029577188
0.056060001
0.020319987
0.047984555
0.016740065
0.07240881
0.057025239
0.0057383049
0.015391341
0.057698648
0.023684865
0.011088208
0.055058975
0.0042297281
0.050160389
0.0048763761
0.022252681
0.020083807
0.013649659
0.028800404
0.015090983
0.040853005
0.020924995
""
""
0.02144685
0.0027505576
0.030358393
0.028988289
0.0074558444
0.010460502
0.029975647
""
0.029301496
0.027470551
0.026492406
0.040458098
""
0.014349152
0.017053464
0.036583986
0.049950656
0.00288892
""
""
0.013965704
0.046022128
0.026652584
0.02611739
0.0051828548
0.076938465
0.018776866
0.026281478
0.057489563
0.029531276
0.036443301
0.055996384
0.010195108
0.010280353
0.038185515
0.03603445
0.04302264
0.050001238
0.02514125
0.038382098
0.044256721
0.025899813
0.031532243
0.052467857
0.016148547
0.028948262
0.0095780641
0.042605579
0.039202388
0.010256678
""
0.023610082
0.040556286
0.026130553
0.038107689
0.046990253
0.024565686
0.04786557
0.018896459
0.030627899
0.069772445
0.030515114
""
0.0056728227
0.014549922
0.040502306
0.047180664
0.018841332
0.02169106
""
0.047017347
0.053526036
0.030697918
0.046253018
0.02986544
0.074486278
""
0.034504939
0.005354133
0.013427664
0.081512138
0.024620822
0.0387902
0.014141322
0.040562805
0.044480056
0.017036421
0.037724014
0.063934684
0.036337808
0.04675122
0.038961604
0.028092235
0.015949925
0.019622365
0.02402336
""
0.045939535
0.014771664
0.035787553
0.029212223
""
0.023017379
0.04081244
0.022790609
0.019341027
0.035051096
0.0216622
0.026399657
0.05742636
0.078096077
0.10868422
0.034091089
0.06357149
0.032421891
0.038633239
0.02317624
0.058347989
0.0079360595
""
0.079870731
0.033354882
""
0.067539096
""
""
""
""
""
""
0.079072118
""
""
""
0.039370723
""
""
""
""
""
0.045671858
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037914209
0.033214126
0.10594659
0.045438256
""
""
""
""
""
0.012427909
""
""
""
0.066253729
0.063822664
0.0016478505
""
""
0.041089065
""
""
0.0068860389
""
""
""
""
""
""
