kfr_stycz_natam_male_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047929484
""
""
""
""
""
""
""
""
0.048498549
0.037615851
""
""
0.026986027
""
""
""
""
0.025286941
""
""
""
0.027488051
""
0.053242225
0.039623253
""
""
""
""
""
""
""
""
""
""
""
""
0.043986861
""
""
""
""
0.011141873
0.010156287
""
""
0.018562159
0.01965593
""
""
0.027897881
0.031902112
0.044716135
0.056496479
0.011530326
""
0.036121801
0.016106082
0.030869136
0.024850296
""
0.040389612
0.038752619
""
""
""
""
""
0.020650957
0.0098684654
0.048219007
0.0096486295
0.020607244
0.02094641
""
0.037839711
0.0058424906
0.025044834
0.008329764
0.0087324129
0.016462177
""
0.043645617
0.029502548
""
""
""
0.022591153
""
""
""
""
""
""
""
""
""
""
""
""
0.041152529
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044186521
""
""
""
""
""
0.030312341
""
""
""
""
""
0.03218019
""
""
""
0.019615317
""
""
0.032317467
""
""
0.027418224
0.045491759
0.049197081
0.018088406
""
0.022049207
0.057416692
0.037719056
0.021813834
0.055286605
""
""
0.01083349
0.039895184
""
""
0.033556685
0.035880856
""
""
0.049153283
""
0.046987757
0.019569222
0.039710518
""
0.018017635
0.016323533
""
0.017318916
0.015983731
0.035589423
0.027475063
0.040017869
0.054200571
0.035946872
0.022680474
0.046507828
0.026871271
""
0.047370546
0.034852613
0.024727723
0.028079351
0.058312267
0.044221353
""
0.023351245
""
0.031590551
0.045686573
0.043077011
0.025010835
""
0.029653294
""
""
""
0.043750051
""
""
""
""
""
""
""
""
""
0.017022675
""
""
""
""
0.021966228
""
""
""
""
""
""
""
""
0.022457667
""
""
""
0.066583723
0.041277058
""
""
""
0.055767193
""
""
0.033612534
""
""
""
""
""
""
""
""
0.05538832
""
""
""
""
""
""
""
""
""
""
0.034938853
""
""
0.039445527
""
""
0.030096451
0.032276079
""
""
0.044654369
""
""
0.049846862
""
""
0.042755045
""
0.026583269
0.031320177
""
""
""
0.049200311
""
""
""
""
0.03097105
0.025628028
""
""
""
""
""
""
""
""
""
""
""
0.030438773
""
""
""
""
""
""
0.039263368
""
""
""
""
""
0.053144295
""
0.028507715
""
""
0.041653883
""
0.026169488
""
0.031686932
0.04823073
0.029542398
0.032987256
""
""
""
0.047080729
0.045590121
0.046191487
""
""
""
""
0.039077763
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.071554936
""
0.045894299
""
""
""
""
""
""
""
""
""
""
0.058568288
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038439102
""
""
""
""
""
""
0.047698993
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
