working_natam_pooled_mean
0.62765503
0.63554239
""
0.69937742
0.66488093
""
0.67300558
""
""
0.70508945
0.7796098
0.70503992
""
0.80013543
0.68113983
""
0.70327848
0.69977075
0.33320016
0.76882058
0.64088035
0.66860718
0.68687224
0.63912451
0.69209957
0.84820455
0.73819494
0.66790766
0.70096391
""
0.82979792
0.76954764
0.74437362
0.77676255
0.72398454
0.68076545
0.80917132
0.52312714
""
""
0.76301718
0.71431762
""
""
""
""
0.71071243
0.66520166
0.74300867
0.75706929
0.71578783
0.72160763
0.77690053
""
""
0.76311707
""
0.73200387
""
0.62333673
0.69883907
0.70366329
""
0.65804827
0.64903265
0.88839853
""
""
""
""
""
""
""
0.70699149
0.50462645
""
0.92185432
0.36617571
""
0.75662535
0.70095849
0.44775617
""
0.79076648
0.74082726
0.64024401
0.51124889
0.70441443
0.76851422
0.75164473
0.71914995
""
0.48896837
0.68672752
""
""
0.7182613
0.68333
0.67355281
0.67551732
0.72626621
0.6515426
0.63203305
0.70521456
0.65214193
0.75970614
0.8043918
0.70912415
0.58879435
0.75650346
0.70991743
0.70644861
0.70694357
""
0.77214628
0.6935609
0.61503959
""
""
""
0.82422942
""
""
0.54006416
""
0.73776132
0.6942538
""
""
""
0.72028792
0.69112909
0.52600193
""
0.72189265
0.67021251
0.78440458
0.77397233
""
0.60778952
0.75876844
0.77178019
""
""
0.80135113
""
0.6826278
0.7229954
""
0.78406429
0.79294914
0.69103754
0.5443635
""
0.68753022
0.69227749
0.74997842
0.60877031
0.58910143
0.79789615
""
""
0.75085348
0.68637222
""
0.76418543
0.77052486
0.65009832
0.82026309
0.80205697
0.68520474
0.66615587
0.52491033
0.66047376
0.74990398
0.76117408
0.74949819
0.74833018
0.73619556
0.79993463
0.64577001
0.81886387
0.64679962
""
""
0.70907933
""
""
0.73287046
""
""
0.73836613
0.6958065
""
""
0.68633944
0.80840433
0.755346
0.64700311
""
0.74414545
0.68479282
0.57350904
0.90826344
0.64135778
0.84238338
0.69176483
0.82922053
0.78151715
0.72386026
0.55399561
0.72828966
""
""
0.80013818
0.65389305
0.77951694
0.76161426
0.65551633
0.78852266
""
""
0.68811744
""
0.74002755
0.70826626
0.6986928
0.88416851
0.72696197
0.71401316
0.65278798
0.76483649
""
0.59929699
""
0.7492227
""
0.71123302
""
""
0.6352064
""
0.6331681
0.67984116
""
""
0.74553704
0.71561939
0.85965616
0.74236631
0.73621488
0.70906192
0.74809742
""
0.7242384
0.58924711
""
0.70036888
""
0.68963349
0.77101535
0.79848856
0.80303723
0.75835395
0.74588394
0.7178207
0.69152915
0.70431674
0.74412829
0.69461769
0.84346688
0.55972117
""
0.71302456
0.60948437
0.7433368
0.71404648
0.71633065
0.81410122
0.79812157
0.71519995
""
""
0.75884229
0.71943235
0.62619662
0.69020188
0.7670868
0.57700497
0.7971344
0.71553135
0.92103529
0.63226825
0.76427418
0.66968644
""
0.67508107
0.79867828
0.85468197
0.58405805
0.6691246
0.64386433
0.66359353
0.53749418
""
""
""
0.78603631
0.44942722
""
0.70273781
0.80108261
0.89151245
0.76148689
0.8227464
0.78469479
0.79244459
0.74530441
0.70754153
0.74794257
""
0.77441615
0.76390123
0.72856891
""
0.75329047
0.75100535
0.76983631
0.76776093
0.8014186
""
0.79398179
0.77411765
0.7632041
0.85449213
0.74391085
0.7879265
0.72435349
0.79871958
0.72234005
""
""
0.67355168
0.67538708
0.79839748
0.75397342
0.78756946
0.65005231
0.71643889
0.82209289
0.68825012
0.41184226
0.74659806
""
0.73716694
0.67819655
""
0.79619503
0.63005233
0.59758157
0.65955198
0.70517677
0.69225812
""
0.56497937
""
""
""
""
""
""
""
0.72555673
""
""
""
0.64107984
""
0.73193455
0.66351491
""
""
""
""
""
""
0.61394638
""
0.68678224
